"","sh","pmax","stability","S_seagrass","S_bistable","S_bare","CA_seagrass","CA_bistable","CA_bare","CS_seagrass","CS_bistable","CS_bare","CB_seagrass","CB_bistable","CB_bare","N_seagrass","N_bistable","N_bare"
"265",22.7,1.82885906040268,"bare",NA,NA,0,NA,NA,0.41,NA,NA,0,NA,NA,593.23,NA,NA,16.29
"266",1e+06,1.82885906040268,"bare",NA,NA,0,NA,NA,0.41,NA,NA,0,NA,NA,593.23,NA,NA,61.95
"267",22.7,1.83892617449664,"bare",NA,NA,0,NA,NA,0.41,NA,NA,0,NA,NA,596.5,NA,NA,16.3
"268",1e+06,1.83892617449664,"bare",NA,NA,0,NA,NA,0.41,NA,NA,0,NA,NA,596.5,NA,NA,61.95
"269",22.7,1.8489932885906,"bare",NA,NA,0,NA,NA,0.41,NA,NA,0,NA,NA,599.77,NA,NA,16.3
"270",1e+06,1.8489932885906,"bare",NA,NA,0,NA,NA,0.41,NA,NA,0,NA,NA,599.77,NA,NA,61.95
"271",22.7,1.85906040268456,"bare",NA,NA,0,NA,NA,0.41,NA,NA,0,NA,NA,603.03,NA,NA,16.3
"272",1e+06,1.85906040268456,"bare",NA,NA,0,NA,NA,0.41,NA,NA,0,NA,NA,603.03,NA,NA,61.95
"273",22.7,1.86912751677852,"bare",NA,NA,0,NA,NA,0.42,NA,NA,0,NA,NA,606.3,NA,NA,16.3
"274",1e+06,1.86912751677852,"bare",NA,NA,0,NA,NA,0.42,NA,NA,0,NA,NA,606.3,NA,NA,61.96
"275",22.7,1.87919463087248,"bare",NA,NA,0,NA,NA,0.42,NA,NA,0,NA,NA,609.56,NA,NA,16.3
"276",1e+06,1.87919463087248,"bare",NA,NA,0,NA,NA,0.42,NA,NA,0,NA,NA,609.56,NA,NA,61.96
"277",22.7,1.88926174496644,"bare",NA,NA,0,NA,NA,0.42,NA,NA,0,NA,NA,612.83,NA,NA,16.31
"278",1e+06,1.88926174496644,"bare",NA,NA,0,NA,NA,0.42,NA,NA,0,NA,NA,612.83,NA,NA,61.96
"279",22.7,1.8993288590604,"bare",NA,NA,0,NA,NA,0.42,NA,NA,0,NA,NA,616.1,NA,NA,16.31
"280",1e+06,1.8993288590604,"bare",NA,NA,0,NA,NA,0.42,NA,NA,0,NA,NA,616.1,NA,NA,61.96
"281",22.7,1.90939597315436,"bare",NA,NA,0,NA,NA,0.42,NA,NA,0,NA,NA,619.36,NA,NA,16.31
"282",1e+06,1.90939597315436,"bare",NA,NA,0,NA,NA,0.42,NA,NA,0,NA,NA,619.36,NA,NA,61.96
"283",22.7,1.91946308724832,"bare",NA,NA,0,NA,NA,0.43,NA,NA,0,NA,NA,622.63,NA,NA,16.31
"284",1e+06,1.91946308724832,"bare",NA,NA,0,NA,NA,0.43,NA,NA,0,NA,NA,622.63,NA,NA,61.97
"285",22.7,1.92953020134228,"bare",NA,NA,0,NA,NA,0.43,NA,NA,0,NA,NA,625.9,NA,NA,16.31
"286",1e+06,1.92953020134228,"bare",NA,NA,0,NA,NA,0.43,NA,NA,0,NA,NA,625.9,NA,NA,61.97
"287",22.7,1.93959731543624,"bare",NA,NA,0,NA,NA,0.43,NA,NA,0,NA,NA,629.16,NA,NA,16.32
"288",1e+06,1.93959731543624,"bare",NA,NA,0,NA,NA,0.43,NA,NA,0,NA,NA,629.16,NA,NA,61.97
"289",22.7,1.9496644295302,"bare",NA,NA,0,NA,NA,0.43,NA,NA,0,NA,NA,632.43,NA,NA,16.32
"290",1e+06,1.9496644295302,"bare",NA,NA,0,NA,NA,0.43,NA,NA,0,NA,NA,632.43,NA,NA,61.97
"291",22.7,1.95973154362416,"bare",NA,NA,0,NA,NA,0.44,NA,NA,0,NA,NA,635.7,NA,NA,16.32
"292",1e+06,1.95973154362416,"bare",NA,NA,0,NA,NA,0.44,NA,NA,0,NA,NA,635.7,NA,NA,61.97
"293",22.7,1.96979865771812,"bare",NA,NA,0,NA,NA,0.44,NA,NA,0,NA,NA,638.96,NA,NA,16.32
"294",1e+06,1.96979865771812,"bare",NA,NA,0,NA,NA,0.44,NA,NA,0,NA,NA,638.96,NA,NA,61.98
"295",22.7,1.97986577181208,"bare",NA,NA,0,NA,NA,0.44,NA,NA,0,NA,NA,642.23,NA,NA,16.32
"296",1e+06,1.97986577181208,"bare",NA,NA,0,NA,NA,0.44,NA,NA,0,NA,NA,642.23,NA,NA,61.98
"297",22.7,1.98993288590604,"bare",NA,NA,0,NA,NA,0.44,NA,NA,0,NA,NA,645.5,NA,NA,16.33
"298",1e+06,1.98993288590604,"bare",NA,NA,0,NA,NA,0.44,NA,NA,0,NA,NA,645.5,NA,NA,61.98
"299",22.7,2,"bare",NA,NA,0,NA,NA,0.44,NA,NA,0,NA,NA,648.76,NA,NA,16.33
"300",1e+06,2,"bare",NA,NA,0,NA,NA,0.44,NA,NA,0,NA,NA,648.76,NA,NA,61.98
