"","sh","temp","stability","S_seagrass","S_bistable","S_bare","CA_seagrass","CA_bistable","CA_bare","CS_seagrass","CS_bistable","CS_bare","CB_seagrass","CB_bistable","CB_bare","N_seagrass","N_bistable","N_bare"
"188",1e+06,302.064429530201,"seagrass",136.41,NA,0,0.1,NA,0.11,3.55,NA,0,4186.97,NA,119.39,60.18,NA,61.68
"189",22.7,302.098993288591,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,119,NA,NA,16.02
"190",1e+06,302.098993288591,"seagrass",120.95,NA,0,0.1,NA,0.1,3.15,NA,0,3715.65,NA,119,60.35,NA,61.68
"191",22.7,302.13355704698,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,118.6,NA,NA,16.02
"192",1e+06,302.13355704698,"seagrass",105.19,NA,0,0.1,NA,0.1,2.74,NA,0,3237.78,NA,118.6,60.53,NA,61.68
"193",22.7,302.168120805369,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,118.21,NA,NA,16.02
"194",1e+06,302.168120805369,"seagrass",89.11,NA,0,0.1,NA,0.1,2.33,NA,0,2753.24,NA,118.21,60.7,NA,61.68
"195",22.7,302.202684563758,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,117.82,NA,NA,16.02
"196",1e+06,302.202684563758,"seagrass",72.72,NA,0,0.1,NA,0.1,1.9,NA,0,2261.93,NA,117.82,60.88,NA,61.68
"197",22.7,302.237248322148,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,117.43,NA,NA,16.02
"198",1e+06,302.237248322148,"seagrass",55.99,NA,0,0.1,NA,0.1,1.46,NA,0,1763.76,NA,117.43,61.06,NA,61.68
"199",22.7,302.271812080537,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,117.04,NA,NA,16.02
"200",1e+06,302.271812080537,"seagrass",38.93,NA,0,0.1,NA,0.1,1.02,NA,0,1258.6,NA,117.04,61.25,NA,61.68
"201",22.7,302.306375838926,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,116.65,NA,NA,16.02
"202",1e+06,302.306375838926,"seagrass",21.54,NA,0,0.1,NA,0.1,0.56,NA,0,746.35,NA,116.65,61.44,NA,61.68
"203",22.7,302.340939597315,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,116.26,NA,NA,16.02
"204",1e+06,302.340939597315,"seagrass",3.79,NA,0,0.1,NA,0.1,0.1,NA,0,226.89,NA,116.26,61.64,NA,61.68
"205",22.7,302.375503355705,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,115.88,NA,NA,16.02
"206",1e+06,302.375503355705,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,115.88,NA,NA,61.68
"207",22.7,302.410067114094,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,115.49,NA,NA,16.02
"208",1e+06,302.410067114094,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,115.49,NA,NA,61.68
"209",22.7,302.444630872483,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,115.11,NA,NA,16.02
"210",1e+06,302.444630872483,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,115.11,NA,NA,61.68
"211",22.7,302.479194630872,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,114.73,NA,NA,16.02
"212",1e+06,302.479194630872,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,114.73,NA,NA,61.68
"213",22.7,302.513758389262,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,114.35,NA,NA,16.02
"214",1e+06,302.513758389262,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,114.35,NA,NA,61.68
"215",22.7,302.548322147651,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,113.97,NA,NA,16.02
"216",1e+06,302.548322147651,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,113.97,NA,NA,61.68
"217",22.7,302.58288590604,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,113.59,NA,NA,16.02
"218",1e+06,302.58288590604,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,113.59,NA,NA,61.68
"219",22.7,302.61744966443,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,113.21,NA,NA,16.02
"220",1e+06,302.61744966443,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,113.21,NA,NA,61.68
"221",22.7,302.652013422819,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,112.84,NA,NA,16.02
"222",1e+06,302.652013422819,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,112.84,NA,NA,61.68
"223",22.7,302.686577181208,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,112.46,NA,NA,16.02
"224",1e+06,302.686577181208,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,112.46,NA,NA,61.68
"225",22.7,302.721140939597,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,112.09,NA,NA,16.02
"226",1e+06,302.721140939597,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,112.09,NA,NA,61.68
"227",22.7,302.755704697987,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,111.72,NA,NA,16.02
"228",1e+06,302.755704697987,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,111.72,NA,NA,61.68
"229",22.7,302.790268456376,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,111.35,NA,NA,16.02
"230",1e+06,302.790268456376,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,111.35,NA,NA,61.68
"231",22.7,302.824832214765,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,110.98,NA,NA,16.02
"232",1e+06,302.824832214765,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,110.98,NA,NA,61.68
"233",22.7,302.859395973154,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,110.61,NA,NA,16.02
"234",1e+06,302.859395973154,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,110.61,NA,NA,61.68
"235",22.7,302.893959731544,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,110.24,NA,NA,16.02
"236",1e+06,302.893959731544,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,110.24,NA,NA,61.68
"237",22.7,302.928523489933,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,109.87,NA,NA,16.02
"238",1e+06,302.928523489933,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,109.87,NA,NA,61.68
"239",22.7,302.963087248322,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,109.51,NA,NA,16.02
"240",1e+06,302.963087248322,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,109.51,NA,NA,61.68
"241",22.7,302.997651006711,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,109.14,NA,NA,16.02
"242",1e+06,302.997651006711,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,109.14,NA,NA,61.68
"243",22.7,303.032214765101,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,108.78,NA,NA,16.02
"244",1e+06,303.032214765101,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,108.78,NA,NA,61.68
"245",22.7,303.06677852349,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,108.42,NA,NA,16.02
"246",1e+06,303.06677852349,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,108.42,NA,NA,61.68
"247",22.7,303.101342281879,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,108.06,NA,NA,16.02
"248",1e+06,303.101342281879,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,108.06,NA,NA,61.68
"249",22.7,303.135906040268,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,107.7,NA,NA,16.02
"250",1e+06,303.135906040268,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,107.7,NA,NA,61.68
"251",22.7,303.170469798658,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,107.34,NA,NA,16.02
"252",1e+06,303.170469798658,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,107.34,NA,NA,61.68
"253",22.7,303.205033557047,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,106.98,NA,NA,16.02
"254",1e+06,303.205033557047,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,106.98,NA,NA,61.68
"255",22.7,303.239597315436,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,106.63,NA,NA,16.02
"256",1e+06,303.239597315436,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,106.63,NA,NA,61.68
"257",22.7,303.274161073825,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,106.27,NA,NA,16.02
"258",1e+06,303.274161073825,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,106.27,NA,NA,61.68
"259",22.7,303.308724832215,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,105.92,NA,NA,16.02
"260",1e+06,303.308724832215,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,105.92,NA,NA,61.68
"261",22.7,303.343288590604,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,105.56,NA,NA,16.02
"262",1e+06,303.343288590604,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,105.56,NA,NA,61.68
"263",22.7,303.377852348993,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,105.21,NA,NA,16.02
"264",1e+06,303.377852348993,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,105.21,NA,NA,61.68
"265",22.7,303.412416107383,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,104.86,NA,NA,16.02
"266",1e+06,303.412416107383,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,104.86,NA,NA,61.68
"267",22.7,303.446979865772,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,104.51,NA,NA,16.02
"268",1e+06,303.446979865772,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,104.51,NA,NA,61.68
"269",22.7,303.481543624161,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,104.16,NA,NA,16.02
"270",1e+06,303.481543624161,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,104.16,NA,NA,61.68
"271",22.7,303.51610738255,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,103.82,NA,NA,16.02
"272",1e+06,303.51610738255,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,103.82,NA,NA,61.68
"273",22.7,303.55067114094,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,103.47,NA,NA,16.02
"274",1e+06,303.55067114094,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,103.47,NA,NA,61.68
"275",22.7,303.585234899329,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,103.12,NA,NA,16.02
"276",1e+06,303.585234899329,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,103.12,NA,NA,61.68
"277",22.7,303.619798657718,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,102.78,NA,NA,16.02
"278",1e+06,303.619798657718,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,102.78,NA,NA,61.68
"279",22.7,303.654362416107,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,102.44,NA,NA,16.02
"280",1e+06,303.654362416107,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,102.44,NA,NA,61.68
"281",22.7,303.688926174497,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,102.1,NA,NA,16.02
"282",1e+06,303.688926174497,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,102.1,NA,NA,61.68
"283",22.7,303.723489932886,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,101.75,NA,NA,16.02
"284",1e+06,303.723489932886,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,101.75,NA,NA,61.68
"285",22.7,303.758053691275,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,101.41,NA,NA,16.02
"286",1e+06,303.758053691275,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,101.41,NA,NA,61.68
"287",22.7,303.792617449664,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,101.08,NA,NA,16.02
"288",1e+06,303.792617449664,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,101.08,NA,NA,61.68
"289",22.7,303.827181208054,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,100.74,NA,NA,16.02
"290",1e+06,303.827181208054,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,100.74,NA,NA,61.68
"291",22.7,303.861744966443,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,100.4,NA,NA,16.02
"292",1e+06,303.861744966443,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,100.4,NA,NA,61.68
"293",22.7,303.896308724832,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,100.07,NA,NA,16.02
"294",1e+06,303.896308724832,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,100.07,NA,NA,61.68
"295",22.7,303.930872483221,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,99.73,NA,NA,16.02
"296",1e+06,303.930872483221,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,99.73,NA,NA,61.68
"297",22.7,303.965436241611,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,99.4,NA,NA,16.02
"298",1e+06,303.965436241611,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,99.4,NA,NA,61.68
"299",22.7,304,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,99.07,NA,NA,16.02
"300",1e+06,304,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,99.07,NA,NA,61.68
