"","sh","temp","stability","S_seagrass","S_bistable","S_bare","CA_seagrass","CA_bistable","CA_bare","CS_seagrass","CS_bistable","CS_bare","CB_seagrass","CB_bistable","CB_bare","N_seagrass","N_bistable","N_bare"
"48",1e+06,300.285570469799,"seagrass",706.68,NA,0,0.28,NA,0.29,10.38,NA,0,14200.5,NA,371.54,0.03,NA,2.97
"49",22.7,300.347986577181,"seagrass",706.87,NA,0,0.88,NA,0.28,5.8,NA,0,8788.32,NA,369.29,0.01,NA,0.67
"50",1e+06,300.347986577181,"seagrass",706.63,NA,0,0.28,NA,0.28,10.38,NA,0,14130.64,NA,369.29,0.03,NA,2.97
"51",22.7,300.410402684564,"seagrass",706.86,NA,0,0.88,NA,0.28,5.8,NA,0,8744.24,NA,367.06,0.01,NA,0.67
"52",1e+06,300.410402684564,"seagrass",706.59,NA,0,0.28,NA,0.28,10.38,NA,0,14061.1,NA,367.06,0.03,NA,2.97
"53",22.7,300.472818791946,"seagrass",706.84,NA,0,0.88,NA,0.28,5.8,NA,0,8700.39,NA,364.84,0.01,NA,0.67
"54",1e+06,300.472818791946,"seagrass",706.54,NA,0,0.28,NA,0.28,10.38,NA,0,13991.86,NA,364.84,0.04,NA,2.97
"55",22.7,300.535234899329,"seagrass",706.83,NA,0,0.88,NA,0.28,5.8,NA,0,8656.76,NA,362.64,0.01,NA,0.67
"56",1e+06,300.535234899329,"seagrass",706.5,NA,0,0.28,NA,0.28,10.38,NA,0,13922.93,NA,362.64,0.04,NA,2.97
"57",22.7,300.597651006711,"seagrass",706.81,NA,0,0.88,NA,0.28,5.8,NA,0,8613.36,NA,360.44,0.01,NA,0.67
"58",1e+06,300.597651006711,"seagrass",706.44,NA,0,0.28,NA,0.28,10.38,NA,0,13854.3,NA,360.44,0.04,NA,2.97
"59",22.7,300.660067114094,"seagrass",706.8,NA,0,0.88,NA,0.28,5.8,NA,0,8570.18,NA,358.26,0.01,NA,0.67
"60",1e+06,300.660067114094,"seagrass",706.39,NA,0,0.28,NA,0.28,10.37,NA,0,13785.97,NA,358.26,0.04,NA,2.97
"61",22.7,300.722483221477,"seagrass",706.78,NA,0,0.88,NA,0.28,5.8,NA,0,8527.22,NA,356.09,0.01,NA,0.67
"62",1e+06,300.722483221477,"seagrass",706.33,NA,0,0.28,NA,0.28,10.37,NA,0,13717.93,NA,356.09,0.04,NA,2.97
"63",22.7,300.784899328859,"seagrass",706.76,NA,0,0.88,NA,0.28,5.8,NA,0,8484.48,NA,353.94,0.01,NA,0.67
"64",1e+06,300.784899328859,"seagrass",706.26,NA,0,0.28,NA,0.28,10.37,NA,0,13650.18,NA,353.94,0.04,NA,2.97
"65",22.7,300.847315436242,"seagrass",706.74,NA,0,0.88,NA,0.28,5.8,NA,0,8441.96,NA,351.8,0.01,NA,0.67
"66",1e+06,300.847315436242,"seagrass",706.19,NA,0,0.28,NA,0.28,10.37,NA,0,13582.72,NA,351.8,0.04,NA,2.97
"67",22.7,300.909731543624,"seagrass",706.72,NA,0,0.87,NA,0.28,5.8,NA,0,8399.65,NA,349.66,0.01,NA,0.67
"68",1e+06,300.909731543624,"seagrass",706.12,NA,0,0.28,NA,0.28,10.37,NA,0,13515.53,NA,349.66,0.04,NA,2.97
"69",22.7,300.972147651007,"seagrass",706.7,NA,0,0.87,NA,0.28,5.8,NA,0,8357.56,NA,347.55,0.01,NA,0.67
"70",1e+06,300.972147651007,"seagrass",706.04,NA,0,0.28,NA,0.28,10.37,NA,0,13448.61,NA,347.55,0.04,NA,2.97
"71",22.7,301.034563758389,"seagrass",706.68,NA,0,0.87,NA,0.28,5.8,NA,0,8315.68,NA,345.44,0.01,NA,0.67
"72",1e+06,301.034563758389,"seagrass",705.96,NA,0,0.28,NA,0.28,10.37,NA,0,13381.97,NA,345.44,0.04,NA,2.97
"73",22.7,301.096979865772,"seagrass",706.65,NA,0,0.87,NA,0.28,5.8,NA,0,8274.01,NA,343.34,0.01,NA,0.67
"74",1e+06,301.096979865772,"seagrass",705.88,NA,0,0.28,NA,0.28,10.37,NA,0,13315.58,NA,343.34,0.04,NA,2.97
"75",22.7,301.159395973154,"seagrass",706.63,NA,0,0.87,NA,0.28,5.8,NA,0,8232.56,NA,341.26,0.01,NA,0.67
"76",1e+06,301.159395973154,"seagrass",705.78,NA,0,0.28,NA,0.28,10.36,NA,0,13249.45,NA,341.26,0.04,NA,2.97
"77",22.7,301.221812080537,"seagrass",706.6,NA,0,0.87,NA,0.28,5.8,NA,0,8191.31,NA,339.19,0.01,NA,0.67
"78",1e+06,301.221812080537,"seagrass",705.69,NA,0,0.28,NA,0.28,10.36,NA,0,13183.57,NA,339.19,0.04,NA,2.97
"79",22.7,301.284228187919,"seagrass",706.57,NA,0,0.87,NA,0.28,5.8,NA,0,8150.27,NA,337.13,0.01,NA,0.67
"80",1e+06,301.284228187919,"seagrass",705.58,NA,0,0.28,NA,0.28,10.36,NA,0,13117.93,NA,337.13,0.04,NA,2.97
"81",22.7,301.346644295302,"seagrass",706.55,NA,0,0.87,NA,0.28,5.8,NA,0,8109.44,NA,335.09,0.01,NA,0.67
"82",1e+06,301.346644295302,"seagrass",705.47,NA,0,0.28,NA,0.28,10.36,NA,0,13052.52,NA,335.09,0.04,NA,2.97
"83",22.7,301.409060402685,"seagrass",706.52,NA,0,0.87,NA,0.28,5.8,NA,0,8068.81,NA,333.05,0.01,NA,0.67
"84",1e+06,301.409060402685,"seagrass",705.35,NA,0,0.27,NA,0.28,10.36,NA,0,12987.34,NA,333.05,0.04,NA,2.97
"85",22.7,301.471476510067,"seagrass",706.48,NA,0,0.86,NA,0.28,5.8,NA,0,8028.38,NA,331.03,0.01,NA,0.67
"86",1e+06,301.471476510067,"seagrass",705.23,NA,0,0.27,NA,0.28,10.36,NA,0,12922.38,NA,331.03,0.04,NA,2.97
"87",22.7,301.53389261745,"seagrass",706.45,NA,0,0.86,NA,0.28,5.79,NA,0,7988.16,NA,329.01,0.01,NA,0.67
"88",1e+06,301.53389261745,"seagrass",705.1,NA,0,0.27,NA,0.28,10.35,NA,0,12857.62,NA,329.01,0.04,NA,2.97
"89",22.7,301.596308724832,"seagrass",706.42,NA,0,0.86,NA,0.28,5.79,NA,0,7948.13,NA,327.01,0.01,NA,0.67
"90",1e+06,301.596308724832,"seagrass",704.96,NA,0,0.27,NA,0.28,10.35,NA,0,12793.06,NA,327.01,0.04,NA,2.97
"91",22.7,301.658724832215,"seagrass",706.38,NA,0,0.86,NA,0.28,5.79,NA,0,7908.3,NA,325.03,0.01,NA,0.67
"92",1e+06,301.658724832215,"seagrass",704.81,NA,0,0.27,NA,0.28,10.35,NA,0,12728.69,NA,325.03,0.04,NA,2.97
"93",22.7,301.721140939597,"seagrass",706.34,NA,0,0.86,NA,0.28,5.79,NA,0,7868.67,NA,323.05,0.01,NA,0.67
"94",1e+06,301.721140939597,"seagrass",704.65,NA,0,0.27,NA,0.28,10.35,NA,0,12664.5,NA,323.05,0.04,NA,2.97
"95",22.7,301.78355704698,"seagrass",706.31,NA,0,0.86,NA,0.28,5.79,NA,0,7829.24,NA,321.08,0.01,NA,0.67
"96",1e+06,301.78355704698,"seagrass",704.47,NA,0,0.27,NA,0.28,10.34,NA,0,12600.46,NA,321.08,0.04,NA,2.97
"97",22.7,301.845973154362,"seagrass",706.26,NA,0,0.86,NA,0.28,5.79,NA,0,7790,NA,319.13,0.01,NA,0.67
"98",1e+06,301.845973154362,"seagrass",704.29,NA,0,0.27,NA,0.28,10.34,NA,0,12536.57,NA,319.13,0.05,NA,2.97
"99",22.7,301.908389261745,"seagrass",706.22,NA,0,0.86,NA,0.28,5.79,NA,0,7750.94,NA,317.18,0.01,NA,0.67
"100",1e+06,301.908389261745,"seagrass",704.1,NA,0,0.27,NA,0.28,10.34,NA,0,12472.81,NA,317.18,0.05,NA,2.97
"101",22.7,301.970805369128,"seagrass",706.18,NA,0,0.85,NA,0.28,5.79,NA,0,7712.08,NA,315.25,0.01,NA,0.67
"102",1e+06,301.970805369128,"seagrass",703.89,NA,0,0.27,NA,0.28,10.33,NA,0,12409.16,NA,315.25,0.05,NA,2.97
"103",22.7,302.03322147651,"seagrass",706.13,NA,0,0.85,NA,0.27,5.79,NA,0,7673.41,NA,313.33,0.01,NA,0.67
"104",1e+06,302.03322147651,"seagrass",703.67,NA,0,0.27,NA,0.27,10.33,NA,0,12345.61,NA,313.33,0.05,NA,2.97
"105",22.7,302.095637583893,"seagrass",706.08,NA,0,0.85,NA,0.27,5.79,NA,0,7634.92,NA,311.42,0.01,NA,0.67
"106",1e+06,302.095637583893,"seagrass",703.43,NA,0,0.27,NA,0.27,10.33,NA,0,12282.13,NA,311.42,0.05,NA,2.97
"107",22.7,302.158053691275,"seagrass",706.03,NA,0,0.85,NA,0.27,5.79,NA,0,7596.62,NA,309.52,0.01,NA,0.67
"108",1e+06,302.158053691275,"seagrass",703.17,NA,0,0.27,NA,0.27,10.32,NA,0,12218.69,NA,309.52,0.05,NA,2.97
"109",22.7,302.220469798658,"seagrass",705.98,NA,0,0.85,NA,0.27,5.79,NA,0,7558.5,NA,307.63,0.01,NA,0.67
"110",1e+06,302.220469798658,"seagrass",702.9,NA,0,0.27,NA,0.27,10.32,NA,0,12155.27,NA,307.63,0.05,NA,2.97
"111",22.7,302.28288590604,"seagrass",705.92,NA,0,0.85,NA,0.27,5.79,NA,0,7520.56,NA,305.76,0.01,NA,0.67
"112",1e+06,302.28288590604,"seagrass",702.6,NA,0,0.27,NA,0.27,10.32,NA,0,12091.84,NA,305.76,0.05,NA,2.97
"113",22.7,302.345302013423,"seagrass",705.87,NA,0,0.85,NA,0.27,5.79,NA,0,7482.8,NA,303.89,0.01,NA,0.67
"114",1e+06,302.345302013423,"seagrass",702.28,NA,0,0.27,NA,0.27,10.31,NA,0,12028.36,NA,303.89,0.05,NA,2.97
"115",22.7,302.407718120805,"seagrass",705.8,NA,0,0.85,NA,0.27,5.79,NA,0,7445.22,NA,302.03,0.01,NA,0.67
"116",1e+06,302.407718120805,"seagrass",701.93,NA,0,0.27,NA,0.27,10.31,NA,0,11964.79,NA,302.03,0.06,NA,2.97
"117",22.7,302.470134228188,"seagrass",705.74,NA,0,0.84,NA,0.27,5.79,NA,0,7407.81,NA,300.19,0.01,NA,0.67
"118",1e+06,302.470134228188,"seagrass",701.55,NA,0,0.27,NA,0.27,10.3,NA,0,11901.08,NA,300.19,0.06,NA,2.97
"119",22.7,302.53255033557,"seagrass",705.67,NA,0,0.84,NA,0.27,5.79,NA,0,7370.57,NA,298.35,0.01,NA,0.67
"120",1e+06,302.53255033557,"seagrass",701.14,NA,0,0.27,NA,0.27,10.29,NA,0,11837.18,NA,298.35,0.06,NA,2.97
"121",22.7,302.594966442953,"seagrass",705.6,NA,0,0.84,NA,0.27,5.79,NA,0,7333.51,NA,296.53,0.01,NA,0.67
"122",1e+06,302.594966442953,"seagrass",700.69,NA,0,0.27,NA,0.27,10.29,NA,0,11773.03,NA,296.53,0.06,NA,2.97
"123",22.7,302.657382550336,"seagrass",705.53,NA,0,0.84,NA,0.27,5.79,NA,0,7296.61,NA,294.72,0.01,NA,0.67
"124",1e+06,302.657382550336,"seagrass",700.2,NA,0,0.27,NA,0.27,10.28,NA,0,11708.54,NA,294.72,0.06,NA,2.97
"125",22.7,302.719798657718,"seagrass",705.46,NA,0,0.84,NA,0.27,5.79,NA,0,7259.88,NA,292.91,0.01,NA,0.67
"126",1e+06,302.719798657718,"seagrass",699.66,NA,0,0.27,NA,0.27,10.27,NA,0,11643.63,NA,292.91,0.06,NA,2.97
"127",22.7,302.782214765101,"seagrass",705.37,NA,0,0.84,NA,0.27,5.78,NA,0,7223.31,NA,291.12,0.01,NA,0.67
"128",1e+06,302.782214765101,"seagrass",699.06,NA,0,0.27,NA,0.27,10.26,NA,0,11578.19,NA,291.12,0.07,NA,2.97
"129",22.7,302.844630872483,"seagrass",705.29,NA,0,0.84,NA,0.27,5.78,NA,0,7186.9,NA,289.34,0.01,NA,0.67
"130",1e+06,302.844630872483,"seagrass",698.4,NA,0,0.27,NA,0.27,10.25,NA,0,11512.1,NA,289.34,0.07,NA,2.97
"131",22.7,302.907046979866,"seagrass",705.2,NA,0,0.84,NA,0.27,5.78,NA,0,7150.64,NA,287.57,0.01,NA,0.67
"132",1e+06,302.907046979866,"seagrass",697.67,NA,0,0.27,NA,0.27,10.24,NA,0,11445.2,NA,287.57,0.07,NA,2.97
"133",22.7,302.969463087248,"seagrass",705.11,NA,0,0.84,NA,0.27,5.78,NA,0,7114.55,NA,285.81,0.01,NA,0.67
"134",1e+06,302.969463087248,"seagrass",696.84,NA,0,0.27,NA,0.27,10.23,NA,0,11377.31,NA,285.81,0.08,NA,2.97
"135",22.7,303.031879194631,"seagrass",705.01,NA,0,0.83,NA,0.27,5.78,NA,0,7078.6,NA,284.06,0.01,NA,0.67
"136",1e+06,303.031879194631,"seagrass",695.92,NA,0,0.27,NA,0.27,10.22,NA,0,11308.17,NA,284.06,0.08,NA,2.97
"137",22.7,303.094295302013,"seagrass",704.91,NA,0,0.83,NA,0.27,5.78,NA,0,7042.8,NA,282.31,0.01,NA,0.67
"138",1e+06,303.094295302013,"seagrass",694.87,NA,0,0.27,NA,0.27,10.2,NA,0,11237.51,NA,282.31,0.08,NA,2.97
"139",22.7,303.156711409396,"seagrass",704.8,NA,0,0.83,NA,0.27,5.78,NA,0,7007.14,NA,280.58,0.01,NA,0.67
"140",1e+06,303.156711409396,"seagrass",693.67,NA,0,0.26,NA,0.27,10.18,NA,0,11164.93,NA,280.58,0.09,NA,2.97
"141",22.7,303.219127516779,"seagrass",704.68,NA,0,0.83,NA,0.27,5.78,NA,0,6971.63,NA,278.86,0.01,NA,0.67
"142",1e+06,303.219127516779,"seagrass",692.29,NA,0,0.26,NA,0.27,10.16,NA,0,11089.95,NA,278.86,0.1,NA,2.97
"143",22.7,303.281543624161,"seagrass",704.56,NA,0,0.83,NA,0.27,5.78,NA,0,6936.25,NA,277.15,0.01,NA,0.67
"144",1e+06,303.281543624161,"seagrass",690.68,NA,0,0.26,NA,0.27,10.14,NA,0,11011.92,NA,277.15,0.1,NA,2.97
"145",22.7,303.343959731544,"seagrass",704.43,NA,0,0.83,NA,0.27,5.78,NA,0,6901.01,NA,275.45,0.01,NA,0.67
"146",1e+06,303.343959731544,"seagrass",688.78,NA,0,0.26,NA,0.27,10.11,NA,0,10929.96,NA,275.45,0.11,NA,2.97
"147",22.7,303.406375838926,"seagrass",704.3,NA,0,0.83,NA,0.27,5.77,NA,0,6865.89,NA,273.76,0.01,NA,0.67
"148",1e+06,303.406375838926,"seagrass",686.52,NA,0,0.26,NA,0.27,10.08,NA,0,10842.85,NA,273.76,0.12,NA,2.97
"149",22.7,303.468791946309,"seagrass",704.16,NA,0,0.83,NA,0.27,5.77,NA,0,6830.9,NA,272.08,0.01,NA,0.67
"150",1e+06,303.468791946309,"seagrass",683.76,NA,0,0.26,NA,0.27,10.04,NA,0,10748.86,NA,272.08,0.13,NA,2.97
"151",22.7,303.531208053691,"seagrass",704,NA,0,0.82,NA,0.27,5.77,NA,0,6796.02,NA,270.4,0.01,NA,0.67
"152",1e+06,303.531208053691,"seagrass",680.35,NA,0,0.26,NA,0.27,9.99,NA,0,10645.43,NA,270.4,0.15,NA,2.97
"153",22.7,303.593624161074,"seagrass",703.84,NA,0,0.82,NA,0.27,5.77,NA,0,6761.25,NA,268.74,0.01,NA,0.67
"154",1e+06,303.593624161074,"seagrass",676,NA,0,0.26,NA,0.27,9.93,NA,0,10528.63,NA,268.74,0.16,NA,2.97
"155",22.7,303.656040268456,"seagrass",703.67,NA,0,0.82,NA,0.27,5.77,NA,0,6726.59,NA,267.09,0.01,NA,0.67
"156",1e+06,303.656040268456,"seagrass",670.29,NA,0,0.26,NA,0.27,9.85,NA,0,10392.05,NA,267.09,0.19,NA,2.97
"157",22.7,303.718456375839,"seagrass",703.49,NA,0,0.82,NA,0.26,5.77,NA,0,6692.02,NA,265.45,0.01,NA,0.67
"158",1e+06,303.718456375839,"seagrass",662.46,NA,0,0.26,NA,0.26,9.73,NA,0,10224.55,NA,265.45,0.22,NA,2.97
"159",22.7,303.780872483221,"seagrass",703.29,NA,0,0.82,NA,0.26,5.77,NA,0,6657.54,NA,263.81,0.01,NA,0.67
"160",1e+06,303.780872483221,"seagrass",651.04,NA,0,0.26,NA,0.26,9.57,NA,0,10004.81,NA,263.81,0.27,NA,2.97
"161",22.7,303.843288590604,"seagrass",703.09,NA,0,0.82,NA,0.26,5.76,NA,0,6623.15,NA,262.19,0.01,NA,0.67
"162",1e+06,303.843288590604,"seagrass",632.88,NA,0,0.26,NA,0.26,9.31,NA,0,9686.37,NA,262.19,0.34,NA,2.97
"163",22.7,303.905704697987,"seagrass",702.86,NA,0,0.82,NA,0.26,5.76,NA,0,6588.82,NA,260.57,0.02,NA,0.67
"164",1e+06,303.905704697987,"seagrass",599.5,NA,0,0.26,NA,0.26,8.82,NA,0,9144.94,NA,260.57,0.48,NA,2.97
"165",22.7,303.968120805369,"bistable",702.63,0.2,0,0.82,0.26,0.26,5.76,0,0,6554.55,263.48,258.97,0.02,0.67,0.67
"166",1e+06,303.968120805369,"seagrass",517.86,NA,0,0.26,NA,0.26,7.64,NA,0,7896.05,NA,258.97,0.82,NA,2.97
"167",22.7,304.030536912752,"bistable",702.37,0.8,0,0.81,0.27,0.26,5.76,0.01,0,6520.32,275.53,257.37,0.02,0.67,0.67
"168",1e+06,304.030536912752,"bare",NA,NA,0,NA,NA,0.26,NA,NA,0,NA,NA,257.37,NA,NA,2.97
"169",22.7,304.092953020134,"bistable",702.09,1.45,0,0.81,0.27,0.26,5.76,0.02,0,6486.13,288.17,255.79,0.02,0.67,0.67
"170",1e+06,304.092953020134,"bare",NA,NA,0,NA,NA,0.26,NA,NA,0,NA,NA,255.79,NA,NA,2.97
"171",22.7,304.155369127517,"bistable",701.8,2.15,0,0.81,0.28,0.26,5.75,0.03,0,6451.95,301.47,254.21,0.02,0.68,0.67
"172",1e+06,304.155369127517,"bare",NA,NA,0,NA,NA,0.26,NA,NA,0,NA,NA,254.21,NA,NA,2.97
"173",22.7,304.217785234899,"bistable",701.47,2.91,0,0.81,0.29,0.26,5.75,0.04,0,6417.77,315.48,252.64,0.02,0.68,0.67
"174",1e+06,304.217785234899,"bare",NA,NA,0,NA,NA,0.26,NA,NA,0,NA,NA,252.64,NA,NA,2.97
"175",22.7,304.280201342282,"bistable",701.12,3.73,0,0.81,0.29,0.26,5.75,0.05,0,6383.56,330.27,251.08,0.02,0.68,0.67
"176",1e+06,304.280201342282,"bare",NA,NA,0,NA,NA,0.26,NA,NA,0,NA,NA,251.08,NA,NA,2.97
"177",22.7,304.342617449664,"bistable",700.74,4.62,0,0.81,0.3,0.26,5.75,0.06,0,6349.3,345.92,249.53,0.02,0.69,0.67
"178",1e+06,304.342617449664,"bare",NA,NA,0,NA,NA,0.26,NA,NA,0,NA,NA,249.53,NA,NA,2.97
"179",22.7,304.405033557047,"bistable",700.33,5.59,0,0.81,0.3,0.26,5.74,0.08,0,6314.95,362.53,247.99,0.02,0.69,0.67
"180",1e+06,304.405033557047,"bare",NA,NA,0,NA,NA,0.26,NA,NA,0,NA,NA,247.99,NA,NA,2.97
"181",22.7,304.46744966443,"bistable",699.87,6.66,0,0.8,0.31,0.26,5.74,0.09,0,6280.49,380.2,246.46,0.02,0.7,0.67
"182",1e+06,304.46744966443,"bare",NA,NA,0,NA,NA,0.26,NA,NA,0,NA,NA,246.46,NA,NA,2.97
"183",22.7,304.529865771812,"bistable",699.37,7.82,0,0.8,0.32,0.26,5.73,0.1,0,6245.86,399.08,244.94,0.02,0.7,0.67
"184",1e+06,304.529865771812,"bare",NA,NA,0,NA,NA,0.26,NA,NA,0,NA,NA,244.94,NA,NA,2.97
"185",22.7,304.592281879195,"bistable",698.81,9.11,0,0.8,0.33,0.26,5.73,0.12,0,6211.02,419.3,243.42,0.02,0.71,0.67
"186",1e+06,304.592281879195,"bare",NA,NA,0,NA,NA,0.26,NA,NA,0,NA,NA,243.42,NA,NA,2.97
"187",22.7,304.654697986577,"bistable",698.19,10.55,0,0.8,0.34,0.26,5.72,0.14,0,6175.91,441.05,241.92,0.02,0.71,0.67
"188",1e+06,304.654697986577,"bare",NA,NA,0,NA,NA,0.26,NA,NA,0,NA,NA,241.92,NA,NA,2.97
"189",22.7,304.71711409396,"bistable",697.5,12.14,0,0.8,0.35,0.26,5.72,0.15,0,6140.45,464.55,240.42,0.02,0.72,0.67
"190",1e+06,304.71711409396,"bare",NA,NA,0,NA,NA,0.26,NA,NA,0,NA,NA,240.42,NA,NA,2.97
"191",22.7,304.779530201342,"bistable",696.72,13.93,0,0.8,0.36,0.26,5.71,0.17,0,6104.53,490.08,238.93,0.02,0.73,0.67
