"","sh","ma","stability","S_seagrass","S_bistable","S_bare","CA_seagrass","CA_bistable","CA_bare","CS_seagrass","CS_bistable","CS_bare","CB_seagrass","CB_bistable","CB_bare","N_seagrass","N_bistable","N_bare"
"130",1e+06,0.00257718120805369,"bare",NA,NA,0,NA,NA,0.29,NA,NA,0,NA,NA,421.41,NA,NA,2.97
"131",22.7,0.00261744966442953,"bare",NA,NA,0,NA,NA,0.29,NA,NA,0,NA,NA,421.33,NA,NA,0.67
"132",1e+06,0.00261744966442953,"bare",NA,NA,0,NA,NA,0.29,NA,NA,0,NA,NA,421.33,NA,NA,2.97
"133",22.7,0.00265771812080537,"bare",NA,NA,0,NA,NA,0.29,NA,NA,0,NA,NA,421.24,NA,NA,0.67
"134",1e+06,0.00265771812080537,"bare",NA,NA,0,NA,NA,0.29,NA,NA,0,NA,NA,421.24,NA,NA,2.97
"135",22.7,0.00269798657718121,"bare",NA,NA,0,NA,NA,0.29,NA,NA,0,NA,NA,421.16,NA,NA,0.67
"136",1e+06,0.00269798657718121,"bare",NA,NA,0,NA,NA,0.29,NA,NA,0,NA,NA,421.16,NA,NA,2.97
"137",22.7,0.00273825503355705,"bare",NA,NA,0,NA,NA,0.29,NA,NA,0,NA,NA,421.08,NA,NA,0.67
"138",1e+06,0.00273825503355705,"bare",NA,NA,0,NA,NA,0.29,NA,NA,0,NA,NA,421.08,NA,NA,2.97
"139",22.7,0.00277852348993289,"bare",NA,NA,0,NA,NA,0.29,NA,NA,0,NA,NA,420.99,NA,NA,0.67
"140",1e+06,0.00277852348993289,"bare",NA,NA,0,NA,NA,0.29,NA,NA,0,NA,NA,420.99,NA,NA,2.97
"141",22.7,0.00281879194630873,"bare",NA,NA,0,NA,NA,0.29,NA,NA,0,NA,NA,420.91,NA,NA,0.67
"142",1e+06,0.00281879194630873,"bare",NA,NA,0,NA,NA,0.29,NA,NA,0,NA,NA,420.91,NA,NA,2.97
"143",22.7,0.00285906040268456,"bare",NA,NA,0,NA,NA,0.29,NA,NA,0,NA,NA,420.82,NA,NA,0.67
"144",1e+06,0.00285906040268456,"bare",NA,NA,0,NA,NA,0.29,NA,NA,0,NA,NA,420.82,NA,NA,2.97
"145",22.7,0.0028993288590604,"bare",NA,NA,0,NA,NA,0.29,NA,NA,0,NA,NA,420.74,NA,NA,0.67
"146",1e+06,0.0028993288590604,"bare",NA,NA,0,NA,NA,0.29,NA,NA,0,NA,NA,420.74,NA,NA,2.97
"147",22.7,0.00293959731543624,"bare",NA,NA,0,NA,NA,0.29,NA,NA,0,NA,NA,420.66,NA,NA,0.67
"148",1e+06,0.00293959731543624,"bare",NA,NA,0,NA,NA,0.29,NA,NA,0,NA,NA,420.66,NA,NA,2.97
"149",22.7,0.00297986577181208,"bare",NA,NA,0,NA,NA,0.29,NA,NA,0,NA,NA,420.57,NA,NA,0.67
"150",1e+06,0.00297986577181208,"bare",NA,NA,0,NA,NA,0.29,NA,NA,0,NA,NA,420.57,NA,NA,2.97
"151",22.7,0.00302013422818792,"bare",NA,NA,0,NA,NA,0.29,NA,NA,0,NA,NA,420.49,NA,NA,0.67
"152",1e+06,0.00302013422818792,"bare",NA,NA,0,NA,NA,0.29,NA,NA,0,NA,NA,420.49,NA,NA,2.97
"153",22.7,0.00306040268456376,"bare",NA,NA,0,NA,NA,0.29,NA,NA,0,NA,NA,420.4,NA,NA,0.67
"154",1e+06,0.00306040268456376,"bare",NA,NA,0,NA,NA,0.29,NA,NA,0,NA,NA,420.4,NA,NA,2.97
"155",22.7,0.0031006711409396,"bare",NA,NA,0,NA,NA,0.29,NA,NA,0,NA,NA,420.32,NA,NA,0.67
"156",1e+06,0.0031006711409396,"bare",NA,NA,0,NA,NA,0.29,NA,NA,0,NA,NA,420.32,NA,NA,2.97
"157",22.7,0.00314093959731544,"bare",NA,NA,0,NA,NA,0.29,NA,NA,0,NA,NA,420.24,NA,NA,0.67
"158",1e+06,0.00314093959731544,"bare",NA,NA,0,NA,NA,0.29,NA,NA,0,NA,NA,420.24,NA,NA,2.97
"159",22.7,0.00318120805369128,"bare",NA,NA,0,NA,NA,0.29,NA,NA,0,NA,NA,420.15,NA,NA,0.67
"160",1e+06,0.00318120805369128,"bare",NA,NA,0,NA,NA,0.29,NA,NA,0,NA,NA,420.15,NA,NA,2.97
"161",22.7,0.00322147651006711,"bare",NA,NA,0,NA,NA,0.29,NA,NA,0,NA,NA,420.07,NA,NA,0.67
"162",1e+06,0.00322147651006711,"bare",NA,NA,0,NA,NA,0.29,NA,NA,0,NA,NA,420.07,NA,NA,2.97
"163",22.7,0.00326174496644295,"bare",NA,NA,0,NA,NA,0.29,NA,NA,0,NA,NA,419.98,NA,NA,0.67
"164",1e+06,0.00326174496644295,"bare",NA,NA,0,NA,NA,0.29,NA,NA,0,NA,NA,419.98,NA,NA,2.97
"165",22.7,0.00330201342281879,"bare",NA,NA,0,NA,NA,0.29,NA,NA,0,NA,NA,419.9,NA,NA,0.67
"166",1e+06,0.00330201342281879,"bare",NA,NA,0,NA,NA,0.29,NA,NA,0,NA,NA,419.9,NA,NA,2.97
"167",22.7,0.00334228187919463,"bare",NA,NA,0,NA,NA,0.29,NA,NA,0,NA,NA,419.82,NA,NA,0.67
"168",1e+06,0.00334228187919463,"bare",NA,NA,0,NA,NA,0.29,NA,NA,0,NA,NA,419.82,NA,NA,2.97
"169",22.7,0.00338255033557047,"bare",NA,NA,0,NA,NA,0.29,NA,NA,0,NA,NA,419.73,NA,NA,0.67
"170",1e+06,0.00338255033557047,"bare",NA,NA,0,NA,NA,0.29,NA,NA,0,NA,NA,419.73,NA,NA,2.97
"171",22.7,0.00342281879194631,"bare",NA,NA,0,NA,NA,0.29,NA,NA,0,NA,NA,419.65,NA,NA,0.67
"172",1e+06,0.00342281879194631,"bare",NA,NA,0,NA,NA,0.29,NA,NA,0,NA,NA,419.65,NA,NA,2.97
"173",22.7,0.00346308724832215,"bare",NA,NA,0,NA,NA,0.29,NA,NA,0,NA,NA,419.57,NA,NA,0.67
"174",1e+06,0.00346308724832215,"bare",NA,NA,0,NA,NA,0.29,NA,NA,0,NA,NA,419.57,NA,NA,2.97
"175",22.7,0.00350335570469799,"bare",NA,NA,0,NA,NA,0.29,NA,NA,0,NA,NA,419.48,NA,NA,0.67
"176",1e+06,0.00350335570469799,"bare",NA,NA,0,NA,NA,0.29,NA,NA,0,NA,NA,419.48,NA,NA,2.97
"177",22.7,0.00354362416107383,"bare",NA,NA,0,NA,NA,0.29,NA,NA,0,NA,NA,419.4,NA,NA,0.67
"178",1e+06,0.00354362416107383,"bare",NA,NA,0,NA,NA,0.29,NA,NA,0,NA,NA,419.4,NA,NA,2.97
"179",22.7,0.00358389261744966,"bare",NA,NA,0,NA,NA,0.29,NA,NA,0,NA,NA,419.32,NA,NA,0.67
"180",1e+06,0.00358389261744966,"bare",NA,NA,0,NA,NA,0.29,NA,NA,0,NA,NA,419.32,NA,NA,2.97
"181",22.7,0.0036241610738255,"bare",NA,NA,0,NA,NA,0.29,NA,NA,0,NA,NA,419.23,NA,NA,0.67
"182",1e+06,0.0036241610738255,"bare",NA,NA,0,NA,NA,0.29,NA,NA,0,NA,NA,419.23,NA,NA,2.97
"183",22.7,0.00366442953020134,"bare",NA,NA,0,NA,NA,0.29,NA,NA,0,NA,NA,419.15,NA,NA,0.67
"184",1e+06,0.00366442953020134,"bare",NA,NA,0,NA,NA,0.29,NA,NA,0,NA,NA,419.15,NA,NA,2.97
"185",22.7,0.00370469798657718,"bare",NA,NA,0,NA,NA,0.29,NA,NA,0,NA,NA,419.07,NA,NA,0.67
"186",1e+06,0.00370469798657718,"bare",NA,NA,0,NA,NA,0.29,NA,NA,0,NA,NA,419.07,NA,NA,2.97
"187",22.7,0.00374496644295302,"bare",NA,NA,0,NA,NA,0.29,NA,NA,0,NA,NA,418.98,NA,NA,0.67
"188",1e+06,0.00374496644295302,"bare",NA,NA,0,NA,NA,0.29,NA,NA,0,NA,NA,418.98,NA,NA,2.97
"189",22.7,0.00378523489932886,"bare",NA,NA,0,NA,NA,0.29,NA,NA,0,NA,NA,418.9,NA,NA,0.67
"190",1e+06,0.00378523489932886,"bare",NA,NA,0,NA,NA,0.29,NA,NA,0,NA,NA,418.9,NA,NA,2.97
"191",22.7,0.0038255033557047,"bare",NA,NA,0,NA,NA,0.29,NA,NA,0,NA,NA,418.82,NA,NA,0.67
"192",1e+06,0.0038255033557047,"bare",NA,NA,0,NA,NA,0.29,NA,NA,0,NA,NA,418.82,NA,NA,2.97
"193",22.7,0.00386577181208054,"bare",NA,NA,0,NA,NA,0.29,NA,NA,0,NA,NA,418.73,NA,NA,0.67
"194",1e+06,0.00386577181208054,"bare",NA,NA,0,NA,NA,0.29,NA,NA,0,NA,NA,418.73,NA,NA,2.97
"195",22.7,0.00390604026845638,"bare",NA,NA,0,NA,NA,0.29,NA,NA,0,NA,NA,418.65,NA,NA,0.67
"196",1e+06,0.00390604026845638,"bare",NA,NA,0,NA,NA,0.29,NA,NA,0,NA,NA,418.65,NA,NA,2.97
