"","pmax","hp","stability","S","CA","CS","CB","N"
"4116",1.37248322147651,0.263087248322148,"bistable",1998.75,2.61,15.89,28002.83,0.02
"4117",1.38590604026846,0.263087248322148,"bistable",2012.92,2.64,15.99,28209.02,0.02
"4118",1.3993288590604,0.263087248322148,"bistable",2027.07,2.66,16.1,28415.07,0.02
"4119",1.41275167785235,0.263087248322148,"bistable",2041.22,2.69,16.2,28620.98,0.02
"4120",1.4261744966443,0.263087248322148,"bistable",2055.35,2.71,16.31,28826.72,0.02
"4121",1.43959731543624,0.263087248322148,"bistable",2069.46,2.74,16.41,29032.3,0.02
"4122",1.45302013422819,0.263087248322148,"bistable",2083.56,2.76,16.52,29237.69,0.02
"4123",1.46644295302013,0.263087248322148,"bistable",2097.65,2.79,16.62,29442.88,0.02
"4124",1.47986577181208,0.263087248322148,"bistable",2111.71,2.81,16.73,29647.86,0.02
"4125",1.49328859060403,0.263087248322148,"bistable",2125.75,2.84,16.83,29852.59,0.02
"4126",1.50671140939597,0.263087248322148,"bistable",2139.77,2.86,16.94,30057.08,0.02
"4127",1.52013422818792,0.263087248322148,"bistable",2153.77,2.89,17.04,30261.28,0.02
"4128",1.53355704697987,0.263087248322148,"bistable",2167.74,2.91,17.15,30465.19,0.02
"4129",1.54697986577181,0.263087248322148,"bistable",2181.68,2.94,17.25,30668.75,0.02
"4130",1.56040268456376,0.263087248322148,"bistable",2195.59,2.96,17.35,30871.95,0.02
"4131",1.5738255033557,0.263087248322148,"bistable",2209.47,2.99,17.46,31074.75,0.02
"4132",1.58724832214765,0.263087248322148,"bistable",2223.31,3.01,17.56,31277.11,0.03
"4133",1.6006711409396,0.263087248322148,"bistable",2237.1,3.04,17.66,31478.97,0.03
"4134",1.61409395973154,0.263087248322148,"bistable",2250.85,3.06,17.76,31680.29,0.03
"4135",1.62751677852349,0.263087248322148,"bistable",2264.55,3.09,17.86,31881,0.03
"4136",1.64093959731544,0.263087248322148,"bistable",2278.19,3.11,17.97,32081.02,0.03
"4137",1.65436241610738,0.263087248322148,"bistable",2291.76,3.14,18.07,32280.29,0.03
"4138",1.66778523489933,0.263087248322148,"bistable",2305.26,3.16,18.17,32478.69,0.03
"4139",1.68120805369128,0.263087248322148,"bistable",2318.68,3.19,18.26,32676.11,0.03
"4140",1.69463087248322,0.263087248322148,"bistable",2332,3.21,18.36,32872.41,0.04
"4141",1.70805369127517,0.263087248322148,"bistable",2345.22,3.24,18.46,33067.43,0.04
"4142",1.72147651006711,0.263087248322148,"bistable",2358.31,3.26,18.56,33260.98,0.04
"4143",1.73489932885906,0.263087248322148,"bistable",2371.25,3.29,18.65,33452.81,0.04
"4144",1.74832214765101,0.263087248322148,"bistable",2384.02,3.31,18.75,33642.64,0.05
"4145",1.76174496644295,0.263087248322148,"bistable",2396.59,3.34,18.84,33830.08,0.05
"4146",1.7751677852349,0.263087248322148,"bistable",2408.93,3.36,18.93,34014.7,0.05
"4147",1.78859060402685,0.263087248322148,"bistable",2420.97,3.39,19.02,34195.91,0.06
"4148",1.80201342281879,0.263087248322148,"bistable",2432.66,3.41,19.1,34372.94,0.06
"4149",1.81543624161074,0.263087248322148,"bistable",2443.91,3.44,19.19,34544.81,0.07
"4150",1.82885906040268,0.263087248322148,"bistable",2454.61,3.46,19.27,34710.18,0.07
"4151",1.84228187919463,0.263087248322148,"bistable",2464.61,3.49,19.34,34867.2,0.08
"4152",1.85570469798658,0.263087248322148,"bistable",2473.67,3.51,19.41,35013.26,0.09
"4153",1.86912751677852,0.263087248322148,"bistable",2481.49,3.54,19.46,35144.53,0.1
"4154",1.88255033557047,0.263087248322148,"bistable",2487.55,3.56,19.51,35255.11,0.11
"4155",1.89597315436242,0.263087248322148,"bistable",2491.07,3.59,19.53,35335.56,0.13
"4156",1.90939597315436,0.263087248322148,"bistable",2490.65,3.61,19.53,35369.5,0.16
"4157",1.92281879194631,0.263087248322148,"bistable",2483.68,3.64,19.47,35326,0.19
"4158",1.93624161073825,0.263087248322148,"bistable",2464.5,3.66,19.33,35138.09,0.25
"4159",1.9496644295302,0.263087248322148,"bistable",2417.9,3.69,18.98,34625.93,0.35
"4160",1.96308724832215,0.263087248322148,"bistable",2279.14,3.72,17.95,33024.11,0.61
"4161",1.97651006711409,0.263087248322148,"bare",0,2.51,0,3682,3.32
"4162",1.98993288590604,0.263087248322148,"bare",0,2.53,0,3707.04,3.33
"4163",2.00335570469799,0.263087248322148,"bare",0,2.55,0,3732.09,3.35
"4164",2.01677852348993,0.263087248322148,"bare",0,2.57,0,3757.14,3.36
"4165",2.03020134228188,0.263087248322148,"bare",0,2.58,0,3782.19,3.38
"4166",2.04362416107383,0.263087248322148,"bare",0,2.6,0,3807.24,3.39
"4167",2.05704697986577,0.263087248322148,"bare",0,2.62,0,3832.29,3.41
"4168",2.07046979865772,0.263087248322148,"bare",0,2.63,0,3857.34,3.43
"4169",2.08389261744966,0.263087248322148,"bare",0,2.65,0,3882.4,3.44
"4170",2.09731543624161,0.263087248322148,"bare",0,2.67,0,3907.45,3.46
"4171",2.11073825503356,0.263087248322148,"bare",0,2.68,0,3932.5,3.47
"4172",2.1241610738255,0.263087248322148,"bare",0,2.7,0,3957.56,3.49
"4173",2.13758389261745,0.263087248322148,"bare",0,2.72,0,3982.61,3.5
"4174",2.1510067114094,0.263087248322148,"bare",0,2.74,0,4007.66,3.52
"4175",2.16442953020134,0.263087248322148,"bare",0,2.75,0,4032.72,3.54
"4176",2.17785234899329,0.263087248322148,"bare",0,2.77,0,4057.78,3.55
"4177",2.19127516778523,0.263087248322148,"bare",0,2.79,0,4082.83,3.57
"4178",2.20469798657718,0.263087248322148,"bare",0,2.8,0,4107.89,3.58
"4179",2.21812080536913,0.263087248322148,"bare",0,2.82,0,4132.95,3.6
"4180",2.23154362416107,0.263087248322148,"bare",0,2.84,0,4158.01,3.61
"4181",2.24496644295302,0.263087248322148,"bare",0,2.85,0,4183.07,3.63
"4182",2.25838926174497,0.263087248322148,"bare",0,2.87,0,4208.13,3.65
"4183",2.27181208053691,0.263087248322148,"bare",0,2.89,0,4233.19,3.66
"4184",2.28523489932886,0.263087248322148,"bare",0,2.91,0,4258.25,3.68
"4185",2.29865771812081,0.263087248322148,"bare",0,2.92,0,4283.31,3.69
"4186",2.31208053691275,0.263087248322148,"bare",0,2.94,0,4308.37,3.71
"4187",2.3255033557047,0.263087248322148,"bare",0,2.96,0,4333.43,3.72
"4188",2.33892617449664,0.263087248322148,"bare",0,2.97,0,4358.49,3.74
"4189",2.35234899328859,0.263087248322148,"bare",0,2.99,0,4383.56,3.76
"4190",2.36577181208054,0.263087248322148,"bare",0,3.01,0,4408.62,3.77
"4191",2.37919463087248,0.263087248322148,"bare",0,3.02,0,4433.69,3.79
"4192",2.39261744966443,0.263087248322148,"bare",0,3.04,0,4458.75,3.8
"4193",2.40604026845638,0.263087248322148,"bare",0,3.06,0,4483.82,3.82
"4194",2.41946308724832,0.263087248322148,"bare",0,3.08,0,4508.89,3.83
"4195",2.43288590604027,0.263087248322148,"bare",0,3.09,0,4533.95,3.85
"4196",2.44630872483221,0.263087248322148,"bare",0,3.11,0,4559.02,3.87
"4197",2.45973154362416,0.263087248322148,"bare",0,3.13,0,4584.09,3.88
"4198",2.47315436241611,0.263087248322148,"bare",0,3.14,0,4609.16,3.9
"4199",2.48657718120805,0.263087248322148,"bare",0,3.16,0,4634.23,3.91
"4200",2.5,0.263087248322148,"bare",0,3.18,0,4659.3,3.93
"4201",0.5,0.269127516778523,"seagrass",1068.83,0.96,8.8,14507.72,0
"4202",0.513422818791946,0.269127516778523,"seagrass",1083.16,0.99,8.91,14715.46,0
"4203",0.526845637583893,0.269127516778523,"seagrass",1097.5,1.01,9.02,14923.23,0
"4204",0.540268456375839,0.269127516778523,"seagrass",1111.83,1.04,9.13,15131.02,0.01
"4205",0.553691275167785,0.269127516778523,"seagrass",1126.17,1.06,9.24,15338.83,0.01
"4206",0.567114093959732,0.269127516778523,"seagrass",1140.51,1.09,9.35,15546.65,0.01
"4207",0.580536912751678,0.269127516778523,"seagrass",1154.85,1.11,9.47,15754.5,0.01
"4208",0.593959731543624,0.269127516778523,"seagrass",1169.19,1.14,9.58,15962.36,0.01
"4209",0.60738255033557,0.269127516778523,"seagrass",1183.53,1.17,9.69,16170.24,0.01
"4210",0.620805369127517,0.269127516778523,"seagrass",1197.87,1.19,9.8,16378.13,0.01
"4211",0.634228187919463,0.269127516778523,"seagrass",1212.21,1.22,9.91,16586.03,0.01
"4212",0.647651006711409,0.269127516778523,"seagrass",1226.55,1.24,10.02,16793.95,0.01
"4213",0.661073825503356,0.269127516778523,"seagrass",1240.89,1.27,10.13,17001.88,0.01
"4214",0.674496644295302,0.269127516778523,"seagrass",1255.24,1.29,10.24,17209.81,0.01
"4215",0.687919463087248,0.269127516778523,"seagrass",1269.58,1.32,10.35,17417.76,0.01
"4216",0.701342281879195,0.269127516778523,"seagrass",1283.92,1.35,10.46,17625.72,0.01
"4217",0.714765100671141,0.269127516778523,"seagrass",1298.27,1.37,10.57,17833.68,0.01
"4218",0.728187919463087,0.269127516778523,"seagrass",1312.61,1.4,10.68,18041.65,0.01
"4219",0.741610738255034,0.269127516778523,"seagrass",1326.96,1.42,10.79,18249.62,0.01
"4220",0.75503355704698,0.269127516778523,"seagrass",1341.3,1.45,10.9,18457.6,0.01
"4221",0.768456375838926,0.269127516778523,"seagrass",1355.64,1.47,11.01,18665.58,0.01
"4222",0.781879194630873,0.269127516778523,"seagrass",1369.98,1.5,11.12,18873.56,0.01
"4223",0.795302013422819,0.269127516778523,"seagrass",1384.33,1.52,11.23,19081.54,0.01
"4224",0.808724832214765,0.269127516778523,"seagrass",1398.67,1.55,11.34,19289.53,0.01
"4225",0.822147651006711,0.269127516778523,"seagrass",1413.01,1.57,11.45,19497.51,0.01
"4226",0.835570469798658,0.269127516778523,"seagrass",1427.35,1.6,11.56,19705.49,0.01
"4227",0.848993288590604,0.269127516778523,"seagrass",1441.69,1.63,11.67,19913.46,0.01
"4228",0.86241610738255,0.269127516778523,"seagrass",1456.03,1.65,11.78,20121.44,0.01
"4229",0.875838926174497,0.269127516778523,"seagrass",1470.37,1.68,11.89,20329.41,0.01
"4230",0.889261744966443,0.269127516778523,"seagrass",1484.7,1.7,12,20537.37,0.01
"4231",0.902684563758389,0.269127516778523,"seagrass",1499.04,1.73,12.11,20745.32,0.01
"4232",0.916107382550336,0.269127516778523,"seagrass",1513.37,1.75,12.22,20953.26,0.01
"4233",0.929530201342282,0.269127516778523,"seagrass",1527.71,1.78,12.33,21161.2,0.01
"4234",0.942953020134228,0.269127516778523,"seagrass",1542.04,1.8,12.44,21369.12,0.01
"4235",0.956375838926175,0.269127516778523,"seagrass",1556.37,1.83,12.55,21577.03,0.01
"4236",0.969798657718121,0.269127516778523,"bistable",1570.7,1.85,12.66,21784.93,0.01
"4237",0.983221476510067,0.269127516778523,"bistable",1585.02,1.88,12.76,21992.81,0.01
"4238",0.996644295302013,0.269127516778523,"bistable",1599.35,1.91,12.87,22200.67,0.01
"4239",1.01006711409396,0.269127516778523,"bistable",1613.67,1.93,12.98,22408.52,0.01
"4240",1.02348993288591,0.269127516778523,"bistable",1627.99,1.96,13.09,22616.35,0.01
"4241",1.03691275167785,0.269127516778523,"bistable",1642.31,1.98,13.2,22824.15,0.01
"4242",1.0503355704698,0.269127516778523,"bistable",1656.62,2.01,13.31,23031.93,0.01
"4243",1.06375838926175,0.269127516778523,"bistable",1670.94,2.03,13.42,23239.69,0.01
"4244",1.07718120805369,0.269127516778523,"bistable",1685.25,2.06,13.53,23447.41,0.01
"4245",1.09060402684564,0.269127516778523,"bistable",1699.55,2.08,13.63,23655.11,0.01
"4246",1.10402684563758,0.269127516778523,"bistable",1713.86,2.11,13.74,23862.78,0.01
"4247",1.11744966442953,0.269127516778523,"bistable",1728.16,2.13,13.85,24070.41,0.01
"4248",1.13087248322148,0.269127516778523,"bistable",1742.46,2.16,13.96,24278.01,0.01
"4249",1.14429530201342,0.269127516778523,"bistable",1756.75,2.18,14.07,24485.57,0.01
"4250",1.15771812080537,0.269127516778523,"bistable",1771.04,2.21,14.17,24693.09,0.01
"4251",1.17114093959732,0.269127516778523,"bistable",1785.32,2.23,14.28,24900.57,0.01
"4252",1.18456375838926,0.269127516778523,"bistable",1799.61,2.26,14.39,25108,0.01
"4253",1.19798657718121,0.269127516778523,"bistable",1813.88,2.29,14.5,25315.37,0.01
"4254",1.21140939597315,0.269127516778523,"bistable",1828.15,2.31,14.6,25522.7,0.01
"4255",1.2248322147651,0.269127516778523,"bistable",1842.42,2.34,14.71,25729.97,0.01
"4256",1.23825503355705,0.269127516778523,"bistable",1856.68,2.36,14.82,25937.18,0.01
"4257",1.25167785234899,0.269127516778523,"bistable",1870.93,2.39,14.93,26144.32,0.01
"4258",1.26510067114094,0.269127516778523,"bistable",1885.18,2.41,15.03,26351.4,0.01
"4259",1.27852348993289,0.269127516778523,"bistable",1899.42,2.44,15.14,26558.4,0.01
"4260",1.29194630872483,0.269127516778523,"bistable",1913.66,2.46,15.25,26765.32,0.01
"4261",1.30536912751678,0.269127516778523,"bistable",1927.89,2.49,15.35,26972.16,0.01
"4262",1.31879194630872,0.269127516778523,"bistable",1942.11,2.51,15.46,27178.91,0.01
"4263",1.33221476510067,0.269127516778523,"bistable",1956.32,2.54,15.57,27385.56,0.01
"4264",1.34563758389262,0.269127516778523,"bistable",1970.52,2.56,15.67,27592.11,0.01
"4265",1.35906040268456,0.269127516778523,"bistable",1984.71,2.59,15.78,27798.55,0.01
"4266",1.37248322147651,0.269127516778523,"bistable",1998.89,2.61,15.89,28004.87,0.02
"4267",1.38590604026846,0.269127516778523,"bistable",2013.06,2.64,15.99,28211.07,0.02
"4268",1.3993288590604,0.269127516778523,"bistable",2027.22,2.66,16.1,28417.12,0.02
"4269",1.41275167785235,0.269127516778523,"bistable",2041.36,2.69,16.2,28623.03,0.02
"4270",1.4261744966443,0.269127516778523,"bistable",2055.49,2.71,16.31,28828.79,0.02
"4271",1.43959731543624,0.269127516778523,"bistable",2069.61,2.74,16.41,29034.37,0.02
"4272",1.45302013422819,0.269127516778523,"bistable",2083.71,2.76,16.52,29239.76,0.02
"4273",1.46644295302013,0.269127516778523,"bistable",2097.79,2.79,16.63,29444.96,0.02
"4274",1.47986577181208,0.269127516778523,"bistable",2111.85,2.81,16.73,29649.94,0.02
"4275",1.49328859060403,0.269127516778523,"bistable",2125.9,2.84,16.83,29854.69,0.02
"4276",1.50671140939597,0.269127516778523,"bistable",2139.92,2.86,16.94,30059.17,0.02
"4277",1.52013422818792,0.269127516778523,"bistable",2153.91,2.89,17.04,30263.39,0.02
"4278",1.53355704697987,0.269127516778523,"bistable",2167.89,2.91,17.15,30467.29,0.02
"4279",1.54697986577181,0.269127516778523,"bistable",2181.83,2.94,17.25,30670.86,0.02
"4280",1.56040268456376,0.269127516778523,"bistable",2195.74,2.96,17.35,30874.07,0.02
"4281",1.5738255033557,0.269127516778523,"bistable",2209.62,2.99,17.46,31076.88,0.02
"4282",1.58724832214765,0.269127516778523,"bistable",2223.45,3.01,17.56,31279.24,0.03
"4283",1.6006711409396,0.269127516778523,"bistable",2237.25,3.04,17.66,31481.1,0.03
"4284",1.61409395973154,0.269127516778523,"bistable",2251,3.06,17.76,31682.43,0.03
"4285",1.62751677852349,0.269127516778523,"bistable",2264.7,3.09,17.87,31883.14,0.03
"4286",1.64093959731544,0.269127516778523,"bistable",2278.34,3.11,17.97,32083.17,0.03
"4287",1.65436241610738,0.269127516778523,"bistable",2291.91,3.14,18.07,32282.44,0.03
"4288",1.66778523489933,0.269127516778523,"bistable",2305.41,3.16,18.17,32480.84,0.03
"4289",1.68120805369128,0.269127516778523,"bistable",2318.83,3.19,18.27,32678.27,0.03
"4290",1.69463087248322,0.269127516778523,"bistable",2332.15,3.21,18.36,32874.58,0.04
"4291",1.70805369127517,0.269127516778523,"bistable",2345.37,3.24,18.46,33069.61,0.04
"4292",1.72147651006711,0.269127516778523,"bistable",2358.46,3.26,18.56,33263.16,0.04
"4293",1.73489932885906,0.269127516778523,"bistable",2371.4,3.29,18.65,33455,0.04
"4294",1.74832214765101,0.269127516778523,"bistable",2384.17,3.31,18.75,33644.82,0.05
"4295",1.76174496644295,0.269127516778523,"bistable",2396.75,3.34,18.84,33832.28,0.05
"4296",1.7751677852349,0.269127516778523,"bistable",2409.08,3.36,18.93,34016.9,0.05
"4297",1.78859060402685,0.269127516778523,"bistable",2421.12,3.39,19.02,34198.11,0.06
"4298",1.80201342281879,0.269127516778523,"bistable",2432.81,3.41,19.11,34375.15,0.06
"4299",1.81543624161074,0.269127516778523,"bistable",2444.06,3.44,19.19,34547.03,0.07
"4300",1.82885906040268,0.269127516778523,"bistable",2454.76,3.46,19.27,34712.41,0.07
"4301",1.84228187919463,0.269127516778523,"bistable",2464.76,3.49,19.34,34869.44,0.08
"4302",1.85570469798658,0.269127516778523,"bistable",2473.83,3.51,19.41,35015.51,0.09
"4303",1.86912751677852,0.269127516778523,"bistable",2481.64,3.54,19.46,35146.78,0.1
"4304",1.88255033557047,0.269127516778523,"bistable",2487.71,3.56,19.51,35257.38,0.11
"4305",1.89597315436242,0.269127516778523,"bistable",2491.23,3.59,19.53,35337.84,0.13
"4306",1.90939597315436,0.269127516778523,"bistable",2490.81,3.61,19.53,35371.8,0.16
"4307",1.92281879194631,0.269127516778523,"bistable",2483.84,3.64,19.48,35328.33,0.19
"4308",1.93624161073825,0.269127516778523,"bistable",2464.67,3.66,19.33,35140.47,0.25
"4309",1.9496644295302,0.269127516778523,"bistable",2418.07,3.69,18.99,34628.42,0.35
"4310",1.96308724832215,0.269127516778523,"bistable",2279.34,3.72,17.95,33026.98,0.61
"4311",1.97651006711409,0.269127516778523,"bare",0,2.53,0,3704.94,3.33
"4312",1.98993288590604,0.269127516778523,"bare",0,2.55,0,3730.14,3.35
"4313",2.00335570469799,0.269127516778523,"bare",0,2.56,0,3755.35,3.36
"4314",2.01677852348993,0.269127516778523,"bare",0,2.58,0,3780.55,3.38
"4315",2.03020134228188,0.269127516778523,"bare",0,2.6,0,3805.76,3.39
"4316",2.04362416107383,0.269127516778523,"bare",0,2.62,0,3830.96,3.41
"4317",2.05704697986577,0.269127516778523,"bare",0,2.63,0,3856.17,3.42
"4318",2.07046979865772,0.269127516778523,"bare",0,2.65,0,3881.38,3.44
"4319",2.08389261744966,0.269127516778523,"bare",0,2.67,0,3906.59,3.46
"4320",2.09731543624161,0.269127516778523,"bare",0,2.68,0,3931.8,3.47
"4321",2.11073825503356,0.269127516778523,"bare",0,2.7,0,3957.01,3.49
"4322",2.1241610738255,0.269127516778523,"bare",0,2.72,0,3982.22,3.5
"4323",2.13758389261745,0.269127516778523,"bare",0,2.74,0,4007.43,3.52
"4324",2.1510067114094,0.269127516778523,"bare",0,2.75,0,4032.64,3.54
"4325",2.16442953020134,0.269127516778523,"bare",0,2.77,0,4057.85,3.55
"4326",2.17785234899329,0.269127516778523,"bare",0,2.79,0,4083.06,3.57
"4327",2.19127516778523,0.269127516778523,"bare",0,2.8,0,4108.28,3.58
"4328",2.20469798657718,0.269127516778523,"bare",0,2.82,0,4133.49,3.6
"4329",2.21812080536913,0.269127516778523,"bare",0,2.84,0,4158.7,3.61
"4330",2.23154362416107,0.269127516778523,"bare",0,2.86,0,4183.92,3.63
"4331",2.24496644295302,0.269127516778523,"bare",0,2.87,0,4209.13,3.65
"4332",2.25838926174497,0.269127516778523,"bare",0,2.89,0,4234.35,3.66
"4333",2.27181208053691,0.269127516778523,"bare",0,2.91,0,4259.57,3.68
"4334",2.28523489932886,0.269127516778523,"bare",0,2.92,0,4284.78,3.69
"4335",2.29865771812081,0.269127516778523,"bare",0,2.94,0,4310,3.71
"4336",2.31208053691275,0.269127516778523,"bare",0,2.96,0,4335.22,3.73
"4337",2.3255033557047,0.269127516778523,"bare",0,2.98,0,4360.44,3.74
"4338",2.33892617449664,0.269127516778523,"bare",0,2.99,0,4385.66,3.76
"4339",2.35234899328859,0.269127516778523,"bare",0,3.01,0,4410.88,3.77
"4340",2.36577181208054,0.269127516778523,"bare",0,3.03,0,4436.1,3.79
"4341",2.37919463087248,0.269127516778523,"bare",0,3.04,0,4461.32,3.8
"4342",2.39261744966443,0.269127516778523,"bare",0,3.06,0,4486.54,3.82
"4343",2.40604026845638,0.269127516778523,"bare",0,3.08,0,4511.77,3.84
"4344",2.41946308724832,0.269127516778523,"bare",0,3.09,0,4536.99,3.85
"4345",2.43288590604027,0.269127516778523,"bare",0,3.11,0,4562.21,3.87
"4346",2.44630872483221,0.269127516778523,"bare",0,3.13,0,4587.44,3.88
"4347",2.45973154362416,0.269127516778523,"bare",0,3.15,0,4612.66,3.9
"4348",2.47315436241611,0.269127516778523,"bare",0,3.16,0,4637.89,3.92
"4349",2.48657718120805,0.269127516778523,"bare",0,3.18,0,4663.11,3.93
"4350",2.5,0.269127516778523,"bare",0,3.2,0,4688.34,3.95
"4351",0.5,0.275167785234899,"seagrass",1068.92,0.96,8.8,14509.02,0
"4352",0.513422818791946,0.275167785234899,"seagrass",1083.25,0.99,8.91,14716.79,0
"4353",0.526845637583893,0.275167785234899,"seagrass",1097.59,1.01,9.02,14924.57,0
"4354",0.540268456375839,0.275167785234899,"seagrass",1111.93,1.04,9.13,15132.38,0.01
"4355",0.553691275167785,0.275167785234899,"seagrass",1126.26,1.06,9.24,15340.2,0.01
"4356",0.567114093959732,0.275167785234899,"seagrass",1140.6,1.09,9.36,15548.05,0.01
"4357",0.580536912751678,0.275167785234899,"seagrass",1154.94,1.11,9.47,15755.91,0.01
"4358",0.593959731543624,0.275167785234899,"seagrass",1169.28,1.14,9.58,15963.78,0.01
"4359",0.60738255033557,0.275167785234899,"seagrass",1183.63,1.17,9.69,16171.68,0.01
"4360",0.620805369127517,0.275167785234899,"seagrass",1197.97,1.19,9.8,16379.58,0.01
"4361",0.634228187919463,0.275167785234899,"seagrass",1212.31,1.22,9.91,16587.5,0.01
"4362",0.647651006711409,0.275167785234899,"seagrass",1226.65,1.24,10.02,16795.43,0.01
"4363",0.661073825503356,0.275167785234899,"seagrass",1241,1.27,10.13,17003.37,0.01
"4364",0.674496644295302,0.275167785234899,"seagrass",1255.34,1.29,10.24,17211.32,0.01
"4365",0.687919463087248,0.275167785234899,"seagrass",1269.69,1.32,10.35,17419.28,0.01
"4366",0.701342281879195,0.275167785234899,"seagrass",1284.03,1.35,10.46,17627.25,0.01
"4367",0.714765100671141,0.275167785234899,"seagrass",1298.37,1.37,10.57,17835.22,0.01
"4368",0.728187919463087,0.275167785234899,"seagrass",1312.72,1.4,10.68,18043.21,0.01
"4369",0.741610738255034,0.275167785234899,"seagrass",1327.06,1.42,10.79,18251.19,0.01
"4370",0.75503355704698,0.275167785234899,"seagrass",1341.41,1.45,10.9,18459.18,0.01
"4371",0.768456375838926,0.275167785234899,"seagrass",1355.75,1.47,11.01,18667.17,0.01
"4372",0.781879194630873,0.275167785234899,"seagrass",1370.09,1.5,11.12,18875.16,0.01
"4373",0.795302013422819,0.275167785234899,"seagrass",1384.44,1.52,11.23,19083.16,0.01
"4374",0.808724832214765,0.275167785234899,"seagrass",1398.78,1.55,11.34,19291.15,0.01
"4375",0.822147651006711,0.275167785234899,"seagrass",1413.12,1.58,11.45,19499.15,0.01
"4376",0.835570469798658,0.275167785234899,"seagrass",1427.46,1.6,11.56,19707.14,0.01
"4377",0.848993288590604,0.275167785234899,"seagrass",1441.8,1.63,11.67,19915.12,0.01
"4378",0.86241610738255,0.275167785234899,"seagrass",1456.14,1.65,11.78,20123.11,0.01
"4379",0.875838926174497,0.275167785234899,"seagrass",1470.48,1.68,11.89,20331.09,0.01
"4380",0.889261744966443,0.275167785234899,"seagrass",1484.82,1.7,12,20539.06,0.01
"4381",0.902684563758389,0.275167785234899,"seagrass",1499.16,1.73,12.11,20747.02,0.01
"4382",0.916107382550336,0.275167785234899,"seagrass",1513.49,1.75,12.22,20954.97,0.01
"4383",0.929530201342282,0.275167785234899,"seagrass",1527.82,1.78,12.33,21162.92,0.01
"4384",0.942953020134228,0.275167785234899,"seagrass",1542.16,1.8,12.44,21370.85,0.01
"4385",0.956375838926175,0.275167785234899,"seagrass",1556.49,1.83,12.55,21578.77,0.01
"4386",0.969798657718121,0.275167785234899,"bistable",1570.82,1.86,12.66,21786.67,0.01
"4387",0.983221476510067,0.275167785234899,"bistable",1585.14,1.88,12.77,21994.56,0.01
"4388",0.996644295302013,0.275167785234899,"bistable",1599.47,1.91,12.87,22202.44,0.01
"4389",1.01006711409396,0.275167785234899,"bistable",1613.79,1.93,12.98,22410.29,0.01
"4390",1.02348993288591,0.275167785234899,"bistable",1628.11,1.96,13.09,22618.12,0.01
"4391",1.03691275167785,0.275167785234899,"bistable",1642.43,1.98,13.2,22825.94,0.01
"4392",1.0503355704698,0.275167785234899,"bistable",1656.75,2.01,13.31,23033.72,0.01
"4393",1.06375838926175,0.275167785234899,"bistable",1671.06,2.03,13.42,23241.49,0.01
"4394",1.07718120805369,0.275167785234899,"bistable",1685.37,2.06,13.53,23449.22,0.01
"4395",1.09060402684564,0.275167785234899,"bistable",1699.68,2.08,13.63,23656.93,0.01
"4396",1.10402684563758,0.275167785234899,"bistable",1713.98,2.11,13.74,23864.6,0.01
"4397",1.11744966442953,0.275167785234899,"bistable",1728.29,2.13,13.85,24072.25,0.01
"4398",1.13087248322148,0.275167785234899,"bistable",1742.58,2.16,13.96,24279.85,0.01
"4399",1.14429530201342,0.275167785234899,"bistable",1756.88,2.18,14.07,24487.42,0.01
"4400",1.15771812080537,0.275167785234899,"bistable",1771.17,2.21,14.17,24694.94,0.01
"4401",1.17114093959732,0.275167785234899,"bistable",1785.45,2.23,14.28,24902.43,0.01
"4402",1.18456375838926,0.275167785234899,"bistable",1799.73,2.26,14.39,25109.86,0.01
"4403",1.19798657718121,0.275167785234899,"bistable",1814.01,2.29,14.5,25317.25,0.01
"4404",1.21140939597315,0.275167785234899,"bistable",1828.28,2.31,14.61,25524.58,0.01
"4405",1.2248322147651,0.275167785234899,"bistable",1842.55,2.34,14.71,25731.86,0.01
"4406",1.23825503355705,0.275167785234899,"bistable",1856.81,2.36,14.82,25939.07,0.01
"4407",1.25167785234899,0.275167785234899,"bistable",1871.07,2.39,14.93,26146.22,0.01
"4408",1.26510067114094,0.275167785234899,"bistable",1885.31,2.41,15.03,26353.3,0.01
"4409",1.27852348993289,0.275167785234899,"bistable",1899.56,2.44,15.14,26560.31,0.01
"4410",1.29194630872483,0.275167785234899,"bistable",1913.79,2.46,15.25,26767.24,0.01
"4411",1.30536912751678,0.275167785234899,"bistable",1928.02,2.49,15.36,26974.08,0.01
"4412",1.31879194630872,0.275167785234899,"bistable",1942.24,2.51,15.46,27180.84,0.01
"4413",1.33221476510067,0.275167785234899,"bistable",1956.45,2.54,15.57,27387.5,0.01
"4414",1.34563758389262,0.275167785234899,"bistable",1970.65,2.56,15.67,27594.05,0.01
"4415",1.35906040268456,0.275167785234899,"bistable",1984.84,2.59,15.78,27800.5,0.01
"4416",1.37248322147651,0.275167785234899,"bistable",1999.02,2.61,15.89,28006.82,0.02
"4417",1.38590604026846,0.275167785234899,"bistable",2013.19,2.64,15.99,28213.02,0.02
"4418",1.3993288590604,0.275167785234899,"bistable",2027.35,2.66,16.1,28419.09,0.02
"4419",1.41275167785235,0.275167785234899,"bistable",2041.5,2.69,16.2,28625,0.02
"4420",1.4261744966443,0.275167785234899,"bistable",2055.63,2.71,16.31,28830.76,0.02
"4421",1.43959731543624,0.275167785234899,"bistable",2069.74,2.74,16.42,29036.35,0.02
"4422",1.45302013422819,0.275167785234899,"bistable",2083.84,2.76,16.52,29241.75,0.02
