"","sh","ma","stability","S_seagrass","S_bistable","S_bare","CA_seagrass","CA_bistable","CA_bare","CS_seagrass","CS_bistable","CS_bare","CB_seagrass","CB_bistable","CB_bare","N_seagrass","N_bistable","N_bare"
"184",1000,0.00120805369127517,"seagrass",81.18,NA,0,0.18,NA,0.16,1.63,NA,0,2624.36,NA,238.54,0.1,NA,1.15
"185",6000,0.00120805369127517,"seagrass",75.46,NA,0,0.17,NA,0.16,1.57,NA,0,2520.33,NA,238.54,0.13,NA,1.15
"186",10000,0.00120805369127517,"seagrass",74.96,NA,0,0.17,NA,0.16,1.56,NA,0,2510.15,NA,238.54,0.14,NA,1.15
"187",22.7,0.00124832214765101,"seagrass",183.51,NA,0,0.66,NA,0.16,1.77,NA,0,3531.31,NA,238.49,0.01,NA,1.15
"188",100,0.00124832214765101,"seagrass",121.31,NA,0,0.31,NA,0.16,1.74,NA,0,2983.18,NA,238.49,0.03,NA,1.15
"189",500,0.00124832214765101,"seagrass",85.23,NA,0,0.19,NA,0.16,1.64,NA,0,2660.46,NA,238.49,0.08,NA,1.15
"190",1000,0.00124832214765101,"seagrass",79.28,NA,0,0.18,NA,0.16,1.59,NA,0,2570.31,NA,238.49,0.11,NA,1.15
"191",6000,0.00124832214765101,"seagrass",73.5,NA,0,0.17,NA,0.16,1.53,NA,0,2460.83,NA,238.49,0.14,NA,1.15
"192",10000,0.00124832214765101,"seagrass",72.99,NA,0,0.17,NA,0.16,1.52,NA,0,2449.96,NA,238.49,0.15,NA,1.15
"193",22.7,0.00128859060402685,"seagrass",178.26,NA,0,0.65,NA,0.16,1.73,NA,0,3459.24,NA,238.44,0.02,NA,1.15
"194",100,0.00128859060402685,"seagrass",118.1,NA,0,0.31,NA,0.16,1.7,NA,0,2925.7,NA,238.44,0.03,NA,1.15
"195",500,0.00128859060402685,"seagrass",83.3,NA,0,0.19,NA,0.16,1.61,NA,0,2609.19,NA,238.44,0.09,NA,1.15
"196",1000,0.00128859060402685,"seagrass",77.38,NA,0,0.18,NA,0.16,1.56,NA,0,2515.99,NA,238.44,0.12,NA,1.15
"197",6000,0.00128859060402685,"seagrass",71.47,NA,0,0.17,NA,0.16,1.49,NA,0,2399.37,NA,238.44,0.16,NA,1.15
"198",10000,0.00128859060402685,"seagrass",70.94,NA,0,0.17,NA,0.16,1.48,NA,0,2387.61,NA,238.44,0.16,NA,1.15
"199",22.7,0.00132885906040268,"seagrass",173.28,NA,0,0.64,NA,0.16,1.69,NA,0,3390.46,NA,238.4,0.02,NA,1.15
"200",100,0.00132885906040268,"seagrass",115.04,NA,0,0.31,NA,0.16,1.67,NA,0,2870.61,NA,238.4,0.03,NA,1.15
"201",500,0.00132885906040268,"seagrass",81.4,NA,0,0.19,NA,0.16,1.57,NA,0,2558.38,NA,238.4,0.09,NA,1.15
"202",1000,0.00132885906040268,"seagrass",75.46,NA,0,0.18,NA,0.16,1.52,NA,0,2460.97,NA,238.4,0.12,NA,1.15
"203",6000,0.00132885906040268,"seagrass",69.35,NA,0,0.17,NA,0.16,1.44,NA,0,2335.06,NA,238.4,0.17,NA,1.15
"204",10000,0.00132885906040268,"seagrass",68.79,NA,0,0.17,NA,0.16,1.43,NA,0,2322.16,NA,238.4,0.18,NA,1.15
"205",22.7,0.00136912751677852,"seagrass",168.54,NA,0,0.64,NA,0.16,1.65,NA,0,3324.72,NA,238.35,0.02,NA,1.15
"206",100,0.00136912751677852,"seagrass",112.13,NA,0,0.31,NA,0.16,1.63,NA,0,2817.73,NA,238.35,0.03,NA,1.15
"207",500,0.00136912751677852,"seagrass",79.51,NA,0,0.19,NA,0.16,1.54,NA,0,2507.74,NA,238.35,0.1,NA,1.15
"208",1000,0.00136912751677852,"seagrass",73.5,NA,0,0.18,NA,0.16,1.48,NA,0,2404.71,NA,238.35,0.13,NA,1.15
"209",6000,0.00136912751677852,"seagrass",67.09,NA,0,0.17,NA,0.16,1.4,NA,0,2266.7,NA,238.35,0.19,NA,1.15
"210",10000,0.00136912751677852,"seagrass",66.49,NA,0,0.17,NA,0.16,1.39,NA,0,2252.31,NA,238.35,0.2,NA,1.15
"211",22.7,0.00140939597315436,"seagrass",164.04,NA,0,0.63,NA,0.16,1.61,NA,0,3261.83,NA,238.3,0.02,NA,1.15
"212",100,0.00140939597315436,"seagrass",109.36,NA,0,0.3,NA,0.16,1.6,NA,0,2766.9,NA,238.3,0.03,NA,1.15
"213",500,0.00140939597315436,"seagrass",77.62,NA,0,0.19,NA,0.16,1.51,NA,0,2456.97,NA,238.3,0.11,NA,1.15
"214",1000,0.00140939597315436,"seagrass",71.47,NA,0,0.18,NA,0.16,1.44,NA,0,2346.51,NA,238.3,0.15,NA,1.15
"215",6000,0.00140939597315436,"seagrass",64.64,NA,0,0.17,NA,0.16,1.35,NA,0,2192.58,NA,238.3,0.21,NA,1.15
"216",10000,0.00140939597315436,"seagrass",63.98,NA,0,0.17,NA,0.16,1.33,NA,0,2176.25,NA,238.3,0.22,NA,1.15
"217",22.7,0.0014496644295302,"seagrass",159.74,NA,0,0.63,NA,0.16,1.58,NA,0,3201.58,NA,238.25,0.02,NA,1.15
"218",100,0.0014496644295302,"seagrass",106.7,NA,0,0.3,NA,0.16,1.57,NA,0,2717.97,NA,238.25,0.04,NA,1.15
"219",500,0.0014496644295302,"seagrass",75.71,NA,0,0.19,NA,0.16,1.47,NA,0,2405.67,NA,238.25,0.11,NA,1.15
"220",1000,0.0014496644295302,"seagrass",69.34,NA,0,0.17,NA,0.16,1.4,NA,0,2285.39,NA,238.25,0.16,NA,1.15
"221",6000,0.0014496644295302,"seagrass",61.92,NA,0,0.17,NA,0.16,1.29,NA,0,2110.19,NA,238.25,0.24,NA,1.15
"222",10000,0.0014496644295302,"seagrass",61.18,NA,0,0.17,NA,0.16,1.28,NA,0,2091.26,NA,238.25,0.25,NA,1.15
"223",22.7,0.00148993288590604,"seagrass",155.64,NA,0,0.62,NA,0.16,1.54,NA,0,3143.81,NA,238.2,0.02,NA,1.15
"224",100,0.00148993288590604,"seagrass",104.16,NA,0,0.3,NA,0.16,1.54,NA,0,2670.79,NA,238.2,0.04,NA,1.15
"225",500,0.00148993288590604,"seagrass",73.78,NA,0,0.19,NA,0.16,1.44,NA,0,2353.34,NA,238.2,0.12,NA,1.15
"226",1000,0.00148993288590604,"seagrass",67.07,NA,0,0.17,NA,0.16,1.36,NA,0,2219.96,NA,238.2,0.18,NA,1.15
"227",6000,0.00148993288590604,"seagrass",58.79,NA,0,0.17,NA,0.16,1.22,NA,0,2015.64,NA,238.2,0.27,NA,1.15
"228",10000,0.00148993288590604,"seagrass",57.95,NA,0,0.17,NA,0.16,1.21,NA,0,1993.14,NA,238.2,0.28,NA,1.15
"229",22.7,0.00153020134228188,"seagrass",151.73,NA,0,0.62,NA,0.16,1.51,NA,0,3088.35,NA,238.16,0.02,NA,1.15
"230",100,0.00153020134228188,"seagrass",101.72,NA,0,0.29,NA,0.16,1.52,NA,0,2625.23,NA,238.16,0.04,NA,1.15
"231",500,0.00153020134228188,"seagrass",71.78,NA,0,0.19,NA,0.16,1.4,NA,0,2299.31,NA,238.16,0.14,NA,1.15
"232",1000,0.00153020134228188,"seagrass",64.57,NA,0,0.17,NA,0.16,1.31,NA,0,2148.14,NA,238.16,0.2,NA,1.15
"233",6000,0.00153020134228188,"seagrass",55.04,NA,0,0.17,NA,0.16,1.15,NA,0,1902.46,NA,238.16,0.32,NA,1.15
"234",10000,0.00153020134228188,"seagrass",54.05,NA,0,0.17,NA,0.16,1.13,NA,0,1874.93,NA,238.16,0.33,NA,1.15
"235",22.7,0.00157046979865772,"seagrass",147.99,NA,0,0.61,NA,0.16,1.48,NA,0,3035.07,NA,238.11,0.02,NA,1.15
"236",100,0.00157046979865772,"seagrass",99.38,NA,0,0.29,NA,0.16,1.49,NA,0,2581.18,NA,238.11,0.04,NA,1.15
"237",500,0.00157046979865772,"seagrass",69.69,NA,0,0.18,NA,0.16,1.36,NA,0,2242.67,NA,238.11,0.15,NA,1.15
"238",1000,0.00157046979865772,"seagrass",61.74,NA,0,0.17,NA,0.16,1.25,NA,0,2066.51,NA,238.11,0.23,NA,1.15
"239",6000,0.00157046979865772,"seagrass",50.29,NA,0,0.17,NA,0.16,1.05,NA,0,1758.96,NA,238.11,0.38,NA,1.15
"240",10000,0.00157046979865772,"seagrass",49.07,NA,0,0.17,NA,0.16,1.02,NA,0,1724.08,NA,238.11,0.39,NA,1.15
"241",22.7,0.00161073825503356,"seagrass",144.41,NA,0,0.61,NA,0.16,1.45,NA,0,2983.82,NA,238.06,0.02,NA,1.15
"242",100,0.00161073825503356,"seagrass",97.13,NA,0,0.29,NA,0.16,1.46,NA,0,2538.51,NA,238.06,0.04,NA,1.15
"243",500,0.00161073825503356,"seagrass",67.47,NA,0,0.18,NA,0.16,1.32,NA,0,2182.04,NA,238.06,0.16,NA,1.15
"244",1000,0.00161073825503356,"seagrass",58.36,NA,0,0.17,NA,0.16,1.19,NA,0,1968.92,NA,238.06,0.27,NA,1.15
"245",6000,0.00161073825503356,"seagrass",43.73,NA,0,0.17,NA,0.16,0.91,NA,0,1561,NA,238.06,0.47,NA,1.15
"246",10000,0.00161073825503356,"seagrass",42.16,NA,0,0.17,NA,0.16,0.88,NA,0,1514.98,NA,238.06,0.49,NA,1.15
"247",22.7,0.0016510067114094,"seagrass",140.98,NA,0,0.6,NA,0.16,1.42,NA,0,2934.48,NA,238.01,0.02,NA,1.15
"248",100,0.0016510067114094,"seagrass",94.96,NA,0,0.29,NA,0.16,1.44,NA,0,2497.11,NA,238.01,0.05,NA,1.15
"249",500,0.0016510067114094,"seagrass",65.02,NA,0,0.18,NA,0.16,1.28,NA,0,2115.28,NA,238.01,0.19,NA,1.15
"250",1000,0.0016510067114094,"seagrass",54,NA,0,0.17,NA,0.16,1.1,NA,0,1842.44,NA,238.01,0.32,NA,1.15
"251",6000,0.0016510067114094,"seagrass",33.31,NA,0,0.17,NA,0.16,0.7,NA,0,1246.58,NA,238.01,0.62,NA,1.15
"252",10000,0.0016510067114094,"seagrass",31.23,NA,0,0.17,NA,0.16,0.65,NA,0,1184.18,NA,238.01,0.66,NA,1.15
"253",22.7,0.00169127516778524,"seagrass",137.69,NA,0,0.6,NA,0.16,1.39,NA,0,2886.94,NA,237.96,0.02,NA,1.15
"254",100,0.00169127516778524,"seagrass",92.87,NA,0,0.28,NA,0.16,1.41,NA,0,2456.88,NA,237.96,0.05,NA,1.15
"255",500,0.00169127516778524,"seagrass",62.22,NA,0,0.18,NA,0.16,1.22,NA,0,2038.65,NA,237.96,0.21,NA,1.15
"256",1000,0.00169127516778524,"seagrass",47.37,NA,0,0.17,NA,0.16,0.97,NA,0,1649.92,NA,237.96,0.41,NA,1.15
"257",6000,0.00169127516778524,"seagrass",10.15,NA,0,0.16,NA,0.16,0.21,NA,0,545.81,NA,237.96,0.99,NA,1.15
"258",10000,0.00169127516778524,"seagrass",8.45,NA,0,0.16,NA,0.16,0.18,NA,0,494.09,NA,237.96,1.02,NA,1.15
"259",22.7,0.00173154362416107,"bistable",134.54,0.27,0,0.59,0.17,0.16,1.37,0.01,0,2841.1,248.56,237.92,0.02,1.15,1.15
"260",100,0.00173154362416107,"bistable",90.84,1.22,0,0.28,0.17,0.16,1.39,0.03,0,2417.72,277.26,237.92,0.05,1.13,1.15
"261",500,0.00173154362416107,"bistable",58.8,7.47,0,0.18,0.17,0.16,1.16,0.16,0,1944.57,465.94,237.92,0.25,1.03,1.15
"262",1000,0.00173154362416107,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.92,NA,NA,1.15
"263",6000,0.00173154362416107,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.92,NA,NA,1.15
"264",10000,0.00173154362416107,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.92,NA,NA,1.15
"265",22.7,0.00177181208053691,"bistable",131.51,0.61,0,0.59,0.17,0.16,1.34,0.01,0,2796.85,261.9,237.87,0.02,1.14,1.15
"266",100,0.00177181208053691,"bistable",88.88,2.77,0,0.28,0.17,0.16,1.36,0.06,0,2379.53,326.77,237.87,0.05,1.11,1.15
"267",500,0.00177181208053691,"bistable",54.04,18.21,0,0.18,0.17,0.16,1.07,0.37,0,1812.95,787.24,237.87,0.31,0.86,1.15
"268",1000,0.00177181208053691,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.87,NA,NA,1.15
"269",6000,0.00177181208053691,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.87,NA,NA,1.15
"270",10000,0.00177181208053691,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.87,NA,NA,1.15
"271",22.7,0.00181208053691275,"bistable",128.6,0.96,0,0.58,0.17,0.16,1.32,0.02,0,2754.11,275.47,237.82,0.02,1.14,1.15
"272",100,0.00181208053691275,"bistable",86.97,4.39,0,0.28,0.17,0.16,1.34,0.09,0,2342.19,377.22,237.82,0.06,1.08,1.15
"273",500,0.00181208053691275,"bistable",42.4,36.06,0,0.18,0.18,0.16,0.85,0.73,0,1486.84,1306.74,237.82,0.48,0.57,1.15
"274",1000,0.00181208053691275,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.82,NA,NA,1.15
"275",6000,0.00181208053691275,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.82,NA,NA,1.15
"276",10000,0.00181208053691275,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.82,NA,NA,1.15
"277",22.7,0.00185234899328859,"bistable",125.8,1.32,0,0.58,0.17,0.16,1.29,0.03,0,2712.78,289.27,237.77,0.02,1.14,1.15
"278",100,0.00185234899328859,"bistable",85.11,6.06,0,0.28,0.17,0.16,1.32,0.12,0,2305.61,428.67,237.77,0.06,1.06,1.15
"279",500,0.00185234899328859,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.77,NA,NA,1.15
"280",1000,0.00185234899328859,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.77,NA,NA,1.15
"281",6000,0.00185234899328859,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.77,NA,NA,1.15
"282",10000,0.00185234899328859,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.77,NA,NA,1.15
"283",22.7,0.00189261744966443,"bistable",123.1,1.7,0,0.58,0.18,0.16,1.27,0.03,0,2672.8,303.31,237.73,0.02,1.13,1.15
"284",100,0.00189261744966443,"bistable",83.3,7.79,0,0.27,0.18,0.16,1.29,0.16,0,2269.68,481.21,237.73,0.06,1.03,1.15
"285",500,0.00189261744966443,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.73,NA,NA,1.15
"286",1000,0.00189261744966443,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.73,NA,NA,1.15
"287",6000,0.00189261744966443,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.73,NA,NA,1.15
"288",10000,0.00189261744966443,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.73,NA,NA,1.15
"289",22.7,0.00193288590604027,"bistable",120.5,2.08,0,0.57,0.18,0.16,1.25,0.04,0,2634.09,317.6,237.68,0.03,1.13,1.15
"290",100,0.00193288590604027,"bistable",81.52,9.59,0,0.27,0.18,0.16,1.27,0.19,0,2234.27,534.92,237.68,0.07,1,1.15
"291",500,0.00193288590604027,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.68,NA,NA,1.15
"292",1000,0.00193288590604027,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.68,NA,NA,1.15
"293",6000,0.00193288590604027,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.68,NA,NA,1.15
"294",10000,0.00193288590604027,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.68,NA,NA,1.15
"295",22.7,0.00197315436241611,"bistable",118,2.48,0,0.57,0.18,0.16,1.23,0.05,0,2596.59,332.16,237.63,0.03,1.12,1.15
"296",100,0.00197315436241611,"bistable",79.77,11.46,0,0.27,0.18,0.16,1.25,0.23,0,2199.27,589.9,237.63,0.07,0.97,1.15
"297",500,0.00197315436241611,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.63,NA,NA,1.15
"298",1000,0.00197315436241611,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.63,NA,NA,1.15
"299",6000,0.00197315436241611,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.63,NA,NA,1.15
"300",10000,0.00197315436241611,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.63,NA,NA,1.15
"301",22.7,0.00201342281879195,"bistable",115.58,2.89,0,0.56,0.18,0.16,1.21,0.06,0,2560.21,347,237.58,0.03,1.12,1.15
"302",100,0.00201342281879195,"bistable",78.05,13.42,0,0.27,0.18,0.16,1.23,0.26,0,2164.52,646.3,237.58,0.08,0.94,1.15
"303",500,0.00201342281879195,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.58,NA,NA,1.15
"304",1000,0.00201342281879195,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.58,NA,NA,1.15
"305",6000,0.00201342281879195,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.58,NA,NA,1.15
"306",10000,0.00201342281879195,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.58,NA,NA,1.15
"307",22.7,0.00205369127516779,"bistable",113.25,3.32,0,0.56,0.19,0.16,1.19,0.06,0,2524.92,362.12,237.54,0.03,1.11,1.15
"308",100,0.00205369127516779,"bistable",76.34,15.46,0,0.27,0.19,0.16,1.21,0.3,0,2129.85,704.28,237.54,0.08,0.91,1.15
"309",500,0.00205369127516779,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.54,NA,NA,1.15
"310",1000,0.00205369127516779,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.54,NA,NA,1.15
"311",6000,0.00205369127516779,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.54,NA,NA,1.15
"312",10000,0.00205369127516779,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.54,NA,NA,1.15
"313",22.7,0.00209395973154362,"bistable",110.99,3.76,0,0.55,0.19,0.16,1.17,0.07,0,2490.64,377.54,237.49,0.03,1.11,1.15
"314",100,0.00209395973154362,"bistable",74.64,17.6,0,0.26,0.19,0.16,1.19,0.34,0,2095.06,764.02,237.49,0.09,0.87,1.15
"315",500,0.00209395973154362,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.49,NA,NA,1.15
"316",1000,0.00209395973154362,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.49,NA,NA,1.15
"317",6000,0.00209395973154362,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.49,NA,NA,1.15
"318",10000,0.00209395973154362,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.49,NA,NA,1.15
"319",22.7,0.00213422818791946,"bistable",108.81,4.22,0,0.55,0.19,0.16,1.15,0.08,0,2457.33,393.28,237.44,0.03,1.1,1.15
"320",100,0.00213422818791946,"bistable",72.93,19.86,0,0.26,0.19,0.16,1.16,0.38,0,2059.88,825.8,237.44,0.09,0.83,1.15
"321",500,0.00213422818791946,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.44,NA,NA,1.15
"322",1000,0.00213422818791946,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.44,NA,NA,1.15
"323",6000,0.00213422818791946,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.44,NA,NA,1.15
"324",10000,0.00213422818791946,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.44,NA,NA,1.15
"325",22.7,0.0021744966442953,"bistable",106.7,4.69,0,0.55,0.19,0.16,1.13,0.09,0,2424.94,409.36,237.39,0.03,1.1,1.15
"326",100,0.0021744966442953,"bistable",71.19,22.24,0,0.26,0.2,0.16,1.14,0.42,0,2023.97,889.97,237.39,0.1,0.79,1.15
"327",500,0.0021744966442953,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.39,NA,NA,1.15
"328",1000,0.0021744966442953,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.39,NA,NA,1.15
"329",6000,0.0021744966442953,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.39,NA,NA,1.15
"330",10000,0.0021744966442953,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.39,NA,NA,1.15
"331",22.7,0.00221476510067114,"bistable",104.66,5.18,0,0.54,0.2,0.16,1.11,0.1,0,2393.41,425.77,237.35,0.03,1.09,1.15
"332",100,0.00221476510067114,"bistable",69.4,24.78,0,0.26,0.2,0.16,1.12,0.46,0,1986.84,957.01,237.35,0.11,0.75,1.15
"333",500,0.00221476510067114,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.35,NA,NA,1.15
"334",1000,0.00221476510067114,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.35,NA,NA,1.15
"335",6000,0.00221476510067114,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.35,NA,NA,1.15
"336",10000,0.00221476510067114,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.35,NA,NA,1.15
"337",22.7,0.00225503355704698,"bistable",102.68,5.68,0,0.54,0.2,0.16,1.1,0.11,0,2362.7,442.56,237.3,0.03,1.08,1.15
"338",100,0.00225503355704698,"bistable",67.54,27.5,0,0.26,0.2,0.16,1.09,0.51,0,1947.79,1027.65,237.3,0.12,0.7,1.15
"339",500,0.00225503355704698,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.3,NA,NA,1.15
"340",1000,0.00225503355704698,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.3,NA,NA,1.15
"341",6000,0.00225503355704698,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.3,NA,NA,1.15
"342",10000,0.00225503355704698,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.3,NA,NA,1.15
"343",22.7,0.00229530201342282,"bistable",100.75,6.21,0,0.53,0.2,0.16,1.08,0.11,0,2332.76,459.72,237.25,0.04,1.08,1.15
"344",100,0.00229530201342282,"bistable",65.54,30.47,0,0.25,0.21,0.16,1.07,0.56,0,1905.67,1103.03,237.25,0.14,0.65,1.15
"345",500,0.00229530201342282,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.25,NA,NA,1.15
"346",1000,0.00229530201342282,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.25,NA,NA,1.15
"347",6000,0.00229530201342282,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.25,NA,NA,1.15
"348",10000,0.00229530201342282,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.25,NA,NA,1.15
"349",22.7,0.00233557046979866,"bistable",98.89,6.76,0,0.53,0.21,0.16,1.06,0.12,0,2303.56,477.29,237.2,0.04,1.07,1.15
"350",100,0.00233557046979866,"bistable",63.32,33.76,0,0.25,0.21,0.16,1.04,0.61,0,1858.48,1185.2,237.2,0.16,0.59,1.15
"351",500,0.00233557046979866,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.2,NA,NA,1.15
"352",1000,0.00233557046979866,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.2,NA,NA,1.15
"353",6000,0.00233557046979866,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.2,NA,NA,1.15
"354",10000,0.00233557046979866,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.2,NA,NA,1.15
"355",22.7,0.0023758389261745,"bistable",97.08,7.33,0,0.53,0.21,0.16,1.05,0.13,0,2275.06,495.29,237.16,0.04,1.06,1.15
"356",100,0.0023758389261745,"bistable",60.67,37.6,0,0.25,0.22,0.16,1,0.67,0,1801.89,1278.52,237.16,0.18,0.53,1.15
"357",500,0.0023758389261745,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.16,NA,NA,1.15
"358",1000,0.0023758389261745,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.16,NA,NA,1.15
"359",6000,0.0023758389261745,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.16,NA,NA,1.15
"360",10000,0.0023758389261745,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.16,NA,NA,1.15
"361",22.7,0.00241610738255034,"bistable",95.31,7.92,0,0.52,0.21,0.16,1.03,0.14,0,2247.2,513.74,237.11,0.04,1.05,1.15
"362",100,0.00241610738255034,"bistable",57.01,42.57,0,0.24,0.22,0.16,0.95,0.74,0,1722.37,1396.53,237.11,0.22,0.44,1.15
"363",500,0.00241610738255034,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.11,NA,NA,1.15
"364",1000,0.00241610738255034,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.11,NA,NA,1.15
"365",6000,0.00241610738255034,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.11,NA,NA,1.15
"366",10000,0.00241610738255034,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.11,NA,NA,1.15
"367",22.7,0.00245637583892617,"bistable",93.59,8.54,0,0.52,0.22,0.16,1.02,0.15,0,2219.96,532.66,237.06,0.04,1.04,1.15
"368",100,0.00245637583892617,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.06,NA,NA,1.15
"369",500,0.00245637583892617,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.06,NA,NA,1.15
"370",1000,0.00245637583892617,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.06,NA,NA,1.15
"371",6000,0.00245637583892617,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.06,NA,NA,1.15
"372",10000,0.00245637583892617,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.06,NA,NA,1.15
"373",22.7,0.00249664429530201,"bistable",91.92,9.18,0,0.52,0.22,0.16,1,0.16,0,2193.29,552.09,237.01,0.04,1.03,1.15
"374",100,0.00249664429530201,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.01,NA,NA,1.15
"375",500,0.00249664429530201,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.01,NA,NA,1.15
"376",1000,0.00249664429530201,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.01,NA,NA,1.15
"377",6000,0.00249664429530201,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.01,NA,NA,1.15
"378",10000,0.00249664429530201,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,237.01,NA,NA,1.15
"379",22.7,0.00253691275167785,"bistable",90.29,9.85,0,0.51,0.23,0.16,0.99,0.17,0,2167.17,572.05,236.97,0.05,1.02,1.15
"380",100,0.00253691275167785,"bare",NA,NA,0,NA,NA,0.16,NA,NA,0,NA,NA,236.97,NA,NA,1.15
