"","sh","temp","stability","S_seagrass","S_bistable","S_bare","CA_seagrass","CA_bistable","CA_bare","CS_seagrass","CS_bistable","CS_bare","CB_seagrass","CB_bistable","CB_bare","N_seagrass","N_bistable","N_bare"
"191",6000,300.784899328859,"seagrass",156.84,NA,0,0.16,NA,0.16,3.23,NA,0,4276.29,NA,199.37,0.04,NA,1.15
"192",10000,300.784899328859,"seagrass",155,NA,0,0.16,NA,0.16,3.21,NA,0,4248.89,NA,199.37,0.04,NA,1.15
"193",22.7,300.847315436242,"seagrass",1026.68,NA,0,0.85,NA,0.16,8.47,NA,0,11852.14,NA,198.17,0.01,NA,1.15
"194",100,300.847315436242,"seagrass",705.43,NA,0,0.6,NA,0.16,6.88,NA,0,9475.33,NA,198.17,0.01,NA,1.15
"195",500,300.847315436242,"seagrass",224.81,NA,0,0.22,NA,0.16,3.87,NA,0,5148.14,NA,198.17,0.02,NA,1.15
"196",1000,300.847315436242,"seagrass",183.11,NA,0,0.18,NA,0.16,3.49,NA,0,4623.3,NA,198.17,0.03,NA,1.15
"197",6000,300.847315436242,"seagrass",156.8,NA,0,0.16,NA,0.16,3.22,NA,0,4254.35,NA,198.17,0.04,NA,1.15
"198",10000,300.847315436242,"seagrass",154.96,NA,0,0.16,NA,0.16,3.2,NA,0,4227.04,NA,198.17,0.04,NA,1.15
"199",22.7,300.909731543624,"seagrass",1026.67,NA,0,0.85,NA,0.16,8.47,NA,0,11793.57,NA,196.98,0.01,NA,1.15
"200",100,300.909731543624,"seagrass",705.42,NA,0,0.6,NA,0.16,6.88,NA,0,9428.64,NA,196.98,0.01,NA,1.15
"201",500,300.909731543624,"seagrass",224.78,NA,0,0.22,NA,0.16,3.87,NA,0,5122.52,NA,196.98,0.02,NA,1.15
"202",1000,300.909731543624,"seagrass",183.07,NA,0,0.18,NA,0.16,3.49,NA,0,4599.98,NA,196.98,0.03,NA,1.15
"203",6000,300.909731543624,"seagrass",156.75,NA,0,0.16,NA,0.16,3.22,NA,0,4232.46,NA,196.98,0.04,NA,1.15
"204",10000,300.909731543624,"seagrass",154.91,NA,0,0.16,NA,0.16,3.2,NA,0,4205.24,NA,196.98,0.04,NA,1.15
"205",22.7,300.972147651007,"seagrass",1026.66,NA,0,0.85,NA,0.16,8.47,NA,0,11735.3,NA,195.8,0.01,NA,1.15
"206",100,300.972147651007,"seagrass",705.41,NA,0,0.6,NA,0.16,6.88,NA,0,9382.18,NA,195.8,0.01,NA,1.15
"207",500,300.972147651007,"seagrass",224.75,NA,0,0.22,NA,0.16,3.87,NA,0,5096.99,NA,195.8,0.02,NA,1.15
"208",1000,300.972147651007,"seagrass",183.04,NA,0,0.18,NA,0.16,3.49,NA,0,4576.74,NA,195.8,0.03,NA,1.15
"209",6000,300.972147651007,"seagrass",156.7,NA,0,0.16,NA,0.16,3.22,NA,0,4210.61,NA,195.8,0.04,NA,1.15
"210",10000,300.972147651007,"seagrass",154.86,NA,0,0.16,NA,0.16,3.2,NA,0,4183.48,NA,195.8,0.04,NA,1.15
"211",22.7,301.034563758389,"seagrass",1026.65,NA,0,0.85,NA,0.16,8.47,NA,0,11677.33,NA,194.63,0.01,NA,1.15
"212",100,301.034563758389,"seagrass",705.4,NA,0,0.6,NA,0.16,6.88,NA,0,9335.96,NA,194.63,0.01,NA,1.15
"213",500,301.034563758389,"seagrass",224.72,NA,0,0.22,NA,0.16,3.87,NA,0,5071.57,NA,194.63,0.02,NA,1.15
"214",1000,301.034563758389,"seagrass",183,NA,0,0.18,NA,0.16,3.49,NA,0,4553.58,NA,194.63,0.03,NA,1.15
"215",6000,301.034563758389,"seagrass",156.65,NA,0,0.16,NA,0.16,3.22,NA,0,4188.81,NA,194.63,0.04,NA,1.15
"216",10000,301.034563758389,"seagrass",154.81,NA,0,0.16,NA,0.16,3.2,NA,0,4161.77,NA,194.63,0.04,NA,1.15
"217",22.7,301.096979865772,"seagrass",1026.64,NA,0,0.85,NA,0.16,8.47,NA,0,11619.67,NA,193.46,0.01,NA,1.15
"218",100,301.096979865772,"seagrass",705.39,NA,0,0.6,NA,0.16,6.88,NA,0,9289.98,NA,193.46,0.01,NA,1.15
"219",500,301.096979865772,"seagrass",224.69,NA,0,0.22,NA,0.16,3.87,NA,0,5046.26,NA,193.46,0.02,NA,1.15
"220",1000,301.096979865772,"seagrass",182.96,NA,0,0.18,NA,0.16,3.49,NA,0,4530.49,NA,193.46,0.03,NA,1.15
"221",6000,301.096979865772,"seagrass",156.6,NA,0,0.16,NA,0.16,3.22,NA,0,4167.05,NA,193.46,0.04,NA,1.15
"222",10000,301.096979865772,"seagrass",154.75,NA,0,0.16,NA,0.16,3.2,NA,0,4140.09,NA,193.46,0.04,NA,1.15
"223",22.7,301.159395973154,"seagrass",1026.63,NA,0,0.84,NA,0.16,8.47,NA,0,11562.3,NA,192.3,0.01,NA,1.15
"224",100,301.159395973154,"seagrass",705.38,NA,0,0.6,NA,0.16,6.88,NA,0,9244.23,NA,192.3,0.01,NA,1.15
"225",500,301.159395973154,"seagrass",224.66,NA,0,0.22,NA,0.16,3.87,NA,0,5021.04,NA,192.3,0.02,NA,1.15
"226",1000,301.159395973154,"seagrass",182.91,NA,0,0.18,NA,0.16,3.49,NA,0,4507.47,NA,192.3,0.03,NA,1.15
"227",6000,301.159395973154,"seagrass",156.54,NA,0,0.16,NA,0.16,3.22,NA,0,4145.32,NA,192.3,0.04,NA,1.15
"228",10000,301.159395973154,"seagrass",154.69,NA,0,0.16,NA,0.16,3.2,NA,0,4118.44,NA,192.3,0.04,NA,1.15
"229",22.7,301.221812080537,"seagrass",1026.62,NA,0,0.84,NA,0.16,8.47,NA,0,11505.23,NA,191.15,0.01,NA,1.15
"230",100,301.221812080537,"seagrass",705.37,NA,0,0.59,NA,0.16,6.88,NA,0,9198.71,NA,191.15,0.01,NA,1.15
"231",500,301.221812080537,"seagrass",224.62,NA,0,0.22,NA,0.16,3.87,NA,0,4995.91,NA,191.15,0.02,NA,1.15
"232",1000,301.221812080537,"seagrass",182.86,NA,0,0.18,NA,0.16,3.49,NA,0,4484.52,NA,191.15,0.03,NA,1.15
"233",6000,301.221812080537,"seagrass",156.48,NA,0,0.16,NA,0.16,3.22,NA,0,4123.63,NA,191.15,0.04,NA,1.15
"234",10000,301.221812080537,"seagrass",154.63,NA,0,0.16,NA,0.16,3.2,NA,0,4096.82,NA,191.15,0.04,NA,1.15
"235",22.7,301.284228187919,"seagrass",1026.6,NA,0,0.84,NA,0.16,8.47,NA,0,11448.46,NA,190,0.01,NA,1.15
"236",100,301.284228187919,"seagrass",705.36,NA,0,0.59,NA,0.16,6.88,NA,0,9153.43,NA,190,0.01,NA,1.15
"237",500,301.284228187919,"seagrass",224.58,NA,0,0.22,NA,0.16,3.87,NA,0,4970.89,NA,190,0.02,NA,1.15
"238",1000,301.284228187919,"seagrass",182.81,NA,0,0.18,NA,0.16,3.49,NA,0,4461.63,NA,190,0.03,NA,1.15
"239",6000,301.284228187919,"seagrass",156.41,NA,0,0.16,NA,0.16,3.22,NA,0,4101.95,NA,190,0.04,NA,1.15
"240",10000,301.284228187919,"seagrass",154.56,NA,0,0.16,NA,0.16,3.2,NA,0,4075.22,NA,190,0.04,NA,1.15
"241",22.7,301.346644295302,"seagrass",1026.59,NA,0,0.84,NA,0.16,8.47,NA,0,11391.98,NA,188.86,0.01,NA,1.15
"242",100,301.346644295302,"seagrass",705.34,NA,0,0.59,NA,0.16,6.88,NA,0,9108.37,NA,188.86,0.01,NA,1.15
"243",500,301.346644295302,"seagrass",224.54,NA,0,0.22,NA,0.16,3.87,NA,0,4945.95,NA,188.86,0.02,NA,1.15
"244",1000,301.346644295302,"seagrass",182.76,NA,0,0.18,NA,0.16,3.49,NA,0,4438.81,NA,188.86,0.03,NA,1.15
"245",6000,301.346644295302,"seagrass",156.34,NA,0,0.16,NA,0.16,3.21,NA,0,4080.3,NA,188.86,0.04,NA,1.15
"246",10000,301.346644295302,"seagrass",154.49,NA,0,0.16,NA,0.16,3.19,NA,0,4053.63,NA,188.86,0.04,NA,1.15
"247",22.7,301.409060402685,"seagrass",1026.58,NA,0,0.84,NA,0.16,8.47,NA,0,11335.79,NA,187.72,0.01,NA,1.15
"248",100,301.409060402685,"seagrass",705.33,NA,0,0.59,NA,0.16,6.88,NA,0,9063.54,NA,187.72,0.01,NA,1.15
"249",500,301.409060402685,"seagrass",224.5,NA,0,0.22,NA,0.16,3.87,NA,0,4921.11,NA,187.72,0.02,NA,1.15
"250",1000,301.409060402685,"seagrass",182.7,NA,0,0.18,NA,0.16,3.49,NA,0,4416.03,NA,187.72,0.03,NA,1.15
"251",6000,301.409060402685,"seagrass",156.27,NA,0,0.16,NA,0.16,3.21,NA,0,4058.66,NA,187.72,0.04,NA,1.15
"252",10000,301.409060402685,"seagrass",154.41,NA,0,0.16,NA,0.16,3.19,NA,0,4032.05,NA,187.72,0.04,NA,1.15
"253",22.7,301.471476510067,"seagrass",1026.56,NA,0,0.84,NA,0.16,8.47,NA,0,11279.89,NA,186.59,0.01,NA,1.15
"254",100,301.471476510067,"seagrass",705.31,NA,0,0.59,NA,0.16,6.88,NA,0,9018.94,NA,186.59,0.01,NA,1.15
"255",500,301.471476510067,"seagrass",224.45,NA,0,0.22,NA,0.16,3.87,NA,0,4896.35,NA,186.59,0.02,NA,1.15
"256",1000,301.471476510067,"seagrass",182.64,NA,0,0.18,NA,0.16,3.49,NA,0,4393.32,NA,186.59,0.03,NA,1.15
"257",6000,301.471476510067,"seagrass",156.19,NA,0,0.16,NA,0.16,3.21,NA,0,4037.02,NA,186.59,0.04,NA,1.15
"258",10000,301.471476510067,"seagrass",154.33,NA,0,0.16,NA,0.16,3.19,NA,0,4010.47,NA,186.59,0.04,NA,1.15
"259",22.7,301.53389261745,"seagrass",1026.55,NA,0,0.84,NA,0.16,8.47,NA,0,11224.28,NA,185.47,0.01,NA,1.15
"260",100,301.53389261745,"seagrass",705.3,NA,0,0.59,NA,0.16,6.88,NA,0,8974.56,NA,185.47,0.01,NA,1.15
"261",500,301.53389261745,"seagrass",224.4,NA,0,0.21,NA,0.16,3.87,NA,0,4871.68,NA,185.47,0.02,NA,1.15
"262",1000,301.53389261745,"seagrass",182.58,NA,0,0.18,NA,0.16,3.48,NA,0,4370.65,NA,185.47,0.03,NA,1.15
"263",6000,301.53389261745,"seagrass",156.1,NA,0,0.16,NA,0.16,3.21,NA,0,4015.39,NA,185.47,0.04,NA,1.15
"264",10000,301.53389261745,"seagrass",154.24,NA,0,0.16,NA,0.16,3.19,NA,0,3988.89,NA,185.47,0.04,NA,1.15
"265",22.7,301.596308724832,"seagrass",1026.53,NA,0,0.84,NA,0.16,8.46,NA,0,11168.95,NA,184.36,0.01,NA,1.15
"266",100,301.596308724832,"seagrass",705.28,NA,0,0.59,NA,0.16,6.88,NA,0,8930.4,NA,184.36,0.01,NA,1.15
"267",500,301.596308724832,"seagrass",224.35,NA,0,0.21,NA,0.16,3.87,NA,0,4847.1,NA,184.36,0.02,NA,1.15
"268",1000,301.596308724832,"seagrass",182.51,NA,0,0.18,NA,0.16,3.48,NA,0,4348.02,NA,184.36,0.03,NA,1.15
"269",6000,301.596308724832,"seagrass",156.01,NA,0,0.16,NA,0.16,3.21,NA,0,3993.74,NA,184.36,0.04,NA,1.15
"270",10000,301.596308724832,"seagrass",154.15,NA,0,0.16,NA,0.16,3.19,NA,0,3967.29,NA,184.36,0.04,NA,1.15
"271",22.7,301.658724832215,"seagrass",1026.52,NA,0,0.84,NA,0.16,8.46,NA,0,11113.91,NA,183.25,0.01,NA,1.15
"272",100,301.658724832215,"seagrass",705.26,NA,0,0.59,NA,0.16,6.88,NA,0,8886.46,NA,183.25,0.01,NA,1.15
"273",500,301.658724832215,"seagrass",224.3,NA,0,0.21,NA,0.16,3.87,NA,0,4822.59,NA,183.25,0.02,NA,1.15
"274",1000,301.658724832215,"seagrass",182.44,NA,0,0.18,NA,0.16,3.48,NA,0,4325.44,NA,183.25,0.03,NA,1.15
"275",6000,301.658724832215,"seagrass",155.92,NA,0,0.16,NA,0.16,3.21,NA,0,3972.08,NA,183.25,0.04,NA,1.15
"276",10000,301.658724832215,"seagrass",154.05,NA,0,0.16,NA,0.16,3.19,NA,0,3945.67,NA,183.25,0.05,NA,1.15
"277",22.7,301.721140939597,"seagrass",1026.5,NA,0,0.83,NA,0.16,8.46,NA,0,11059.16,NA,182.14,0.01,NA,1.15
"278",100,301.721140939597,"seagrass",705.24,NA,0,0.59,NA,0.16,6.88,NA,0,8842.75,NA,182.14,0.01,NA,1.15
"279",500,301.721140939597,"seagrass",224.24,NA,0,0.21,NA,0.16,3.86,NA,0,4798.16,NA,182.14,0.02,NA,1.15
"280",1000,301.721140939597,"seagrass",182.37,NA,0,0.18,NA,0.16,3.48,NA,0,4302.89,NA,182.14,0.03,NA,1.15
"281",6000,301.721140939597,"seagrass",155.81,NA,0,0.16,NA,0.16,3.2,NA,0,3950.39,NA,182.14,0.05,NA,1.15
"282",10000,301.721140939597,"seagrass",153.95,NA,0,0.16,NA,0.16,3.18,NA,0,3924.01,NA,182.14,0.05,NA,1.15
"283",22.7,301.78355704698,"seagrass",1026.48,NA,0,0.83,NA,0.16,8.46,NA,0,11004.68,NA,181.05,0.01,NA,1.15
"284",100,301.78355704698,"seagrass",705.22,NA,0,0.59,NA,0.16,6.88,NA,0,8799.25,NA,181.05,0.01,NA,1.15
"285",500,301.78355704698,"seagrass",224.18,NA,0,0.21,NA,0.16,3.86,NA,0,4773.8,NA,181.05,0.02,NA,1.15
"286",1000,301.78355704698,"seagrass",182.29,NA,0,0.18,NA,0.16,3.48,NA,0,4280.37,NA,181.05,0.03,NA,1.15
"287",6000,301.78355704698,"seagrass",155.71,NA,0,0.16,NA,0.16,3.2,NA,0,3928.66,NA,181.05,0.05,NA,1.15
"288",10000,301.78355704698,"seagrass",153.83,NA,0,0.16,NA,0.16,3.18,NA,0,3902.3,NA,181.05,0.05,NA,1.15
"289",22.7,301.845973154362,"seagrass",1026.46,NA,0,0.83,NA,0.16,8.46,NA,0,10950.48,NA,179.96,0.01,NA,1.15
"290",100,301.845973154362,"seagrass",705.19,NA,0,0.59,NA,0.16,6.88,NA,0,8755.97,NA,179.96,0.01,NA,1.15
"291",500,301.845973154362,"seagrass",224.11,NA,0,0.21,NA,0.16,3.86,NA,0,4749.52,NA,179.96,0.02,NA,1.15
"292",1000,301.845973154362,"seagrass",182.2,NA,0,0.18,NA,0.16,3.48,NA,0,4257.87,NA,179.96,0.03,NA,1.15
"293",6000,301.845973154362,"seagrass",155.59,NA,0,0.16,NA,0.16,3.2,NA,0,3906.88,NA,179.96,0.05,NA,1.15
"294",10000,301.845973154362,"seagrass",153.71,NA,0,0.16,NA,0.16,3.18,NA,0,3880.54,NA,179.96,0.05,NA,1.15
"295",22.7,301.908389261745,"seagrass",1026.44,NA,0,0.83,NA,0.16,8.46,NA,0,10896.56,NA,178.87,0.01,NA,1.15
"296",100,301.908389261745,"seagrass",705.17,NA,0,0.59,NA,0.16,6.88,NA,0,8712.91,NA,178.87,0.01,NA,1.15
"297",500,301.908389261745,"seagrass",224.05,NA,0,0.21,NA,0.16,3.86,NA,0,4725.3,NA,178.87,0.02,NA,1.15
"298",1000,301.908389261745,"seagrass",182.11,NA,0,0.18,NA,0.16,3.48,NA,0,4235.39,NA,178.87,0.03,NA,1.15
"299",6000,301.908389261745,"seagrass",155.46,NA,0,0.16,NA,0.16,3.2,NA,0,3885.04,NA,178.87,0.05,NA,1.15
"300",10000,301.908389261745,"seagrass",153.59,NA,0,0.16,NA,0.16,3.18,NA,0,3858.7,NA,178.87,0.05,NA,1.15
"301",22.7,301.970805369128,"seagrass",1026.42,NA,0,0.83,NA,0.16,8.46,NA,0,10842.92,NA,177.8,0.01,NA,1.15
"302",100,301.970805369128,"seagrass",705.15,NA,0,0.58,NA,0.16,6.87,NA,0,8670.05,NA,177.8,0.01,NA,1.15
"303",500,301.970805369128,"seagrass",223.97,NA,0,0.21,NA,0.16,3.86,NA,0,4701.14,NA,177.8,0.02,NA,1.15
"304",1000,301.970805369128,"seagrass",182.02,NA,0,0.18,NA,0.16,3.47,NA,0,4212.92,NA,177.8,0.03,NA,1.15
"305",6000,301.970805369128,"seagrass",155.33,NA,0,0.16,NA,0.16,3.19,NA,0,3863.11,NA,177.8,0.05,NA,1.15
"306",10000,301.970805369128,"seagrass",153.45,NA,0,0.16,NA,0.16,3.17,NA,0,3836.77,NA,177.8,0.05,NA,1.15
"307",22.7,302.03322147651,"seagrass",1026.4,NA,0,0.83,NA,0.16,8.46,NA,0,10789.55,NA,176.72,0.01,NA,1.15
"308",100,302.03322147651,"seagrass",705.12,NA,0,0.58,NA,0.16,6.87,NA,0,8627.41,NA,176.72,0.01,NA,1.15
"309",500,302.03322147651,"seagrass",223.9,NA,0,0.21,NA,0.16,3.86,NA,0,4677.04,NA,176.72,0.02,NA,1.15
"310",1000,302.03322147651,"seagrass",181.92,NA,0,0.18,NA,0.16,3.47,NA,0,4190.45,NA,176.72,0.04,NA,1.15
"311",6000,302.03322147651,"seagrass",155.19,NA,0,0.16,NA,0.16,3.19,NA,0,3841.09,NA,176.72,0.05,NA,1.15
"312",10000,302.03322147651,"seagrass",153.3,NA,0,0.16,NA,0.16,3.17,NA,0,3814.73,NA,176.72,0.05,NA,1.15
"313",22.7,302.095637583893,"seagrass",1026.38,NA,0,0.83,NA,0.15,8.46,NA,0,10736.45,NA,175.66,0.01,NA,1.15
"314",100,302.095637583893,"seagrass",705.09,NA,0,0.58,NA,0.15,6.87,NA,0,8584.98,NA,175.66,0.01,NA,1.15
"315",500,302.095637583893,"seagrass",223.82,NA,0,0.21,NA,0.15,3.86,NA,0,4653,NA,175.66,0.02,NA,1.15
"316",1000,302.095637583893,"seagrass",181.81,NA,0,0.18,NA,0.15,3.47,NA,0,4167.97,NA,175.66,0.04,NA,1.15
"317",6000,302.095637583893,"seagrass",155.04,NA,0,0.16,NA,0.15,3.19,NA,0,3818.95,NA,175.66,0.05,NA,1.15
"318",10000,302.095637583893,"seagrass",153.14,NA,0,0.16,NA,0.15,3.17,NA,0,3792.57,NA,175.66,0.05,NA,1.15
"319",22.7,302.158053691275,"seagrass",1026.36,NA,0,0.83,NA,0.15,8.46,NA,0,10683.62,NA,174.6,0.01,NA,1.15
"320",100,302.158053691275,"seagrass",705.06,NA,0,0.58,NA,0.15,6.87,NA,0,8542.76,NA,174.6,0.01,NA,1.15
"321",500,302.158053691275,"seagrass",223.73,NA,0,0.21,NA,0.15,3.86,NA,0,4629,NA,174.6,0.03,NA,1.15
"322",1000,302.158053691275,"seagrass",181.69,NA,0,0.18,NA,0.15,3.47,NA,0,4145.47,NA,174.6,0.04,NA,1.15
"323",6000,302.158053691275,"seagrass",154.87,NA,0,0.16,NA,0.15,3.18,NA,0,3796.68,NA,174.6,0.05,NA,1.15
"324",10000,302.158053691275,"seagrass",152.97,NA,0,0.16,NA,0.15,3.16,NA,0,3770.25,NA,174.6,0.05,NA,1.15
"325",22.7,302.220469798658,"seagrass",1026.33,NA,0,0.83,NA,0.15,8.46,NA,0,10631.06,NA,173.54,0.01,NA,1.15
"326",100,302.220469798658,"seagrass",705.03,NA,0,0.58,NA,0.15,6.87,NA,0,8500.74,NA,173.54,0.01,NA,1.15
"327",500,302.220469798658,"seagrass",223.64,NA,0,0.21,NA,0.15,3.86,NA,0,4605.05,NA,173.54,0.03,NA,1.15
"328",1000,302.220469798658,"seagrass",181.57,NA,0,0.18,NA,0.15,3.47,NA,0,4122.94,NA,173.54,0.04,NA,1.15
"329",6000,302.220469798658,"seagrass",154.69,NA,0,0.16,NA,0.15,3.18,NA,0,3774.25,NA,173.54,0.05,NA,1.15
"330",10000,302.220469798658,"seagrass",152.79,NA,0,0.16,NA,0.15,3.16,NA,0,3747.76,NA,173.54,0.05,NA,1.15
"331",22.7,302.28288590604,"seagrass",1026.31,NA,0,0.82,NA,0.15,8.46,NA,0,10578.77,NA,172.5,0.01,NA,1.15
"332",100,302.28288590604,"seagrass",705,NA,0,0.58,NA,0.15,6.87,NA,0,8458.93,NA,172.5,0.01,NA,1.15
"333",500,302.28288590604,"seagrass",223.54,NA,0,0.21,NA,0.15,3.85,NA,0,4581.14,NA,172.5,0.03,NA,1.15
"334",1000,302.28288590604,"seagrass",181.44,NA,0,0.18,NA,0.15,3.46,NA,0,4100.37,NA,172.5,0.04,NA,1.15
"335",6000,302.28288590604,"seagrass",154.5,NA,0,0.16,NA,0.15,3.18,NA,0,3751.62,NA,172.5,0.05,NA,1.15
"336",10000,302.28288590604,"seagrass",152.59,NA,0,0.16,NA,0.15,3.16,NA,0,3725.06,NA,172.5,0.06,NA,1.15
"337",22.7,302.345302013423,"seagrass",1026.28,NA,0,0.82,NA,0.15,8.46,NA,0,10526.74,NA,171.46,0.01,NA,1.15
"338",100,302.345302013423,"seagrass",704.96,NA,0,0.58,NA,0.15,6.87,NA,0,8417.32,NA,171.46,0.01,NA,1.15
"339",500,302.345302013423,"seagrass",223.44,NA,0,0.21,NA,0.15,3.85,NA,0,4557.25,NA,171.46,0.03,NA,1.15
"340",1000,302.345302013423,"seagrass",181.3,NA,0,0.18,NA,0.15,3.46,NA,0,4077.75,NA,171.46,0.04,NA,1.15
"341",6000,302.345302013423,"seagrass",154.29,NA,0,0.16,NA,0.15,3.17,NA,0,3728.78,NA,171.46,0.06,NA,1.15
"342",10000,302.345302013423,"seagrass",152.37,NA,0,0.16,NA,0.15,3.15,NA,0,3702.11,NA,171.46,0.06,NA,1.15
"343",22.7,302.407718120805,"seagrass",1026.26,NA,0,0.82,NA,0.15,8.46,NA,0,10474.98,NA,170.42,0.01,NA,1.15
"344",100,302.407718120805,"seagrass",704.93,NA,0,0.58,NA,0.15,6.87,NA,0,8375.92,NA,170.42,0.01,NA,1.15
"345",500,302.407718120805,"seagrass",223.33,NA,0,0.21,NA,0.15,3.85,NA,0,4533.39,NA,170.42,0.03,NA,1.15
"346",1000,302.407718120805,"seagrass",181.14,NA,0,0.18,NA,0.15,3.46,NA,0,4055.05,NA,170.42,0.04,NA,1.15
"347",6000,302.407718120805,"seagrass",154.07,NA,0,0.16,NA,0.15,3.17,NA,0,3705.67,NA,170.42,0.06,NA,1.15
"348",10000,302.407718120805,"seagrass",152.14,NA,0,0.16,NA,0.15,3.15,NA,0,3678.88,NA,170.42,0.06,NA,1.15
"349",22.7,302.470134228188,"seagrass",1026.23,NA,0,0.82,NA,0.15,8.46,NA,0,10423.47,NA,169.39,0.01,NA,1.15
"350",100,302.470134228188,"seagrass",704.89,NA,0,0.58,NA,0.15,6.87,NA,0,8334.71,NA,169.39,0.01,NA,1.15
"351",500,302.470134228188,"seagrass",223.21,NA,0,0.21,NA,0.15,3.85,NA,0,4509.55,NA,169.39,0.03,NA,1.15
"352",1000,302.470134228188,"seagrass",180.98,NA,0,0.18,NA,0.15,3.46,NA,0,4032.27,NA,169.39,0.04,NA,1.15
"353",6000,302.470134228188,"seagrass",153.82,NA,0,0.16,NA,0.15,3.16,NA,0,3682.27,NA,169.39,0.06,NA,1.15
"354",10000,302.470134228188,"seagrass",151.89,NA,0,0.16,NA,0.15,3.14,NA,0,3655.32,NA,169.39,0.06,NA,1.15
"355",22.7,302.53255033557,"seagrass",1026.2,NA,0,0.82,NA,0.15,8.46,NA,0,10372.22,NA,168.37,0.01,NA,1.15
"356",100,302.53255033557,"seagrass",704.85,NA,0,0.58,NA,0.15,6.87,NA,0,8293.7,NA,168.37,0.01,NA,1.15
"357",500,302.53255033557,"seagrass",223.09,NA,0,0.21,NA,0.15,3.85,NA,0,4485.72,NA,168.37,0.03,NA,1.15
"358",1000,302.53255033557,"seagrass",180.81,NA,0,0.18,NA,0.15,3.45,NA,0,4009.38,NA,168.37,0.04,NA,1.15
"359",6000,302.53255033557,"seagrass",153.56,NA,0,0.16,NA,0.15,3.16,NA,0,3658.51,NA,168.37,0.06,NA,1.15
"360",10000,302.53255033557,"seagrass",151.61,NA,0,0.16,NA,0.15,3.13,NA,0,3631.38,NA,168.37,0.06,NA,1.15
"361",22.7,302.594966442953,"seagrass",1026.17,NA,0,0.82,NA,0.15,8.46,NA,0,10321.24,NA,167.35,0.01,NA,1.15
"362",100,302.594966442953,"seagrass",704.8,NA,0,0.58,NA,0.15,6.87,NA,0,8252.88,NA,167.35,0.01,NA,1.15
"363",500,302.594966442953,"seagrass",222.96,NA,0,0.21,NA,0.15,3.85,NA,0,4461.88,NA,167.35,0.03,NA,1.15
"364",1000,302.594966442953,"seagrass",180.62,NA,0,0.18,NA,0.15,3.45,NA,0,3986.35,NA,167.35,0.04,NA,1.15
"365",6000,302.594966442953,"seagrass",153.27,NA,0,0.16,NA,0.15,3.15,NA,0,3634.34,NA,167.35,0.06,NA,1.15
"366",10000,302.594966442953,"seagrass",151.3,NA,0,0.15,NA,0.15,3.13,NA,0,3606.99,NA,167.35,0.07,NA,1.15
"367",22.7,302.657382550336,"seagrass",1026.13,NA,0,0.82,NA,0.15,8.46,NA,0,10270.5,NA,166.34,0.01,NA,1.15
"368",100,302.657382550336,"seagrass",704.76,NA,0,0.58,NA,0.15,6.87,NA,0,8212.26,NA,166.34,0.01,NA,1.15
"369",500,302.657382550336,"seagrass",222.82,NA,0,0.21,NA,0.15,3.84,NA,0,4438.03,NA,166.34,0.03,NA,1.15
"370",1000,302.657382550336,"seagrass",180.42,NA,0,0.18,NA,0.15,3.45,NA,0,3963.18,NA,166.34,0.04,NA,1.15
"371",6000,302.657382550336,"seagrass",152.94,NA,0,0.16,NA,0.15,3.15,NA,0,3609.68,NA,166.34,0.07,NA,1.15
"372",10000,302.657382550336,"seagrass",150.97,NA,0,0.15,NA,0.15,3.12,NA,0,3582.07,NA,166.34,0.07,NA,1.15
"373",22.7,302.719798657718,"seagrass",1026.1,NA,0,0.82,NA,0.15,8.46,NA,0,10220.02,NA,165.33,0.01,NA,1.15
"374",100,302.719798657718,"seagrass",704.71,NA,0,0.57,NA,0.15,6.87,NA,0,8171.83,NA,165.33,0.01,NA,1.15
"375",500,302.719798657718,"seagrass",222.67,NA,0,0.21,NA,0.15,3.84,NA,0,4414.15,NA,165.33,0.03,NA,1.15
"376",1000,302.719798657718,"seagrass",180.2,NA,0,0.18,NA,0.15,3.44,NA,0,3939.81,NA,165.33,0.04,NA,1.15
"377",6000,302.719798657718,"seagrass",152.59,NA,0,0.16,NA,0.15,3.14,NA,0,3584.46,NA,165.33,0.07,NA,1.15
"378",10000,302.719798657718,"seagrass",150.6,NA,0,0.15,NA,0.15,3.11,NA,0,3556.52,NA,165.33,0.07,NA,1.15
"379",22.7,302.782214765101,"seagrass",1026.06,NA,0,0.81,NA,0.15,8.46,NA,0,10169.79,NA,164.33,0.01,NA,1.15
"380",100,302.782214765101,"seagrass",704.66,NA,0,0.57,NA,0.15,6.87,NA,0,8131.59,NA,164.33,0.01,NA,1.15
"381",500,302.782214765101,"seagrass",222.51,NA,0,0.21,NA,0.15,3.84,NA,0,4390.24,NA,164.33,0.03,NA,1.15
"382",1000,302.782214765101,"seagrass",179.96,NA,0,0.18,NA,0.15,3.44,NA,0,3916.23,NA,164.33,0.05,NA,1.15
"383",6000,302.782214765101,"seagrass",152.2,NA,0,0.16,NA,0.15,3.13,NA,0,3558.58,NA,164.33,0.07,NA,1.15
"384",10000,302.782214765101,"seagrass",150.19,NA,0,0.15,NA,0.15,3.11,NA,0,3530.25,NA,164.33,0.07,NA,1.15
"385",22.7,302.844630872483,"seagrass",1026.03,NA,0,0.81,NA,0.15,8.46,NA,0,10119.81,NA,163.34,0.01,NA,1.15
