"","sh","pmax","stability","S_seagrass","S_bistable","S_bare","CA_seagrass","CA_bistable","CA_bare","CS_seagrass","CS_bistable","CS_bare","CB_seagrass","CB_bistable","CB_bare","N_seagrass","N_bistable","N_bare"
"189",500,0.916107382550336,"seagrass",269.97,NA,0,0.44,NA,0.3,4.51,NA,0,7284.11,NA,439.75,0.04,NA,1.28
"190",1000,0.916107382550336,"seagrass",200.51,NA,0,0.35,NA,0.3,3.8,NA,0,6096.84,NA,439.75,0.09,NA,1.28
"191",6000,0.916107382550336,"seagrass",145.92,NA,0,0.31,NA,0.3,3.01,NA,0,4858.6,NA,439.75,0.24,NA,1.28
"192",10000,0.916107382550336,"seagrass",139.87,NA,0,0.3,NA,0.3,2.9,NA,0,4694.09,NA,439.75,0.27,NA,1.28
"193",22.7,0.929530201342282,"seagrass",1471.16,NA,0,1.68,NA,0.31,11.9,NA,0,20341.7,NA,446.2,0.01,NA,1.28
"194",100,0.929530201342282,"seagrass",1075.73,NA,0,1.3,NA,0.31,9.82,NA,0,16583.81,NA,446.2,0.01,NA,1.28
"195",500,0.929530201342282,"seagrass",271.29,NA,0,0.44,NA,0.31,4.53,NA,0,7321.4,NA,446.2,0.04,NA,1.28
"196",1000,0.929530201342282,"seagrass",200.06,NA,0,0.36,NA,0.31,3.79,NA,0,6092.74,NA,446.2,0.09,NA,1.28
"197",6000,0.929530201342282,"seagrass",137.39,NA,0,0.31,NA,0.31,2.83,NA,0,4609.56,NA,446.2,0.3,NA,1.28
"198",10000,0.929530201342282,"seagrass",129,NA,0,0.31,NA,0.31,2.67,NA,0,4372.16,NA,446.2,0.35,NA,1.28
"199",22.7,0.942953020134228,"seagrass",1485.17,NA,0,1.7,NA,0.31,12,NA,0,20544.98,NA,452.64,0.01,NA,1.28
"200",100,0.942953020134228,"seagrass",1088.09,NA,0,1.32,NA,0.31,9.92,NA,0,16765.51,NA,452.64,0.01,NA,1.28
"201",500,0.942953020134228,"seagrass",272.57,NA,0,0.45,NA,0.31,4.55,NA,0,7357.94,NA,452.64,0.04,NA,1.28
"202",1000,0.942953020134228,"seagrass",199.33,NA,0,0.36,NA,0.31,3.78,NA,0,6081.68,NA,452.64,0.1,NA,1.28
"203",6000,0.942953020134228,"seagrass",121.06,NA,0,0.32,NA,0.31,2.5,NA,0,4126.07,NA,452.64,0.42,NA,1.28
"204",10000,0.942953020134228,"seagrass",106.79,NA,0,0.31,NA,0.31,2.22,NA,0,3706.11,NA,452.64,0.52,NA,1.28
"205",22.7,0.956375838926175,"bistable",1499.19,0.05,0,1.73,0.32,0.31,12.11,0,0,20748.33,461.52,459.09,0.01,1.29,1.29
"206",100,0.956375838926175,"bistable",1100.47,0.22,0,1.35,0.32,0.31,10.02,0,0,16947.68,466.75,459.09,0.01,1.29,1.29
"207",500,0.956375838926175,"bistable",273.81,1.15,0,0.46,0.32,0.31,4.57,0.02,0,7393.6,495.1,459.09,0.05,1.28,1.29
"208",1000,0.956375838926175,"bistable",198.25,2.42,0,0.37,0.32,0.31,3.76,0.05,0,6061.29,534.07,459.09,0.11,1.27,1.29
"209",6000,0.956375838926175,"bare",NA,NA,0,NA,NA,0.31,NA,NA,0,NA,NA,459.09,NA,NA,1.29
"210",10000,0.956375838926175,"bare",NA,NA,0,NA,NA,0.31,NA,NA,0,NA,NA,459.09,NA,NA,1.29
"211",22.7,0.969798657718121,"bistable",1513.21,0.45,0,1.75,0.33,0.32,12.22,0.01,0,20951.74,487.5,465.53,0.01,1.3,1.29
"212",100,0.969798657718121,"bistable",1112.89,1.99,0,1.37,0.33,0.32,10.11,0.04,0,17130.3,534.19,465.53,0.01,1.28,1.29
"213",500,0.969798657718121,"bistable",275,10.38,0,0.46,0.33,0.32,4.58,0.22,0,7428.21,788.37,465.53,0.05,1.22,1.29
"214",1000,0.969798657718121,"bistable",196.67,22.13,0,0.37,0.33,0.32,3.73,0.46,0,6027.79,1143.98,465.53,0.12,1.14,1.29
"215",6000,0.969798657718121,"bare",NA,NA,0,NA,NA,0.32,NA,NA,0,NA,NA,465.53,NA,NA,1.29
"216",10000,0.969798657718121,"bare",NA,NA,0,NA,NA,0.32,NA,NA,0,NA,NA,465.53,NA,NA,1.29
"217",22.7,0.983221476510067,"bistable",1527.23,0.86,0,1.78,0.33,0.32,12.32,0.02,0,21155.22,514.01,471.98,0.01,1.3,1.3
"218",100,0.983221476510067,"bistable",1125.35,3.81,0,1.39,0.34,0.32,10.21,0.08,0,17313.34,602.68,471.98,0.01,1.28,1.3
"219",500,0.983221476510067,"bistable",276.13,19.95,0,0.47,0.34,0.32,4.6,0.41,0,7461.59,1086.7,471.98,0.05,1.17,1.3
"220",1000,0.983221476510067,"bistable",194.34,43.12,0,0.38,0.34,0.32,3.69,0.88,0,5974.77,1780.29,471.98,0.14,1.01,1.3
"221",6000,0.983221476510067,"bare",NA,NA,0,NA,NA,0.32,NA,NA,0,NA,NA,471.98,NA,NA,1.3
"222",10000,0.983221476510067,"bare",NA,NA,0,NA,NA,0.32,NA,NA,0,NA,NA,471.98,NA,NA,1.3
"223",22.7,0.996644295302013,"bistable",1541.26,1.28,0,1.8,0.35,0.33,12.43,0.03,0,21358.75,541.08,478.42,0.01,1.31,1.3
"224",100,0.996644295302013,"bistable",1137.83,5.69,0,1.41,0.35,0.33,10.31,0.12,0,17496.81,672.24,478.42,0.01,1.28,1.3
"225",500,0.996644295302013,"bistable",277.19,29.87,0,0.48,0.35,0.33,4.61,0.61,0,7493.5,1390.41,478.42,0.05,1.11,1.3
"226",1000,0.996644295302013,"bistable",190.79,65.88,0,0.38,0.35,0.33,3.63,1.33,0,5889.93,2455.52,478.42,0.16,0.87,1.3
"227",6000,0.996644295302013,"bare",NA,NA,0,NA,NA,0.33,NA,NA,0,NA,NA,478.42,NA,NA,1.3
"228",10000,0.996644295302013,"bare",NA,NA,0,NA,NA,0.33,NA,NA,0,NA,NA,478.42,NA,NA,1.3
"229",22.7,1.01006711409396,"bistable",1555.29,1.72,0,1.83,0.36,0.33,12.54,0.03,0,21562.34,568.73,484.87,0.01,1.31,1.31
"230",100,1.01006711409396,"bistable",1150.35,7.63,0,1.44,0.36,0.33,10.41,0.15,0,17680.68,742.92,484.87,0.01,1.27,1.31
"231",500,1.01006711409396,"bistable",278.17,40.18,0,0.48,0.36,0.33,4.63,0.81,0,7523.66,1699.93,484.87,0.06,1.05,1.31
"232",1000,1.01006711409396,"bistable",184.92,91.55,0,0.39,0.36,0.33,3.53,1.83,0,5743.95,3199.21,484.87,0.2,0.71,1.31
"233",6000,1.01006711409396,"bare",NA,NA,0,NA,NA,0.33,NA,NA,0,NA,NA,484.87,NA,NA,1.31
"234",10000,1.01006711409396,"bare",NA,NA,0,NA,NA,0.33,NA,NA,0,NA,NA,484.87,NA,NA,1.31
"235",22.7,1.02348993288591,"bistable",1569.32,2.17,0,1.85,0.37,0.34,12.64,0.04,0,21765.98,596.97,491.31,0.01,1.32,1.31
"236",100,1.02348993288591,"bistable",1162.89,9.63,0,1.46,0.37,0.34,10.5,0.19,0,17864.94,814.74,491.31,0.01,1.27,1.31
"237",500,1.02348993288591,"bistable",279.05,50.9,0,0.49,0.37,0.34,4.64,1.01,0,7551.7,2015.73,491.31,0.06,1,1.31
"238",1000,1.02348993288591,"bistable",172.25,124.61,0,0.39,0.37,0.34,3.3,2.45,0,5417.66,4130.76,491.31,0.27,0.53,1.31
"239",6000,1.02348993288591,"bare",NA,NA,0,NA,NA,0.34,NA,NA,0,NA,NA,491.31,NA,NA,1.31
"240",10000,1.02348993288591,"bare",NA,NA,0,NA,NA,0.34,NA,NA,0,NA,NA,491.31,NA,NA,1.31
"241",22.7,1.03691275167785,"bistable",1583.36,2.64,0,1.88,0.38,0.34,12.75,0.05,0,21969.67,625.82,497.76,0.01,1.33,1.31
"242",100,1.03691275167785,"bistable",1175.46,11.7,0,1.48,0.38,0.34,10.6,0.23,0,18049.59,887.75,497.76,0.01,1.27,1.31
"243",500,1.03691275167785,"bistable",279.8,62.06,0,0.5,0.38,0.34,4.65,1.22,0,7577.18,2338.43,497.76,0.06,0.94,1.31
"244",1000,1.03691275167785,"bare",NA,NA,0,NA,NA,0.34,NA,NA,0,NA,NA,497.76,NA,NA,1.31
"245",6000,1.03691275167785,"bare",NA,NA,0,NA,NA,0.34,NA,NA,0,NA,NA,497.76,NA,NA,1.31
"246",10000,1.03691275167785,"bare",NA,NA,0,NA,NA,0.34,NA,NA,0,NA,NA,497.76,NA,NA,1.31
"247",22.7,1.0503355704698,"bistable",1597.4,3.12,0,1.9,0.39,0.35,12.86,0.06,0,22173.4,655.31,504.2,0.01,1.34,1.32
"248",100,1.0503355704698,"bistable",1188.06,13.83,0,1.5,0.39,0.35,10.7,0.27,0,18234.6,961.99,504.2,0.01,1.27,1.32
"249",500,1.0503355704698,"bistable",280.41,73.71,0,0.5,0.39,0.35,4.66,1.43,0,7599.49,2668.74,504.2,0.07,0.88,1.32
"250",1000,1.0503355704698,"bare",NA,NA,0,NA,NA,0.35,NA,NA,0,NA,NA,504.2,NA,NA,1.32
"251",6000,1.0503355704698,"bare",NA,NA,0,NA,NA,0.35,NA,NA,0,NA,NA,504.2,NA,NA,1.32
"252",10000,1.0503355704698,"bare",NA,NA,0,NA,NA,0.35,NA,NA,0,NA,NA,504.2,NA,NA,1.32
"253",22.7,1.06375838926175,"bistable",1611.43,3.61,0,1.93,0.4,0.35,12.97,0.07,0,22377.17,685.46,510.65,0.01,1.34,1.32
"254",100,1.06375838926175,"bistable",1200.68,16.04,0,1.53,0.4,0.35,10.8,0.31,0,18419.97,1037.51,510.65,0.01,1.27,1.32
"255",500,1.06375838926175,"bistable",280.83,85.9,0,0.51,0.4,0.35,4.66,1.65,0,7617.85,3007.62,510.65,0.07,0.83,1.32
"256",1000,1.06375838926175,"bare",NA,NA,0,NA,NA,0.35,NA,NA,0,NA,NA,510.65,NA,NA,1.32
"257",6000,1.06375838926175,"bare",NA,NA,0,NA,NA,0.35,NA,NA,0,NA,NA,510.65,NA,NA,1.32
"258",10000,1.06375838926175,"bare",NA,NA,0,NA,NA,0.35,NA,NA,0,NA,NA,510.65,NA,NA,1.32
"259",22.7,1.07718120805369,"bistable",1625.48,4.12,0,1.95,0.41,0.35,13.07,0.08,0,22580.98,716.29,517.09,0.01,1.35,1.33
"260",100,1.07718120805369,"bistable",1213.33,18.32,0,1.55,0.41,0.35,10.9,0.35,0,18605.69,1114.35,517.09,0.01,1.26,1.33
"261",500,1.07718120805369,"bistable",281.01,98.7,0,0.52,0.42,0.35,4.67,1.88,0,7631.18,3356.32,517.09,0.08,0.77,1.33
"262",1000,1.07718120805369,"bare",NA,NA,0,NA,NA,0.35,NA,NA,0,NA,NA,517.09,NA,NA,1.33
"263",6000,1.07718120805369,"bare",NA,NA,0,NA,NA,0.35,NA,NA,0,NA,NA,517.09,NA,NA,1.33
"264",10000,1.07718120805369,"bare",NA,NA,0,NA,NA,0.35,NA,NA,0,NA,NA,517.09,NA,NA,1.33
"265",22.7,1.09060402684564,"bistable",1639.52,4.65,0,1.98,0.42,0.36,13.18,0.09,0,22784.83,747.83,523.54,0.01,1.36,1.33
"266",100,1.09060402684564,"bistable",1226.01,20.67,0,1.57,0.42,0.36,10.99,0.39,0,18791.73,1192.57,523.54,0.01,1.26,1.33
"267",500,1.09060402684564,"bistable",280.88,112.19,0,0.52,0.43,0.36,4.66,2.11,0,7637.97,3716.52,523.54,0.08,0.71,1.33
"268",1000,1.09060402684564,"bare",NA,NA,0,NA,NA,0.36,NA,NA,0,NA,NA,523.54,NA,NA,1.33
"269",6000,1.09060402684564,"bare",NA,NA,0,NA,NA,0.36,NA,NA,0,NA,NA,523.54,NA,NA,1.33
"270",10000,1.09060402684564,"bare",NA,NA,0,NA,NA,0.36,NA,NA,0,NA,NA,523.54,NA,NA,1.33
"271",22.7,1.10402684563758,"bistable",1653.56,5.2,0,2,0.44,0.36,13.28,0.1,0,22988.7,780.1,529.98,0.01,1.37,1.33
"272",100,1.10402684563758,"bistable",1238.71,23.1,0,1.6,0.44,0.36,11.09,0.43,0,18978.09,1272.21,529.98,0.01,1.26,1.33
"273",500,1.10402684563758,"bistable",280.34,126.49,0,0.53,0.44,0.36,4.66,2.35,0,7635.94,4090.69,529.98,0.09,0.65,1.33
"274",1000,1.10402684563758,"bare",NA,NA,0,NA,NA,0.36,NA,NA,0,NA,NA,529.98,NA,NA,1.33
"275",6000,1.10402684563758,"bare",NA,NA,0,NA,NA,0.36,NA,NA,0,NA,NA,529.98,NA,NA,1.33
"276",10000,1.10402684563758,"bare",NA,NA,0,NA,NA,0.36,NA,NA,0,NA,NA,529.98,NA,NA,1.33
"277",22.7,1.11744966442953,"bistable",1667.61,5.77,0,2.03,0.45,0.37,13.39,0.11,0,23192.6,813.13,536.43,0.01,1.38,1.34
"278",100,1.11744966442953,"bistable",1251.43,25.62,0,1.62,0.45,0.37,11.19,0.48,0,19164.77,1353.34,536.43,0.01,1.26,1.34
"279",500,1.11744966442953,"bistable",279.21,141.8,0,0.54,0.46,0.37,4.64,2.6,0,7621.55,4482.58,536.43,0.1,0.59,1.34
"280",1000,1.11744966442953,"bare",NA,NA,0,NA,NA,0.37,NA,NA,0,NA,NA,536.43,NA,NA,1.34
"281",6000,1.11744966442953,"bare",NA,NA,0,NA,NA,0.37,NA,NA,0,NA,NA,536.43,NA,NA,1.34
"282",10000,1.11744966442953,"bare",NA,NA,0,NA,NA,0.37,NA,NA,0,NA,NA,536.43,NA,NA,1.34
"283",22.7,1.13087248322148,"bistable",1681.65,6.36,0,2.05,0.46,0.37,13.5,0.12,0,23396.52,846.94,542.87,0.01,1.39,1.34
"284",100,1.13087248322148,"bistable",1264.17,28.23,0,1.64,0.46,0.37,11.29,0.52,0,19351.73,1436.01,542.87,0.01,1.26,1.34
"285",500,1.13087248322148,"bistable",277.21,158.41,0,0.54,0.47,0.37,4.61,2.87,0,7588.61,4898.59,542.87,0.11,0.53,1.34
"286",1000,1.13087248322148,"bare",NA,NA,0,NA,NA,0.37,NA,NA,0,NA,NA,542.87,NA,NA,1.34
"287",6000,1.13087248322148,"bare",NA,NA,0,NA,NA,0.37,NA,NA,0,NA,NA,542.87,NA,NA,1.34
"288",10000,1.13087248322148,"bare",NA,NA,0,NA,NA,0.37,NA,NA,0,NA,NA,542.87,NA,NA,1.34
"289",22.7,1.14429530201342,"bistable",1695.7,6.96,0,2.08,0.48,0.38,13.6,0.13,0,23600.46,881.58,549.32,0.01,1.4,1.35
"290",100,1.14429530201342,"bistable",1276.93,30.93,0,1.66,0.48,0.38,11.39,0.56,0,19538.98,1520.29,549.32,0.01,1.26,1.35
"291",500,1.14429530201342,"bistable",273.77,176.92,0,0.55,0.49,0.38,4.57,3.16,0,7524.82,5351.25,549.32,0.13,0.46,1.35
"292",1000,1.14429530201342,"bare",NA,NA,0,NA,NA,0.38,NA,NA,0,NA,NA,549.32,NA,NA,1.35
"293",6000,1.14429530201342,"bare",NA,NA,0,NA,NA,0.38,NA,NA,0,NA,NA,549.32,NA,NA,1.35
"294",10000,1.14429530201342,"bare",NA,NA,0,NA,NA,0.38,NA,NA,0,NA,NA,549.32,NA,NA,1.35
"295",22.7,1.15771812080537,"bistable",1709.74,7.59,0,2.1,0.49,0.38,13.71,0.14,0,23804.41,917.06,555.76,0.01,1.41,1.35
"296",100,1.15771812080537,"bistable",1289.71,33.72,0,1.69,0.49,0.38,11.49,0.61,0,19726.5,1606.25,555.76,0.01,1.26,1.35
"297",500,1.15771812080537,"bistable",267.38,198.85,0,0.55,0.51,0.38,4.48,3.49,0,7397.78,5873.21,555.76,0.16,0.39,1.35
"298",1000,1.15771812080537,"bare",NA,NA,0,NA,NA,0.38,NA,NA,0,NA,NA,555.76,NA,NA,1.35
"299",6000,1.15771812080537,"bare",NA,NA,0,NA,NA,0.38,NA,NA,0,NA,NA,555.76,NA,NA,1.35
"300",10000,1.15771812080537,"bare",NA,NA,0,NA,NA,0.38,NA,NA,0,NA,NA,555.76,NA,NA,1.35
"301",22.7,1.17114093959732,"bistable",1723.79,8.24,0,2.13,0.51,0.39,13.82,0.15,0,24008.38,953.43,562.21,0.01,1.42,1.35
"302",100,1.17114093959732,"bistable",1302.51,36.61,0,1.71,0.51,0.39,11.59,0.65,0,19914.28,1693.96,562.21,0.01,1.26,1.35
"303",500,1.17114093959732,"bistable",245.86,236.42,0,0.54,0.54,0.39,4.18,4.04,0,6940.22,6732.02,562.21,0.23,0.26,1.35
"304",1000,1.17114093959732,"bare",NA,NA,0,NA,NA,0.39,NA,NA,0,NA,NA,562.21,NA,NA,1.35
"305",6000,1.17114093959732,"bare",NA,NA,0,NA,NA,0.39,NA,NA,0,NA,NA,562.21,NA,NA,1.35
"306",10000,1.17114093959732,"bare",NA,NA,0,NA,NA,0.39,NA,NA,0,NA,NA,562.21,NA,NA,1.35
"307",22.7,1.18456375838926,"bistable",1737.83,8.92,0,2.15,0.52,0.39,13.92,0.16,0,24212.34,990.71,568.65,0.01,1.43,1.36
"308",100,1.18456375838926,"bistable",1315.33,39.62,0,1.73,0.52,0.39,11.69,0.7,0,20102.3,1783.49,568.65,0.01,1.26,1.36
"309",500,1.18456375838926,"bare",NA,NA,0,NA,NA,0.39,NA,NA,0,NA,NA,568.65,NA,NA,1.36
"310",1000,1.18456375838926,"bare",NA,NA,0,NA,NA,0.39,NA,NA,0,NA,NA,568.65,NA,NA,1.36
"311",6000,1.18456375838926,"bare",NA,NA,0,NA,NA,0.39,NA,NA,0,NA,NA,568.65,NA,NA,1.36
"312",10000,1.18456375838926,"bare",NA,NA,0,NA,NA,0.39,NA,NA,0,NA,NA,568.65,NA,NA,1.36
"313",22.7,1.19798657718121,"bistable",1751.87,9.62,0,2.18,0.54,0.39,14.03,0.17,0,24416.31,1028.95,575.1,0.01,1.44,1.36
"314",100,1.19798657718121,"bistable",1328.16,42.73,0,1.76,0.54,0.39,11.79,0.75,0,20290.56,1874.94,575.1,0.01,1.26,1.36
"315",500,1.19798657718121,"bare",NA,NA,0,NA,NA,0.39,NA,NA,0,NA,NA,575.1,NA,NA,1.36
"316",1000,1.19798657718121,"bare",NA,NA,0,NA,NA,0.39,NA,NA,0,NA,NA,575.1,NA,NA,1.36
"317",6000,1.19798657718121,"bare",NA,NA,0,NA,NA,0.39,NA,NA,0,NA,NA,575.1,NA,NA,1.36
"318",10000,1.19798657718121,"bare",NA,NA,0,NA,NA,0.39,NA,NA,0,NA,NA,575.1,NA,NA,1.36
"319",22.7,1.21140939597315,"bistable",1765.91,10.35,0,2.2,0.55,0.4,14.14,0.18,0,24620.28,1068.18,581.54,0.01,1.45,1.37
"320",100,1.21140939597315,"bistable",1341.01,45.96,0,1.78,0.55,0.4,11.88,0.79,0,20479.03,1968.38,581.54,0.01,1.27,1.37
"321",500,1.21140939597315,"bare",NA,NA,0,NA,NA,0.4,NA,NA,0,NA,NA,581.54,NA,NA,1.37
"322",1000,1.21140939597315,"bare",NA,NA,0,NA,NA,0.4,NA,NA,0,NA,NA,581.54,NA,NA,1.37
"323",6000,1.21140939597315,"bare",NA,NA,0,NA,NA,0.4,NA,NA,0,NA,NA,581.54,NA,NA,1.37
"324",10000,1.21140939597315,"bare",NA,NA,0,NA,NA,0.4,NA,NA,0,NA,NA,581.54,NA,NA,1.37
"325",22.7,1.2248322147651,"bistable",1779.95,11.1,0,2.23,0.57,0.4,14.24,0.19,0,24824.23,1108.44,587.99,0.01,1.47,1.37
"326",100,1.2248322147651,"bistable",1353.88,49.31,0,1.8,0.57,0.4,11.98,0.84,0,20667.72,2063.91,587.99,0.01,1.27,1.37
"327",500,1.2248322147651,"bare",NA,NA,0,NA,NA,0.4,NA,NA,0,NA,NA,587.99,NA,NA,1.37
"328",1000,1.2248322147651,"bare",NA,NA,0,NA,NA,0.4,NA,NA,0,NA,NA,587.99,NA,NA,1.37
"329",6000,1.2248322147651,"bare",NA,NA,0,NA,NA,0.4,NA,NA,0,NA,NA,587.99,NA,NA,1.37
"330",10000,1.2248322147651,"bare",NA,NA,0,NA,NA,0.4,NA,NA,0,NA,NA,587.99,NA,NA,1.37
"331",22.7,1.23825503355705,"bistable",1793.99,11.89,0,2.25,0.59,0.41,14.35,0.2,0,25028.18,1149.78,594.43,0.01,1.48,1.37
"332",100,1.23825503355705,"bistable",1366.76,52.8,0,1.83,0.59,0.41,12.08,0.89,0,20856.6,2161.63,594.43,0.01,1.27,1.37
"333",500,1.23825503355705,"bare",NA,NA,0,NA,NA,0.41,NA,NA,0,NA,NA,594.43,NA,NA,1.37
"334",1000,1.23825503355705,"bare",NA,NA,0,NA,NA,0.41,NA,NA,0,NA,NA,594.43,NA,NA,1.37
"335",6000,1.23825503355705,"bare",NA,NA,0,NA,NA,0.41,NA,NA,0,NA,NA,594.43,NA,NA,1.37
"336",10000,1.23825503355705,"bare",NA,NA,0,NA,NA,0.41,NA,NA,0,NA,NA,594.43,NA,NA,1.37
"337",22.7,1.25167785234899,"bistable",1808.02,12.7,0,2.28,0.6,0.41,14.45,0.21,0,25232.1,1192.25,600.88,0.01,1.49,1.38
"338",100,1.25167785234899,"bistable",1379.65,56.42,0,1.85,0.61,0.41,12.18,0.94,0,21045.65,2261.65,600.88,0.01,1.27,1.38
"339",500,1.25167785234899,"bare",NA,NA,0,NA,NA,0.41,NA,NA,0,NA,NA,600.88,NA,NA,1.38
"340",1000,1.25167785234899,"bare",NA,NA,0,NA,NA,0.41,NA,NA,0,NA,NA,600.88,NA,NA,1.38
"341",6000,1.25167785234899,"bare",NA,NA,0,NA,NA,0.41,NA,NA,0,NA,NA,600.88,NA,NA,1.38
"342",10000,1.25167785234899,"bare",NA,NA,0,NA,NA,0.41,NA,NA,0,NA,NA,600.88,NA,NA,1.38
"343",22.7,1.26510067114094,"bistable",1822.05,13.55,0,2.3,0.62,0.42,14.56,0.22,0,25436,1235.88,607.33,0.01,1.51,1.38
"344",100,1.26510067114094,"bistable",1392.55,60.19,0,1.87,0.62,0.42,12.28,0.99,0,21234.88,2364.09,607.33,0.01,1.28,1.38
"345",500,1.26510067114094,"bare",NA,NA,0,NA,NA,0.42,NA,NA,0,NA,NA,607.33,NA,NA,1.38
"346",1000,1.26510067114094,"bare",NA,NA,0,NA,NA,0.42,NA,NA,0,NA,NA,607.33,NA,NA,1.38
"347",6000,1.26510067114094,"bare",NA,NA,0,NA,NA,0.42,NA,NA,0,NA,NA,607.33,NA,NA,1.38
"348",10000,1.26510067114094,"bare",NA,NA,0,NA,NA,0.42,NA,NA,0,NA,NA,607.33,NA,NA,1.38
"349",22.7,1.27852348993289,"bistable",1836.08,14.43,0,2.33,0.64,0.42,14.66,0.24,0,25639.87,1280.73,613.77,0.01,1.52,1.39
"350",100,1.27852348993289,"bistable",1405.46,64.11,0,1.9,0.64,0.42,12.38,1.05,0,21424.26,2469.06,613.77,0.02,1.28,1.39
"351",500,1.27852348993289,"bare",NA,NA,0,NA,NA,0.42,NA,NA,0,NA,NA,613.77,NA,NA,1.39
"352",1000,1.27852348993289,"bare",NA,NA,0,NA,NA,0.42,NA,NA,0,NA,NA,613.77,NA,NA,1.39
"353",6000,1.27852348993289,"bare",NA,NA,0,NA,NA,0.42,NA,NA,0,NA,NA,613.77,NA,NA,1.39
"354",10000,1.27852348993289,"bare",NA,NA,0,NA,NA,0.42,NA,NA,0,NA,NA,613.77,NA,NA,1.39
"355",22.7,1.29194630872483,"bistable",1850.1,15.35,0,2.35,0.66,0.43,14.77,0.25,0,25843.7,1326.87,620.22,0.01,1.53,1.39
"356",100,1.29194630872483,"bistable",1418.39,68.19,0,1.92,0.66,0.43,12.48,1.1,0,21613.77,2576.69,620.22,0.02,1.29,1.39
"357",500,1.29194630872483,"bare",NA,NA,0,NA,NA,0.43,NA,NA,0,NA,NA,620.22,NA,NA,1.39
"358",1000,1.29194630872483,"bare",NA,NA,0,NA,NA,0.43,NA,NA,0,NA,NA,620.22,NA,NA,1.39
"359",6000,1.29194630872483,"bare",NA,NA,0,NA,NA,0.43,NA,NA,0,NA,NA,620.22,NA,NA,1.39
"360",10000,1.29194630872483,"bare",NA,NA,0,NA,NA,0.43,NA,NA,0,NA,NA,620.22,NA,NA,1.39
"361",22.7,1.30536912751678,"bistable",1864.12,16.31,0,2.38,0.68,0.43,14.88,0.26,0,26047.49,1374.33,626.66,0.01,1.55,1.39
"362",100,1.30536912751678,"bistable",1431.32,72.44,0,1.94,0.68,0.43,12.58,1.16,0,21803.41,2687.14,626.66,0.02,1.29,1.39
"363",500,1.30536912751678,"bare",NA,NA,0,NA,NA,0.43,NA,NA,0,NA,NA,626.66,NA,NA,1.39
"364",1000,1.30536912751678,"bare",NA,NA,0,NA,NA,0.43,NA,NA,0,NA,NA,626.66,NA,NA,1.39
"365",6000,1.30536912751678,"bare",NA,NA,0,NA,NA,0.43,NA,NA,0,NA,NA,626.66,NA,NA,1.39
"366",10000,1.30536912751678,"bare",NA,NA,0,NA,NA,0.43,NA,NA,0,NA,NA,626.66,NA,NA,1.39
"367",22.7,1.31879194630872,"bistable",1878.13,17.3,0,2.4,0.7,0.43,14.98,0.27,0,26251.23,1423.19,633.11,0.01,1.57,1.4
"368",100,1.31879194630872,"bistable",1444.25,76.88,0,1.97,0.7,0.43,12.68,1.21,0,21993.15,2800.54,633.11,0.02,1.3,1.4
"369",500,1.31879194630872,"bare",NA,NA,0,NA,NA,0.43,NA,NA,0,NA,NA,633.11,NA,NA,1.4
"370",1000,1.31879194630872,"bare",NA,NA,0,NA,NA,0.43,NA,NA,0,NA,NA,633.11,NA,NA,1.4
"371",6000,1.31879194630872,"bare",NA,NA,0,NA,NA,0.43,NA,NA,0,NA,NA,633.11,NA,NA,1.4
"372",10000,1.31879194630872,"bare",NA,NA,0,NA,NA,0.43,NA,NA,0,NA,NA,633.11,NA,NA,1.4
"373",22.7,1.33221476510067,"bistable",1892.14,18.34,0,2.43,0.72,0.44,15.09,0.29,0,26454.91,1473.51,639.55,0.01,1.58,1.4
"374",100,1.33221476510067,"bistable",1457.2,81.51,0,1.99,0.72,0.44,12.78,1.27,0,22182.98,2917.07,639.55,0.02,1.3,1.4
"375",500,1.33221476510067,"bare",NA,NA,0,NA,NA,0.44,NA,NA,0,NA,NA,639.55,NA,NA,1.4
"376",1000,1.33221476510067,"bare",NA,NA,0,NA,NA,0.44,NA,NA,0,NA,NA,639.55,NA,NA,1.4
"377",6000,1.33221476510067,"bare",NA,NA,0,NA,NA,0.44,NA,NA,0,NA,NA,639.55,NA,NA,1.4
"378",10000,1.33221476510067,"bare",NA,NA,0,NA,NA,0.44,NA,NA,0,NA,NA,639.55,NA,NA,1.4
"379",22.7,1.34563758389262,"bistable",1906.14,19.43,0,2.45,0.74,0.44,15.19,0.3,0,26658.53,1525.36,646,0.01,1.6,1.41
"380",100,1.34563758389262,"bistable",1470.14,86.34,0,2.01,0.75,0.44,12.88,1.33,0,22372.88,3036.9,646,0.02,1.31,1.41
"381",500,1.34563758389262,"bare",NA,NA,0,NA,NA,0.44,NA,NA,0,NA,NA,646,NA,NA,1.41
"382",1000,1.34563758389262,"bare",NA,NA,0,NA,NA,0.44,NA,NA,0,NA,NA,646,NA,NA,1.41
"383",6000,1.34563758389262,"bare",NA,NA,0,NA,NA,0.44,NA,NA,0,NA,NA,646,NA,NA,1.41
"384",10000,1.34563758389262,"bare",NA,NA,0,NA,NA,0.44,NA,NA,0,NA,NA,646,NA,NA,1.41
"385",22.7,1.35906040268456,"bistable",1920.13,20.57,0,2.47,0.77,0.45,15.3,0.31,0,26862.07,1578.81,652.45,0.01,1.62,1.41
"386",100,1.35906040268456,"bistable",1483.09,91.39,0,2.04,0.77,0.45,12.98,1.39,0,22562.83,3160.23,652.45,0.02,1.31,1.41
