"","da","ma","stability","S_seagrass","S_bistable","S_bare","CA_seagrass","CA_bistable","CA_bare","CS_seagrass","CS_bistable","CS_bare","CB_seagrass","CB_bistable","CB_bare","N_seagrass","N_bistable","N_bare"
"172",0,0.00229530201342282,"bistable",52.99,8.77,0,0.32,0.15,0.11,0.76,0.19,0,1569.26,502.63,162.15,0.04,0.55,0.69
"173",0.0208333333333333,0.00229530201342282,"bistable",52.99,8.77,0,0.32,0.15,0.11,0.76,0.19,0,1551.35,496.9,160.3,0.04,0.55,0.69
"174",20,0.00229530201342282,"bistable",52.99,8.77,0,0.32,0.15,0.11,0.76,0.19,0,129.89,41.6,13.42,0.04,0.55,0.69
"175",0,0.00233557046979866,"bistable",51.88,9.22,0,0.31,0.16,0.11,0.75,0.2,0,1547.91,517.78,162.15,0.04,0.55,0.69
"176",0.0208333333333333,0.00233557046979866,"bistable",51.88,9.22,0,0.31,0.16,0.11,0.75,0.2,0,1529.94,511.77,160.27,0.04,0.55,0.69
"177",20,0.00233557046979866,"bistable",51.88,9.22,0,0.31,0.16,0.11,0.75,0.2,0,126.09,42.18,13.21,0.04,0.55,0.69
"178",0,0.0023758389261745,"bistable",50.81,9.68,0,0.31,0.16,0.11,0.74,0.21,0,1526.99,533.25,162.15,0.04,0.54,0.69
"179",0.0208333333333333,0.0023758389261745,"bistable",50.81,9.68,0,0.31,0.16,0.11,0.74,0.21,0,1508.96,526.96,160.24,0.04,0.54,0.69
"180",20,0.0023758389261745,"bistable",50.81,9.68,0,0.31,0.16,0.11,0.74,0.21,0,122.45,42.76,13,0.04,0.54,0.69
"181",0,0.00241610738255034,"bistable",49.76,10.17,0,0.31,0.16,0.11,0.73,0.22,0,1506.45,549.07,162.15,0.04,0.53,0.69
"182",0.0208333333333333,0.00241610738255034,"bistable",49.76,10.17,0,0.31,0.16,0.11,0.73,0.22,0,1488.36,542.48,160.2,0.04,0.53,0.69
"183",20,0.00241610738255034,"bistable",49.76,10.17,0,0.31,0.16,0.11,0.73,0.22,0,118.95,43.35,12.8,0.04,0.53,0.69
"184",0,0.00245637583892617,"bistable",48.74,10.67,0,0.3,0.16,0.11,0.72,0.23,0,1486.26,565.27,162.15,0.05,0.52,0.69
"185",0.0208333333333333,0.00245637583892617,"bistable",48.74,10.67,0,0.3,0.16,0.11,0.72,0.23,0,1468.12,558.37,160.17,0.05,0.52,0.69
"186",20,0.00245637583892617,"bistable",48.74,10.67,0,0.3,0.16,0.11,0.72,0.23,0,115.58,43.96,12.61,0.05,0.52,0.69
"187",0,0.00249664429530201,"bistable",47.74,11.19,0,0.3,0.16,0.11,0.7,0.24,0,1466.37,581.86,162.15,0.05,0.51,0.69
"188",0.0208333333333333,0.00249664429530201,"bistable",47.74,11.19,0,0.3,0.16,0.11,0.7,0.24,0,1448.18,574.64,160.14,0.05,0.51,0.69
"189",20,0.00249664429530201,"bistable",47.74,11.19,0,0.3,0.16,0.11,0.7,0.24,0,112.33,44.57,12.42,0.05,0.51,0.69
"190",0,0.00253691275167785,"bistable",46.76,11.73,0,0.3,0.17,0.11,0.69,0.24,0,1446.74,598.87,162.15,0.05,0.5,0.69
"191",0.0208333333333333,0.00253691275167785,"bistable",46.76,11.73,0,0.3,0.17,0.11,0.69,0.24,0,1428.51,591.33,160.11,0.05,0.5,0.69
"192",20,0.00253691275167785,"bistable",46.76,11.73,0,0.3,0.17,0.11,0.69,0.24,0,109.2,45.2,12.24,0.05,0.5,0.69
"193",0,0.00257718120805369,"bistable",45.79,12.29,0,0.29,0.17,0.11,0.68,0.25,0,1427.31,616.36,162.15,0.05,0.49,0.69
"194",0.0208333333333333,0.00257718120805369,"bistable",45.79,12.29,0,0.29,0.17,0.11,0.68,0.25,0,1409.05,608.47,160.08,0.05,0.49,0.69
"195",20,0.00257718120805369,"bistable",45.79,12.29,0,0.29,0.17,0.11,0.68,0.25,0,106.18,45.85,12.06,0.05,0.49,0.69
"196",0,0.00261744966442953,"bistable",44.84,12.87,0,0.29,0.17,0.11,0.67,0.26,0,1408.04,634.36,162.15,0.06,0.48,0.69
"197",0.0208333333333333,0.00261744966442953,"bistable",44.84,12.87,0,0.29,0.17,0.11,0.67,0.26,0,1389.75,626.12,160.04,0.06,0.48,0.69
"198",20,0.00261744966442953,"bistable",44.84,12.87,0,0.29,0.17,0.11,0.67,0.26,0,103.25,46.52,11.89,0.06,0.48,0.69
"199",0,0.00265771812080537,"bistable",43.91,13.49,0,0.29,0.17,0.11,0.66,0.27,0,1388.87,652.91,162.15,0.06,0.47,0.69
"200",0.0208333333333333,0.00265771812080537,"bistable",43.91,13.49,0,0.29,0.17,0.11,0.66,0.27,0,1370.55,644.3,160.01,0.06,0.47,0.69
"201",20,0.00265771812080537,"bistable",43.91,13.49,0,0.29,0.17,0.11,0.66,0.27,0,100.41,47.21,11.72,0.06,0.47,0.69
"202",0,0.00269798657718121,"bistable",42.98,14.13,0,0.28,0.18,0.11,0.65,0.28,0,1369.71,672.09,162.15,0.06,0.45,0.69
"203",0.0208333333333333,0.00269798657718121,"bistable",42.98,14.13,0,0.28,0.18,0.11,0.65,0.28,0,1351.38,663.1,159.98,0.06,0.45,0.69
"204",20,0.00269798657718121,"bistable",42.98,14.13,0,0.28,0.18,0.11,0.65,0.28,0,97.66,47.92,11.56,0.06,0.45,0.69
"205",0,0.00273825503355705,"bistable",42.05,14.8,0,0.28,0.18,0.11,0.64,0.29,0,1350.51,691.97,162.15,0.06,0.44,0.69
"206",0.0208333333333333,0.00273825503355705,"bistable",42.05,14.8,0,0.28,0.18,0.11,0.64,0.29,0,1332.16,682.57,159.95,0.06,0.44,0.69
"207",20,0.00273825503355705,"bistable",42.05,14.8,0,0.28,0.18,0.11,0.64,0.29,0,94.97,48.66,11.4,0.06,0.44,0.69
"208",0,0.00277852348993289,"bistable",41.12,15.51,0,0.28,0.18,0.11,0.63,0.31,0,1331.14,712.64,162.15,0.07,0.43,0.69
"209",0.0208333333333333,0.00277852348993289,"bistable",41.12,15.51,0,0.28,0.18,0.11,0.63,0.31,0,1312.8,702.82,159.92,0.07,0.43,0.69
"210",20,0.00277852348993289,"bistable",41.12,15.51,0,0.28,0.18,0.11,0.63,0.31,0,92.35,49.44,11.25,0.07,0.43,0.69
"211",0,0.00281879194630873,"bistable",40.19,16.26,0,0.28,0.19,0.11,0.62,0.32,0,1311.49,734.23,162.15,0.07,0.41,0.69
"212",0.0208333333333333,0.00281879194630873,"bistable",40.19,16.26,0,0.28,0.19,0.11,0.62,0.32,0,1293.16,723.97,159.88,0.07,0.41,0.69
"213",20,0.00281879194630873,"bistable",40.19,16.26,0,0.28,0.19,0.11,0.62,0.32,0,89.77,50.26,11.1,0.07,0.41,0.69
"214",0,0.00285906040268456,"bistable",39.24,17.06,0,0.27,0.19,0.11,0.61,0.33,0,1291.39,756.9,162.15,0.08,0.4,0.69
"215",0.0208333333333333,0.00285906040268456,"bistable",39.24,17.06,0,0.27,0.19,0.11,0.61,0.33,0,1273.09,746.17,159.85,0.08,0.4,0.69
"216",20,0.00285906040268456,"bistable",39.24,17.06,0,0.27,0.19,0.11,0.61,0.33,0,87.24,51.13,10.95,0.08,0.4,0.69
"217",0,0.0028993288590604,"bistable",38.27,17.92,0,0.27,0.19,0.11,0.6,0.34,0,1270.62,780.86,162.15,0.08,0.38,0.69
"218",0.0208333333333333,0.0028993288590604,"bistable",38.27,17.92,0,0.27,0.19,0.11,0.6,0.34,0,1252.36,769.64,159.82,0.08,0.38,0.69
"219",20,0.0028993288590604,"bistable",38.27,17.92,0,0.27,0.19,0.11,0.6,0.34,0,84.72,52.06,10.81,0.08,0.38,0.69
"220",0,0.00293959731543624,"bistable",37.26,18.85,0,0.27,0.2,0.11,0.59,0.36,0,1248.86,806.45,162.15,0.09,0.36,0.69
"221",0.0208333333333333,0.00293959731543624,"bistable",37.26,18.85,0,0.27,0.2,0.11,0.59,0.36,0,1230.66,794.7,159.79,0.09,0.36,0.69
"222",20,0.00293959731543624,"bistable",37.26,18.85,0,0.27,0.2,0.11,0.59,0.36,0,82.2,53.08,10.67,0.09,0.36,0.69
"223",0,0.00297986577181208,"bistable",36.19,19.88,0,0.26,0.2,0.11,0.58,0.37,0,1225.6,834.16,162.15,0.1,0.34,0.69
"224",0.0208333333333333,0.00297986577181208,"bistable",36.19,19.88,0,0.26,0.2,0.11,0.58,0.37,0,1207.51,821.84,159.76,0.1,0.34,0.69
"225",20,0.00297986577181208,"bistable",36.19,19.88,0,0.26,0.2,0.11,0.58,0.37,0,79.65,54.21,10.54,0.1,0.34,0.69
"226",0,0.00302013422818792,"bistable",35.03,21.04,0,0.26,0.21,0.11,0.56,0.39,0,1200.01,864.83,162.15,0.11,0.32,0.69
"227",0.0208333333333333,0.00302013422818792,"bistable",35.03,21.04,0,0.26,0.21,0.11,0.56,0.39,0,1182.06,851.89,159.72,0.11,0.32,0.69
"228",20,0.00302013422818792,"bistable",35.03,21.04,0,0.26,0.21,0.11,0.56,0.39,0,77.02,55.5,10.41,0.11,0.32,0.69
"229",0,0.00306040268456376,"bistable",33.7,22.4,0,0.25,0.21,0.11,0.55,0.41,0,1170.43,900.14,162.15,0.12,0.3,0.69
"230",0.0208333333333333,0.00306040268456376,"bistable",33.7,22.4,0,0.25,0.21,0.11,0.55,0.41,0,1152.69,886.5,159.69,0.12,0.3,0.69
"231",20,0.00306040268456376,"bistable",33.7,22.4,0,0.25,0.21,0.11,0.55,0.41,0,74.19,57.06,10.28,0.12,0.3,0.69
"232",0,0.0031006711409396,"bistable",32.02,24.14,0,0.25,0.22,0.11,0.53,0.43,0,1132.46,944.48,162.15,0.14,0.26,0.69
"233",0.0208333333333333,0.0031006711409396,"bistable",32.02,24.14,0,0.25,0.22,0.11,0.53,0.43,0,1115.07,929.98,159.66,0.14,0.26,0.69
"234",20,0.0031006711409396,"bistable",32.02,24.14,0,0.25,0.22,0.11,0.53,0.43,0,70.91,59.14,10.15,0.14,0.26,0.69
"235",0,0.00314093959731544,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,162.15,NA,NA,0.69
"236",0.0208333333333333,0.00314093959731544,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,159.63,NA,NA,0.69
"237",20,0.00314093959731544,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,10.03,NA,NA,0.69
"238",0,0.00318120805369128,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,162.15,NA,NA,0.69
"239",0.0208333333333333,0.00318120805369128,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,159.6,NA,NA,0.69
"240",20,0.00318120805369128,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,9.91,NA,NA,0.69
"241",0,0.00322147651006711,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,162.15,NA,NA,0.69
"242",0.0208333333333333,0.00322147651006711,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,159.57,NA,NA,0.69
"243",20,0.00322147651006711,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,9.8,NA,NA,0.69
"244",0,0.00326174496644295,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,162.15,NA,NA,0.69
"245",0.0208333333333333,0.00326174496644295,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,159.53,NA,NA,0.69
"246",20,0.00326174496644295,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,9.68,NA,NA,0.69
"247",0,0.00330201342281879,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,162.15,NA,NA,0.69
"248",0.0208333333333333,0.00330201342281879,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,159.5,NA,NA,0.69
"249",20,0.00330201342281879,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,9.57,NA,NA,0.69
"250",0,0.00334228187919463,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,162.15,NA,NA,0.69
"251",0.0208333333333333,0.00334228187919463,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,159.47,NA,NA,0.69
"252",20,0.00334228187919463,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,9.46,NA,NA,0.69
"253",0,0.00338255033557047,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,162.15,NA,NA,0.69
"254",0.0208333333333333,0.00338255033557047,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,159.44,NA,NA,0.69
"255",20,0.00338255033557047,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,9.36,NA,NA,0.69
"256",0,0.00342281879194631,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,162.15,NA,NA,0.69
"257",0.0208333333333333,0.00342281879194631,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,159.41,NA,NA,0.69
"258",20,0.00342281879194631,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,9.25,NA,NA,0.69
"259",0,0.00346308724832215,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,162.15,NA,NA,0.69
"260",0.0208333333333333,0.00346308724832215,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,159.37,NA,NA,0.69
"261",20,0.00346308724832215,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,9.15,NA,NA,0.69
"262",0,0.00350335570469799,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,162.15,NA,NA,0.69
"263",0.0208333333333333,0.00350335570469799,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,159.34,NA,NA,0.69
"264",20,0.00350335570469799,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,9.05,NA,NA,0.69
"265",0,0.00354362416107383,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,162.15,NA,NA,0.69
"266",0.0208333333333333,0.00354362416107383,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,159.31,NA,NA,0.69
"267",20,0.00354362416107383,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,8.95,NA,NA,0.69
"268",0,0.00358389261744966,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,162.15,NA,NA,0.69
"269",0.0208333333333333,0.00358389261744966,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,159.28,NA,NA,0.69
"270",20,0.00358389261744966,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,8.86,NA,NA,0.69
"271",0,0.0036241610738255,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,162.15,NA,NA,0.69
"272",0.0208333333333333,0.0036241610738255,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,159.25,NA,NA,0.69
"273",20,0.0036241610738255,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,8.77,NA,NA,0.69
"274",0,0.00366442953020134,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,162.15,NA,NA,0.69
"275",0.0208333333333333,0.00366442953020134,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,159.22,NA,NA,0.69
"276",20,0.00366442953020134,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,8.67,NA,NA,0.69
"277",0,0.00370469798657718,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,162.15,NA,NA,0.69
"278",0.0208333333333333,0.00370469798657718,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,159.18,NA,NA,0.69
"279",20,0.00370469798657718,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,8.59,NA,NA,0.69
"280",0,0.00374496644295302,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,162.15,NA,NA,0.69
"281",0.0208333333333333,0.00374496644295302,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,159.15,NA,NA,0.69
"282",20,0.00374496644295302,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,8.5,NA,NA,0.69
"283",0,0.00378523489932886,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,162.15,NA,NA,0.69
"284",0.0208333333333333,0.00378523489932886,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,159.12,NA,NA,0.69
"285",20,0.00378523489932886,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,8.41,NA,NA,0.69
"286",0,0.0038255033557047,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,162.15,NA,NA,0.69
"287",0.0208333333333333,0.0038255033557047,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,159.09,NA,NA,0.69
"288",20,0.0038255033557047,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,8.33,NA,NA,0.69
"289",0,0.00386577181208054,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,162.15,NA,NA,0.69
"290",0.0208333333333333,0.00386577181208054,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,159.06,NA,NA,0.69
"291",20,0.00386577181208054,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,8.25,NA,NA,0.69
"292",0,0.00390604026845638,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,162.15,NA,NA,0.69
"293",0.0208333333333333,0.00390604026845638,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,159.03,NA,NA,0.69
"294",20,0.00390604026845638,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,8.17,NA,NA,0.69
"295",0,0.00394630872483222,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,162.15,NA,NA,0.69
"296",0.0208333333333333,0.00394630872483222,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.99,NA,NA,0.69
"297",20,0.00394630872483222,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,8.09,NA,NA,0.69
"298",0,0.00398657718120805,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,162.15,NA,NA,0.69
"299",0.0208333333333333,0.00398657718120805,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.96,NA,NA,0.69
"300",20,0.00398657718120805,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,8.01,NA,NA,0.69
"301",0,0.00402684563758389,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,162.15,NA,NA,0.69
"302",0.0208333333333333,0.00402684563758389,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.93,NA,NA,0.69
"303",20,0.00402684563758389,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,7.93,NA,NA,0.69
"304",0,0.00406711409395973,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,162.15,NA,NA,0.69
"305",0.0208333333333333,0.00406711409395973,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.9,NA,NA,0.69
"306",20,0.00406711409395973,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,7.86,NA,NA,0.69
"307",0,0.00410738255033557,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,162.15,NA,NA,0.69
"308",0.0208333333333333,0.00410738255033557,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.87,NA,NA,0.69
"309",20,0.00410738255033557,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,7.78,NA,NA,0.69
"310",0,0.00414765100671141,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,162.15,NA,NA,0.69
"311",0.0208333333333333,0.00414765100671141,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.84,NA,NA,0.69
"312",20,0.00414765100671141,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,7.71,NA,NA,0.69
"313",0,0.00418791946308725,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,162.15,NA,NA,0.69
"314",0.0208333333333333,0.00418791946308725,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.81,NA,NA,0.69
"315",20,0.00418791946308725,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,7.64,NA,NA,0.69
"316",0,0.00422818791946309,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,162.15,NA,NA,0.69
"317",0.0208333333333333,0.00422818791946309,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.77,NA,NA,0.69
"318",20,0.00422818791946309,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,7.57,NA,NA,0.69
"319",0,0.00426845637583893,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,162.15,NA,NA,0.69
"320",0.0208333333333333,0.00426845637583893,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.74,NA,NA,0.69
"321",20,0.00426845637583893,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,7.5,NA,NA,0.69
"322",0,0.00430872483221477,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,162.15,NA,NA,0.69
"323",0.0208333333333333,0.00430872483221477,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.71,NA,NA,0.69
"324",20,0.00430872483221477,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,7.44,NA,NA,0.69
"325",0,0.0043489932885906,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,162.15,NA,NA,0.69
"326",0.0208333333333333,0.0043489932885906,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.68,NA,NA,0.69
"327",20,0.0043489932885906,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,7.37,NA,NA,0.69
"328",0,0.00438926174496644,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,162.15,NA,NA,0.69
"329",0.0208333333333333,0.00438926174496644,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.65,NA,NA,0.69
"330",20,0.00438926174496644,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,7.31,NA,NA,0.69
"331",0,0.00442953020134228,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,162.15,NA,NA,0.69
"332",0.0208333333333333,0.00442953020134228,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.62,NA,NA,0.69
"333",20,0.00442953020134228,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,7.24,NA,NA,0.69
"334",0,0.00446979865771812,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,162.15,NA,NA,0.69
"335",0.0208333333333333,0.00446979865771812,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.59,NA,NA,0.69
"336",20,0.00446979865771812,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,7.18,NA,NA,0.69
"337",0,0.00451006711409396,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,162.15,NA,NA,0.69
"338",0.0208333333333333,0.00451006711409396,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.55,NA,NA,0.69
"339",20,0.00451006711409396,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,7.12,NA,NA,0.69
"340",0,0.0045503355704698,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,162.15,NA,NA,0.69
"341",0.0208333333333333,0.0045503355704698,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.52,NA,NA,0.69
"342",20,0.0045503355704698,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,7.06,NA,NA,0.69
"343",0,0.00459060402684564,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,162.15,NA,NA,0.69
"344",0.0208333333333333,0.00459060402684564,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.49,NA,NA,0.69
"345",20,0.00459060402684564,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,7,NA,NA,0.69
"346",0,0.00463087248322148,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,162.15,NA,NA,0.69
"347",0.0208333333333333,0.00463087248322148,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.46,NA,NA,0.69
"348",20,0.00463087248322148,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,6.94,NA,NA,0.69
"349",0,0.00467114093959732,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,162.15,NA,NA,0.69
"350",0.0208333333333333,0.00467114093959732,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.43,NA,NA,0.69
"351",20,0.00467114093959732,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,6.88,NA,NA,0.69
"352",0,0.00471140939597316,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,162.15,NA,NA,0.69
"353",0.0208333333333333,0.00471140939597316,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.4,NA,NA,0.69
"354",20,0.00471140939597316,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,6.83,NA,NA,0.69
"355",0,0.00475167785234899,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,162.15,NA,NA,0.69
"356",0.0208333333333333,0.00475167785234899,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.37,NA,NA,0.69
"357",20,0.00475167785234899,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,6.77,NA,NA,0.69
"358",0,0.00479194630872483,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,162.15,NA,NA,0.69
"359",0.0208333333333333,0.00479194630872483,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.33,NA,NA,0.69
"360",20,0.00479194630872483,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,6.72,NA,NA,0.69
"361",0,0.00483221476510067,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,162.15,NA,NA,0.69
"362",0.0208333333333333,0.00483221476510067,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.3,NA,NA,0.69
"363",20,0.00483221476510067,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,6.66,NA,NA,0.69
"364",0,0.00487248322147651,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,162.15,NA,NA,0.69
"365",0.0208333333333333,0.00487248322147651,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.27,NA,NA,0.69
"366",20,0.00487248322147651,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,6.61,NA,NA,0.69
"367",0,0.00491275167785235,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,162.15,NA,NA,0.69
"368",0.0208333333333333,0.00491275167785235,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.24,NA,NA,0.69
"369",20,0.00491275167785235,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,6.56,NA,NA,0.69
