"","sh","ma","stability","S_seagrass","S_bistable","S_bare","CA_seagrass","CA_bistable","CA_bare","CS_seagrass","CS_bistable","CS_bare","CB_seagrass","CB_bistable","CB_bare","N_seagrass","N_bistable","N_bare"
"182",1e+06,0.0036241610738255,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,159.25,NA,NA,7.72
"183",22.7,0.00366442953020134,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,159.22,NA,NA,0.69
"184",1e+06,0.00366442953020134,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,159.22,NA,NA,7.72
"185",22.7,0.00370469798657718,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,159.18,NA,NA,0.69
"186",1e+06,0.00370469798657718,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,159.18,NA,NA,7.72
"187",22.7,0.00374496644295302,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,159.15,NA,NA,0.69
"188",1e+06,0.00374496644295302,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,159.15,NA,NA,7.72
"189",22.7,0.00378523489932886,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,159.12,NA,NA,0.69
"190",1e+06,0.00378523489932886,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,159.12,NA,NA,7.72
"191",22.7,0.0038255033557047,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,159.09,NA,NA,0.69
"192",1e+06,0.0038255033557047,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,159.09,NA,NA,7.72
"193",22.7,0.00386577181208054,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,159.06,NA,NA,0.69
"194",1e+06,0.00386577181208054,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,159.06,NA,NA,7.72
"195",22.7,0.00390604026845638,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,159.03,NA,NA,0.69
"196",1e+06,0.00390604026845638,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,159.03,NA,NA,7.72
"197",22.7,0.00394630872483222,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.99,NA,NA,0.69
"198",1e+06,0.00394630872483222,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.99,NA,NA,7.72
"199",22.7,0.00398657718120805,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.96,NA,NA,0.69
"200",1e+06,0.00398657718120805,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.96,NA,NA,7.72
"201",22.7,0.00402684563758389,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.93,NA,NA,0.69
"202",1e+06,0.00402684563758389,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.93,NA,NA,7.72
"203",22.7,0.00406711409395973,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.9,NA,NA,0.69
"204",1e+06,0.00406711409395973,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.9,NA,NA,7.72
"205",22.7,0.00410738255033557,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.87,NA,NA,0.69
"206",1e+06,0.00410738255033557,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.87,NA,NA,7.72
"207",22.7,0.00414765100671141,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.84,NA,NA,0.69
"208",1e+06,0.00414765100671141,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.84,NA,NA,7.72
"209",22.7,0.00418791946308725,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.81,NA,NA,0.69
"210",1e+06,0.00418791946308725,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.81,NA,NA,7.72
"211",22.7,0.00422818791946309,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.77,NA,NA,0.69
"212",1e+06,0.00422818791946309,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.77,NA,NA,7.72
"213",22.7,0.00426845637583893,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.74,NA,NA,0.69
"214",1e+06,0.00426845637583893,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.74,NA,NA,7.72
"215",22.7,0.00430872483221477,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.71,NA,NA,0.69
"216",1e+06,0.00430872483221477,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.71,NA,NA,7.72
"217",22.7,0.0043489932885906,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.68,NA,NA,0.69
"218",1e+06,0.0043489932885906,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.68,NA,NA,7.72
"219",22.7,0.00438926174496644,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.65,NA,NA,0.69
"220",1e+06,0.00438926174496644,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.65,NA,NA,7.72
"221",22.7,0.00442953020134228,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.62,NA,NA,0.69
"222",1e+06,0.00442953020134228,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.62,NA,NA,7.72
"223",22.7,0.00446979865771812,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.59,NA,NA,0.69
"224",1e+06,0.00446979865771812,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.59,NA,NA,7.72
"225",22.7,0.00451006711409396,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.55,NA,NA,0.69
"226",1e+06,0.00451006711409396,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.55,NA,NA,7.72
"227",22.7,0.0045503355704698,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.52,NA,NA,0.69
"228",1e+06,0.0045503355704698,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.52,NA,NA,7.72
"229",22.7,0.00459060402684564,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.49,NA,NA,0.69
"230",1e+06,0.00459060402684564,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.49,NA,NA,7.72
"231",22.7,0.00463087248322148,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.46,NA,NA,0.69
"232",1e+06,0.00463087248322148,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.46,NA,NA,7.72
"233",22.7,0.00467114093959732,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.43,NA,NA,0.69
"234",1e+06,0.00467114093959732,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.43,NA,NA,7.72
"235",22.7,0.00471140939597316,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.4,NA,NA,0.69
"236",1e+06,0.00471140939597316,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.4,NA,NA,7.72
"237",22.7,0.00475167785234899,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.37,NA,NA,0.69
"238",1e+06,0.00475167785234899,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.37,NA,NA,7.72
"239",22.7,0.00479194630872483,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.33,NA,NA,0.69
"240",1e+06,0.00479194630872483,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.33,NA,NA,7.72
"241",22.7,0.00483221476510067,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.3,NA,NA,0.69
"242",1e+06,0.00483221476510067,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.3,NA,NA,7.72
"243",22.7,0.00487248322147651,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.27,NA,NA,0.69
"244",1e+06,0.00487248322147651,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.27,NA,NA,7.72
"245",22.7,0.00491275167785235,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.24,NA,NA,0.69
"246",1e+06,0.00491275167785235,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.24,NA,NA,7.72
"247",22.7,0.00495302013422819,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.21,NA,NA,0.69
"248",1e+06,0.00495302013422819,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.21,NA,NA,7.72
"249",22.7,0.00499328859060403,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.18,NA,NA,0.69
"250",1e+06,0.00499328859060403,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.18,NA,NA,7.72
"251",22.7,0.00503355704697987,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.15,NA,NA,0.69
"252",1e+06,0.00503355704697987,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.15,NA,NA,7.72
"253",22.7,0.0050738255033557,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.12,NA,NA,0.69
"254",1e+06,0.0050738255033557,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.12,NA,NA,7.72
"255",22.7,0.00511409395973154,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.08,NA,NA,0.69
"256",1e+06,0.00511409395973154,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.08,NA,NA,7.72
"257",22.7,0.00515436241610738,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.05,NA,NA,0.69
"258",1e+06,0.00515436241610738,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.05,NA,NA,7.72
"259",22.7,0.00519463087248322,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.02,NA,NA,0.69
"260",1e+06,0.00519463087248322,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.02,NA,NA,7.72
"261",22.7,0.00523489932885906,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,157.99,NA,NA,0.69
"262",1e+06,0.00523489932885906,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,157.99,NA,NA,7.72
"263",22.7,0.0052751677852349,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,157.96,NA,NA,0.69
"264",1e+06,0.0052751677852349,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,157.96,NA,NA,7.72
"265",22.7,0.00531543624161074,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,157.93,NA,NA,0.69
"266",1e+06,0.00531543624161074,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,157.93,NA,NA,7.72
"267",22.7,0.00535570469798658,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,157.9,NA,NA,0.69
"268",1e+06,0.00535570469798658,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,157.9,NA,NA,7.72
"269",22.7,0.00539597315436242,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,157.87,NA,NA,0.69
"270",1e+06,0.00539597315436242,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,157.87,NA,NA,7.72
"271",22.7,0.00543624161073826,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,157.84,NA,NA,0.69
"272",1e+06,0.00543624161073826,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,157.84,NA,NA,7.72
"273",22.7,0.00547651006711409,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,157.8,NA,NA,0.69
"274",1e+06,0.00547651006711409,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,157.8,NA,NA,7.72
"275",22.7,0.00551677852348993,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,157.77,NA,NA,0.69
"276",1e+06,0.00551677852348993,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,157.77,NA,NA,7.72
"277",22.7,0.00555704697986577,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,157.74,NA,NA,0.69
"278",1e+06,0.00555704697986577,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,157.74,NA,NA,7.72
"279",22.7,0.00559731543624161,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,157.71,NA,NA,0.69
"280",1e+06,0.00559731543624161,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,157.71,NA,NA,7.72
"281",22.7,0.00563758389261745,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,157.68,NA,NA,0.69
"282",1e+06,0.00563758389261745,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,157.68,NA,NA,7.72
"283",22.7,0.00567785234899329,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,157.65,NA,NA,0.69
"284",1e+06,0.00567785234899329,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,157.65,NA,NA,7.72
"285",22.7,0.00571812080536913,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,157.62,NA,NA,0.69
"286",1e+06,0.00571812080536913,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,157.62,NA,NA,7.72
"287",22.7,0.00575838926174497,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,157.59,NA,NA,0.69
"288",1e+06,0.00575838926174497,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,157.59,NA,NA,7.72
"289",22.7,0.00579865771812081,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,157.56,NA,NA,0.69
"290",1e+06,0.00579865771812081,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,157.56,NA,NA,7.72
"291",22.7,0.00583892617449664,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,157.52,NA,NA,0.69
"292",1e+06,0.00583892617449664,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,157.52,NA,NA,7.72
"293",22.7,0.00587919463087248,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,157.49,NA,NA,0.69
"294",1e+06,0.00587919463087248,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,157.49,NA,NA,7.72
"295",22.7,0.00591946308724832,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,157.46,NA,NA,0.69
"296",1e+06,0.00591946308724832,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,157.46,NA,NA,7.72
"297",22.7,0.00595973154362416,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,157.43,NA,NA,0.69
"298",1e+06,0.00595973154362416,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,157.43,NA,NA,7.72
"299",22.7,0.006,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,157.4,NA,NA,0.69
"300",1e+06,0.006,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,157.4,NA,NA,7.72
