"","sh","pmax","stability","S_seagrass","S_bistable","S_bare","CA_seagrass","CA_bistable","CA_bare","CS_seagrass","CS_bistable","CS_bare","CB_seagrass","CB_bistable","CB_bare","N_seagrass","N_bistable","N_bare"
"185",22.7,3.27852348993289,"bistable",3634.08,108.26,0,5.88,2.92,0.73,27.89,1.27,0,52768.04,6158.16,1063.72,0.03,2.97,1.26
"186",1e+06,3.27852348993289,"bare",NA,NA,0,NA,NA,0.73,NA,NA,0,NA,NA,1063.72,NA,NA,8.29
"187",22.7,3.30872483221477,"bistable",3665.51,115.01,0,5.93,3.03,0.74,28.11,1.33,0,53227.78,6407.22,1073.53,0.03,3.06,1.26
"188",1e+06,3.30872483221477,"bare",NA,NA,0,NA,NA,0.74,NA,NA,0,NA,NA,1073.53,NA,NA,8.3
"189",22.7,3.33892617449664,"bistable",3696.85,122.4,0,5.99,3.15,0.74,28.33,1.39,0,53686.42,6671.09,1083.33,0.03,3.16,1.27
"190",1e+06,3.33892617449664,"bare",NA,NA,0,NA,NA,0.74,NA,NA,0,NA,NA,1083.33,NA,NA,8.3
"191",22.7,3.36912751677852,"bistable",3728.08,130.52,0,6.04,3.27,0.75,28.55,1.46,0,54143.82,6951.3,1093.14,0.04,3.25,1.27
"192",1e+06,3.36912751677852,"bare",NA,NA,0,NA,NA,0.75,NA,NA,0,NA,NA,1093.14,NA,NA,8.31
"193",22.7,3.3993288590604,"bistable",3759.18,139.47,0,6.09,3.39,0.76,28.76,1.54,0,54599.75,7249.63,1102.94,0.04,3.35,1.28
"194",1e+06,3.3993288590604,"bare",NA,NA,0,NA,NA,0.76,NA,NA,0,NA,NA,1102.94,NA,NA,8.31
"195",22.7,3.42953020134228,"bistable",3790.14,149.39,0,6.15,3.52,0.76,28.98,1.62,0,55053.98,7568.17,1112.74,0.04,3.46,1.29
"196",1e+06,3.42953020134228,"bare",NA,NA,0,NA,NA,0.76,NA,NA,0,NA,NA,1112.74,NA,NA,8.32
"197",22.7,3.45973154362416,"bistable",3820.93,160.45,0,6.2,3.66,0.77,29.2,1.71,0,55506.17,7909.42,1122.55,0.04,3.57,1.29
"198",1e+06,3.45973154362416,"bare",NA,NA,0,NA,NA,0.77,NA,NA,0,NA,NA,1122.55,NA,NA,8.33
"199",22.7,3.48993288590604,"bistable",3851.51,172.86,0,6.25,3.8,0.78,29.41,1.81,0,55955.96,8276.4,1132.35,0.05,3.68,1.3
"200",1e+06,3.48993288590604,"bare",NA,NA,0,NA,NA,0.78,NA,NA,0,NA,NA,1132.35,NA,NA,8.33
"201",22.7,3.52013422818792,"bistable",3881.84,186.85,0,6.31,3.95,0.78,29.62,1.93,0,56402.83,8672.77,1142.16,0.05,3.79,1.31
"202",1e+06,3.52013422818792,"bare",NA,NA,0,NA,NA,0.78,NA,NA,0,NA,NA,1142.16,NA,NA,8.34
"203",22.7,3.5503355704698,"bistable",3911.88,202.78,0,6.36,4.11,0.79,29.83,2.06,0,56846.17,9103.1,1151.96,0.05,3.91,1.31
"204",1e+06,3.5503355704698,"bare",NA,NA,0,NA,NA,0.79,NA,NA,0,NA,NA,1151.96,NA,NA,8.34
"205",22.7,3.58053691275168,"bistable",3941.55,221.05,0,6.41,4.27,0.8,30.04,2.21,0,57285.13,9573.14,1161.77,0.06,4.04,1.32
"206",1e+06,3.58053691275168,"bare",NA,NA,0,NA,NA,0.8,NA,NA,0,NA,NA,1161.77,NA,NA,8.35
"207",22.7,3.61073825503356,"bistable",3970.75,242.21,0,6.47,4.45,0.8,30.24,2.38,0,57718.62,10090.28,1171.57,0.06,4.17,1.32
"208",1e+06,3.61073825503356,"bare",NA,NA,0,NA,NA,0.8,NA,NA,0,NA,NA,1171.57,NA,NA,8.36
"209",22.7,3.64093959731544,"bistable",3999.37,267.02,0,6.52,4.63,0.81,30.44,2.58,0,58145.11,10664.24,1181.38,0.07,4.3,1.33
"210",1e+06,3.64093959731544,"bare",NA,NA,0,NA,NA,0.81,NA,NA,0,NA,NA,1181.38,NA,NA,8.36
"211",22.7,3.67114093959732,"bistable",4027.22,296.5,0,6.57,4.82,0.82,30.63,2.82,0,58562.5,11308.13,1191.19,0.08,4.43,1.34
"212",1e+06,3.67114093959732,"bare",NA,NA,0,NA,NA,0.82,NA,NA,0,NA,NA,1191.19,NA,NA,8.37
"213",22.7,3.7013422818792,"bistable",4054.05,332.1,0,6.63,5.02,0.82,30.82,3.1,0,58967.71,12040.17,1200.99,0.09,4.56,1.34
"214",1e+06,3.7013422818792,"bare",NA,NA,0,NA,NA,0.82,NA,NA,0,NA,NA,1200.99,NA,NA,8.38
"215",22.7,3.73154362416107,"bistable",4079.46,375.93,0,6.68,5.24,0.83,30.99,3.45,0,59356.14,12886.62,1210.8,0.1,4.68,1.35
"216",1e+06,3.73154362416107,"bare",NA,NA,0,NA,NA,0.83,NA,NA,0,NA,NA,1210.8,NA,NA,8.38
"217",22.7,3.76174496644295,"bistable",4102.86,431.2,0,6.73,5.46,0.84,31.15,3.89,0,59720.53,13886.95,1220.6,0.11,4.8,1.35
"218",1e+06,3.76174496644295,"bare",NA,NA,0,NA,NA,0.84,NA,NA,0,NA,NA,1220.6,NA,NA,8.39
"219",22.7,3.79194630872483,"bistable",4123.22,503.1,0,6.79,5.69,0.84,31.29,4.46,0,60048.73,15103.77,1230.41,0.13,4.91,1.36
"220",1e+06,3.79194630872483,"bare",NA,NA,0,NA,NA,0.84,NA,NA,0,NA,NA,1230.41,NA,NA,8.39
"221",22.7,3.82214765100671,"bistable",4138.69,600.43,0,6.84,5.94,0.85,31.4,5.22,0,60318.68,16643.33,1240.21,0.16,4.98,1.37
"222",1e+06,3.82214765100671,"bare",NA,NA,0,NA,NA,0.85,NA,NA,0,NA,NA,1240.21,NA,NA,8.4
"223",22.7,3.85234899328859,"bistable",4145.53,739.72,0,6.89,6.2,0.86,31.44,6.31,0,60485.81,18703.03,1250.02,0.2,5,1.37
"224",1e+06,3.85234899328859,"bare",NA,NA,0,NA,NA,0.86,NA,NA,0,NA,NA,1250.02,NA,NA,8.41
"225",22.7,3.88255033557047,"bistable",4134.83,955.97,0,6.95,6.47,0.86,31.37,7.99,0,60443.68,21700,1259.83,0.27,4.91,1.38
"226",1e+06,3.88255033557047,"bare",NA,NA,0,NA,NA,0.86,NA,NA,0,NA,NA,1259.83,NA,NA,8.41
"227",22.7,3.91275167785235,"bistable",4078.29,1340.41,0,7,6.74,0.87,30.97,10.94,0,59854.96,26718.61,1269.63,0.41,4.55,1.39
"228",1e+06,3.91275167785235,"bare",NA,NA,0,NA,NA,0.87,NA,NA,0,NA,NA,1269.63,NA,NA,8.42
"229",22.7,3.94295302013423,"bistable",3791.94,2277.44,0,7.06,7.01,0.88,28.94,17.97,0,56522.81,38329.75,1279.44,0.93,3.3,1.39
"230",1e+06,3.94295302013423,"bare",NA,NA,0,NA,NA,0.88,NA,NA,0,NA,NA,1279.44,NA,NA,8.42
"231",22.7,3.97315436241611,"bare",NA,NA,0,NA,NA,0.88,NA,NA,0,NA,NA,1289.25,NA,NA,1.4
"232",1e+06,3.97315436241611,"bare",NA,NA,0,NA,NA,0.88,NA,NA,0,NA,NA,1289.25,NA,NA,8.43
"233",22.7,4.00335570469799,"bare",NA,NA,0,NA,NA,0.89,NA,NA,0,NA,NA,1299.05,NA,NA,1.4
"234",1e+06,4.00335570469799,"bare",NA,NA,0,NA,NA,0.89,NA,NA,0,NA,NA,1299.05,NA,NA,8.44
"235",22.7,4.03355704697987,"bare",NA,NA,0,NA,NA,0.9,NA,NA,0,NA,NA,1308.86,NA,NA,1.41
"236",1e+06,4.03355704697987,"bare",NA,NA,0,NA,NA,0.9,NA,NA,0,NA,NA,1308.86,NA,NA,8.44
"237",22.7,4.06375838926174,"bare",NA,NA,0,NA,NA,0.9,NA,NA,0,NA,NA,1318.67,NA,NA,1.42
"238",1e+06,4.06375838926174,"bare",NA,NA,0,NA,NA,0.9,NA,NA,0,NA,NA,1318.67,NA,NA,8.45
"239",22.7,4.09395973154362,"bare",NA,NA,0,NA,NA,0.91,NA,NA,0,NA,NA,1328.47,NA,NA,1.42
"240",1e+06,4.09395973154362,"bare",NA,NA,0,NA,NA,0.91,NA,NA,0,NA,NA,1328.47,NA,NA,8.46
"241",22.7,4.1241610738255,"bare",NA,NA,0,NA,NA,0.92,NA,NA,0,NA,NA,1338.28,NA,NA,1.43
"242",1e+06,4.1241610738255,"bare",NA,NA,0,NA,NA,0.92,NA,NA,0,NA,NA,1338.28,NA,NA,8.46
"243",22.7,4.15436241610738,"bare",NA,NA,0,NA,NA,0.92,NA,NA,0,NA,NA,1348.09,NA,NA,1.44
"244",1e+06,4.15436241610738,"bare",NA,NA,0,NA,NA,0.92,NA,NA,0,NA,NA,1348.09,NA,NA,8.47
"245",22.7,4.18456375838926,"bare",NA,NA,0,NA,NA,0.93,NA,NA,0,NA,NA,1357.89,NA,NA,1.44
"246",1e+06,4.18456375838926,"bare",NA,NA,0,NA,NA,0.93,NA,NA,0,NA,NA,1357.89,NA,NA,8.47
"247",22.7,4.21476510067114,"bare",NA,NA,0,NA,NA,0.94,NA,NA,0,NA,NA,1367.7,NA,NA,1.45
"248",1e+06,4.21476510067114,"bare",NA,NA,0,NA,NA,0.94,NA,NA,0,NA,NA,1367.7,NA,NA,8.48
"249",22.7,4.24496644295302,"bare",NA,NA,0,NA,NA,0.94,NA,NA,0,NA,NA,1377.51,NA,NA,1.45
"250",1e+06,4.24496644295302,"bare",NA,NA,0,NA,NA,0.94,NA,NA,0,NA,NA,1377.51,NA,NA,8.49
"251",22.7,4.2751677852349,"bare",NA,NA,0,NA,NA,0.95,NA,NA,0,NA,NA,1387.32,NA,NA,1.46
"252",1e+06,4.2751677852349,"bare",NA,NA,0,NA,NA,0.95,NA,NA,0,NA,NA,1387.32,NA,NA,8.49
"253",22.7,4.30536912751678,"bare",NA,NA,0,NA,NA,0.96,NA,NA,0,NA,NA,1397.12,NA,NA,1.47
"254",1e+06,4.30536912751678,"bare",NA,NA,0,NA,NA,0.96,NA,NA,0,NA,NA,1397.12,NA,NA,8.5
"255",22.7,4.33557046979866,"bare",NA,NA,0,NA,NA,0.96,NA,NA,0,NA,NA,1406.93,NA,NA,1.47
"256",1e+06,4.33557046979866,"bare",NA,NA,0,NA,NA,0.96,NA,NA,0,NA,NA,1406.93,NA,NA,8.51
"257",22.7,4.36577181208054,"bare",NA,NA,0,NA,NA,0.97,NA,NA,0,NA,NA,1416.74,NA,NA,1.48
"258",1e+06,4.36577181208054,"bare",NA,NA,0,NA,NA,0.97,NA,NA,0,NA,NA,1416.74,NA,NA,8.51
"259",22.7,4.39597315436242,"bare",NA,NA,0,NA,NA,0.98,NA,NA,0,NA,NA,1426.55,NA,NA,1.48
"260",1e+06,4.39597315436242,"bare",NA,NA,0,NA,NA,0.98,NA,NA,0,NA,NA,1426.55,NA,NA,8.52
"261",22.7,4.4261744966443,"bare",NA,NA,0,NA,NA,0.98,NA,NA,0,NA,NA,1436.35,NA,NA,1.49
"262",1e+06,4.4261744966443,"bare",NA,NA,0,NA,NA,0.98,NA,NA,0,NA,NA,1436.35,NA,NA,8.52
"263",22.7,4.45637583892617,"bare",NA,NA,0,NA,NA,0.99,NA,NA,0,NA,NA,1446.16,NA,NA,1.5
"264",1e+06,4.45637583892617,"bare",NA,NA,0,NA,NA,0.99,NA,NA,0,NA,NA,1446.16,NA,NA,8.53
"265",22.7,4.48657718120805,"bare",NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,1455.97,NA,NA,1.5
"266",1e+06,4.48657718120805,"bare",NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,1455.97,NA,NA,8.54
"267",22.7,4.51677852348993,"bare",NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,1465.78,NA,NA,1.51
"268",1e+06,4.51677852348993,"bare",NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,1465.78,NA,NA,8.54
"269",22.7,4.54697986577181,"bare",NA,NA,0,NA,NA,1.01,NA,NA,0,NA,NA,1475.59,NA,NA,1.52
"270",1e+06,4.54697986577181,"bare",NA,NA,0,NA,NA,1.01,NA,NA,0,NA,NA,1475.59,NA,NA,8.55
"271",22.7,4.57718120805369,"bare",NA,NA,0,NA,NA,1.02,NA,NA,0,NA,NA,1485.4,NA,NA,1.52
"272",1e+06,4.57718120805369,"bare",NA,NA,0,NA,NA,1.02,NA,NA,0,NA,NA,1485.4,NA,NA,8.55
"273",22.7,4.60738255033557,"bare",NA,NA,0,NA,NA,1.02,NA,NA,0,NA,NA,1495.2,NA,NA,1.53
"274",1e+06,4.60738255033557,"bare",NA,NA,0,NA,NA,1.02,NA,NA,0,NA,NA,1495.2,NA,NA,8.56
"275",22.7,4.63758389261745,"bare",NA,NA,0,NA,NA,1.03,NA,NA,0,NA,NA,1505.01,NA,NA,1.53
"276",1e+06,4.63758389261745,"bare",NA,NA,0,NA,NA,1.03,NA,NA,0,NA,NA,1505.01,NA,NA,8.57
"277",22.7,4.66778523489933,"bare",NA,NA,0,NA,NA,1.04,NA,NA,0,NA,NA,1514.82,NA,NA,1.54
"278",1e+06,4.66778523489933,"bare",NA,NA,0,NA,NA,1.04,NA,NA,0,NA,NA,1514.82,NA,NA,8.57
"279",22.7,4.69798657718121,"bare",NA,NA,0,NA,NA,1.04,NA,NA,0,NA,NA,1524.63,NA,NA,1.55
"280",1e+06,4.69798657718121,"bare",NA,NA,0,NA,NA,1.04,NA,NA,0,NA,NA,1524.63,NA,NA,8.58
"281",22.7,4.72818791946309,"bare",NA,NA,0,NA,NA,1.05,NA,NA,0,NA,NA,1534.44,NA,NA,1.55
"282",1e+06,4.72818791946309,"bare",NA,NA,0,NA,NA,1.05,NA,NA,0,NA,NA,1534.44,NA,NA,8.59
"283",22.7,4.75838926174497,"bare",NA,NA,0,NA,NA,1.06,NA,NA,0,NA,NA,1544.25,NA,NA,1.56
"284",1e+06,4.75838926174497,"bare",NA,NA,0,NA,NA,1.06,NA,NA,0,NA,NA,1544.25,NA,NA,8.59
"285",22.7,4.78859060402685,"bare",NA,NA,0,NA,NA,1.06,NA,NA,0,NA,NA,1554.06,NA,NA,1.56
"286",1e+06,4.78859060402685,"bare",NA,NA,0,NA,NA,1.06,NA,NA,0,NA,NA,1554.06,NA,NA,8.6
"287",22.7,4.81879194630872,"bare",NA,NA,0,NA,NA,1.07,NA,NA,0,NA,NA,1563.87,NA,NA,1.57
"288",1e+06,4.81879194630872,"bare",NA,NA,0,NA,NA,1.07,NA,NA,0,NA,NA,1563.87,NA,NA,8.6
"289",22.7,4.8489932885906,"bare",NA,NA,0,NA,NA,1.08,NA,NA,0,NA,NA,1573.68,NA,NA,1.58
"290",1e+06,4.8489932885906,"bare",NA,NA,0,NA,NA,1.08,NA,NA,0,NA,NA,1573.68,NA,NA,8.61
"291",22.7,4.87919463087248,"bare",NA,NA,0,NA,NA,1.08,NA,NA,0,NA,NA,1583.49,NA,NA,1.58
"292",1e+06,4.87919463087248,"bare",NA,NA,0,NA,NA,1.08,NA,NA,0,NA,NA,1583.49,NA,NA,8.62
"293",22.7,4.90939597315436,"bare",NA,NA,0,NA,NA,1.09,NA,NA,0,NA,NA,1593.3,NA,NA,1.59
"294",1e+06,4.90939597315436,"bare",NA,NA,0,NA,NA,1.09,NA,NA,0,NA,NA,1593.3,NA,NA,8.62
"295",22.7,4.93959731543624,"bare",NA,NA,0,NA,NA,1.1,NA,NA,0,NA,NA,1603.11,NA,NA,1.6
"296",1e+06,4.93959731543624,"bare",NA,NA,0,NA,NA,1.1,NA,NA,0,NA,NA,1603.11,NA,NA,8.63
"297",22.7,4.96979865771812,"bare",NA,NA,0,NA,NA,1.1,NA,NA,0,NA,NA,1612.92,NA,NA,1.6
"298",1e+06,4.96979865771812,"bare",NA,NA,0,NA,NA,1.1,NA,NA,0,NA,NA,1612.92,NA,NA,8.63
"299",22.7,5,"bare",NA,NA,0,NA,NA,1.11,NA,NA,0,NA,NA,1622.72,NA,NA,1.61
"300",1e+06,5,"bare",NA,NA,0,NA,NA,1.11,NA,NA,0,NA,NA,1622.72,NA,NA,8.64
